ISO_alpha3_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
GNQ,62.13903743,61.72549107,61.3119447,60.89839398,60.48484761,60.07130125,59.65062215,59.22994739,58.80926829,58.38859354,57.96791444,57.55436807,57.14082171,56.72727099,56.31372462,55.90017825,55.48663189
GRC,27.93638479,28.17067456,28.40496433,28.63925599,28.87354576,29.10783553,29.3421253,29.57641507,29.81070673,30.0449965,30.27928627,30.51357604,30.74786581,30.98215747,31.21644724,31.45073701,31.68502677
GRD,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756
GRL,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997
GTM,39.26838373,38.76446435,38.26054498,37.75662561,37.25270623,36.74878686,36.34565182,35.94251678,35.53937945,35.13624441,34.73310937,34.3934313,34.05375094,33.71407287,33.37439252,33.03471445,32.69503637
GUM,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963
GUY,84.43992888,84.41960884,84.3992888,84.37896876,84.35864872,84.33832868,84.31191659,84.28549459,84.2590825,84.2326605,84.20624841,84.15544831,84.10464821,84.05384811,84.00304801,83.9522479,83.9014478
HKG,,,,,,,,,,,,,,,,,
HND,57.12753597,56.05505407,54.98257217,53.91009027,52.83760837,51.76512646,50.69264456,49.62016266,48.54768076,47.47519886,46.40271695,45.33023505,44.25775315,43.18527125,42.11278935,41.04030744,39.96782554
HRV,33.71489894,33.7792877,33.84367647,33.90806741,33.94210194,34.00643317,34.06719129,34.12794941,34.18870535,34.24946347,34.31022159,34.31736999,34.32451839,34.3316646,34.338813,34.3459614,34.3531098
HTI,3.955007257,3.92597957,3.89695216,3.867924473,3.838897063,3.809869376,3.780841689,3.751814279,3.722786592,3.693759182,3.664731495,3.635703808,3.606676398,3.577648711,3.548621301,3.519593614,3.490565927
HUN,21.39031466,21.53760267,21.68489204,21.83218004,21.97946941,22.12922665,22.26983568,22.41044472,22.55105511,22.4610629,22.60024301,22.65105598,22.70186625,22.75267921,22.80348948,22.85430244,22.90511541
IDN,54.87450112,54.7031589,54.53181667,54.36047013,54.1891279,54.01778568,53.63966063,53.26153557,52.88341052,52.50528547,52.12716042,51.74936743,51.37157445,50.99377715,50.61598417,50.23819118,49.8603982
IMN,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506
IND,21.99321268,22.14920569,22.30520134,22.46119435,22.61719,22.77318301,22.91316839,23.05315114,23.19313652,23.33311927,23.47310465,23.53310701,23.59310938,23.65311437,23.71311674,23.77311911,23.83312147
IRL,9.216867647,9.390767785,9.564523507,9.738423645,9.912323782,10.08622481,10.17564233,10.26491544,10.35447826,10.44389578,10.53316889,10.61561907,10.69806924,10.78037412,10.86282518,10.94527536,11.02772554
IRN,5.725619586,5.893391244,6.061169497,6.228941155,6.396718809,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066
IRQ,1.870270023,1.87347103,1.876671897,1.879872904,1.883073772,1.886274779,1.886274779,1.886274779,1.886274779,1.89952109,1.89952109,1.89952109,1.89952109,1.90036115,1.90036115,1.90036115,1.90036115
ISL,0.287281788,0.302643393,0.318004979,0.333366565,0.34872817,0.364089776,0.37645887,0.388827926,0.40119702,0.413566076,0.42593517,0.438902743,0.451870317,0.46483789,0.477805502,0.490773075,0.503740648
ISR,7.070240296,7.088724302,7.107209013,7.12569302,7.144177731,7.162661738,7.153419734,7.144177731,7.134935023,7.12569302,7.116451017,7.218114462,7.319777906,7.421442057,7.523105501,7.624768946,7.726432391
ITA,28.45533984,28.72054673,28.98575363,29.24797715,29.513157,29.77833685,29.96124228,30.14414772,30.32705647,30.50996191,30.69286734,30.87577278,31.05867821,31.24158697,31.4244924,31.60739784,31.79030327
JAM,31.47737709,31.44598315,31.41458922,31.38319528,31.35180134,31.32040741,31.281625,31.2428426,31.20406301,31.16528061,31.12650103,31.09141286,31.05632468,31.02123651,30.98614834,30.95106299,30.91597482
JOR,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032
JPN,68.24691358,68.27928884,68.31165874,68.34403399,68.37640389,68.40877915,68.42578661,68.44279943,68.45980688,68.4768197,68.48443286,68.47910573,68.47377875,68.46938561,68.46499783,68.46061005,68.45622227
KAZ,1.246434789,1.244360448,1.242286198,1.240211857,1.238137607,1.236063266,1.233988926,1.231914675,1.229840335,1.227766084,1.225691744,1.225691744,1.225691744,1.225691744,1.225691744,1.225691744,1.225691744
KEN,6.24978037,6.42196999,6.594159609,6.766349229,6.938538848,7.110728468,7.175036191,7.239343914,7.30365078,7.367958503,7.432266226,7.49657395,7.560881673,7.625188538,7.689496262,7.753803985,7.818111708
KGZ,4.474973868,4.486444213,4.497914558,4.509384903,4.52085493,4.532325275,4.331804102,4.131282611,3.93076112,3.730239948,3.529718457,3.488008342,3.446298227,3.404588113,3.362877998,3.321167883,3.279457769
KHM,65.40901881,64.4856107,63.56220258,62.63879447,61.71538636,60.79197825,60.07024478,59.34851686,58.62678339,57.90505546,57.183322,56.46158854,55.73986061,55.01812715,54.29639922,53.57466576,52.8529323
KIR,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953
KNA,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231
KOR,65.18764255,64.93074119,64.82900924,64.75413425,64.67258932,64.58440888,64.49628305,64.40156629,64.28704191,64.1726777,64.01234568,63.94073364,63.78378178,63.62983643,63.54921582,63.46143979,63.35483649
KWT,0.2721661,0.280022434,0.287878794,0.295735128,0.303591462,0.311447822,0.319304156,0.32716049,0.335016823,0.342873184,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517,0.350729517
LAO,71.60307727,71.90091191,72.19878886,72.4966235,72.79450045,73.09233508,73.91196213,74.73158917,75.55121622,76.37084326,77.19047031,78.01009735,78.8297244,79.64935144,80.46897849,81.28860553,82.10823257
LBN,12.8054741,12.91300157,13.02052756,13.12805504,13.23558103,13.3431085,13.35092882,13.35874914,13.36656945,13.37438977,13.38220859,13.39002891,13.39784922,13.40566954,13.41348986,13.42131017,13.42913049
LBR,48.05855482,47.74709302,47.43563123,47.12416944,46.81270764,46.50124585,46.18978405,45.87832226,45.56686047,45.25539867,44.94393688,44.63247508,44.32101329,44.0095515,43.6980897,43.38662791,43.07516611
LBY,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688
LCA,34.75409961,34.6557367,34.55737692,34.45901714,34.36065424,34.26229446,34.16393468,34.0655749,33.96721199,33.86885221,33.77049243,33.67213265,33.57376974,33.47540996,33.37705018,33.27868727,33.18032749
LIE,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006
LKA,34.9545527,34.71854491,34.48253711,34.24653321,34.01052542,33.77451762,33.72667836,33.6788391,33.63099984,33.58316058,33.53532132,33.43007339,33.32482935,33.21958143,33.11433739,33.00908946,32.90384153
LSO,1.383399209,1.38998685,1.39657449,1.403162005,1.409749645,1.416337286,1.422924926,1.429512567,1.436100081,1.442687722,1.449275362,1.482213439,1.515151515,1.548089592,1.581027668,1.613965744,1.646903821
LTU,32.22718571,32.54945678,32.87172786,33.19400283,33.51627391,33.83854499,33.99489548,34.15124597,34.31032951,34.46669248,34.62305544,34.65551957,34.68743073,34.7187874,34.76456504,34.79648843,34.83285866
LUX,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109
LVA,52.1094596,52.2895347,52.4696098,52.64968883,52.82976393,53.00983903,53.19312899,53.37642287,53.55971283,53.75683657,53.88817481,53.92925888,53.95304035,53.95079516,53.96590701,53.97233837,53.97876974
MAC,,,,,,,,,,,,,,,,,
MAF,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,
MAR,11.18754201,11.37037889,11.55321576,11.73605155,11.91888842,12.1017253,12.22316871,12.34461103,12.46605444,12.58749676,12.70894017,12.69101501,12.67308985,12.65516469,12.63723952,12.61931436,12.6013892
MCO,,,,,,,,,,,,,,,,,
MDA,9.854014599,10.0912405,10.32846734,10.56890763,10.80292008,11.0367893,11.17664962,11.31650995,11.45636935,11.59622967,11.75038052,11.89041114,12.02678065,12.15936703,12.30301168,12.43917275,12.57525102
MDG,22.39398838,22.33036421,22.26674004,22.20311586,22.13949169,22.07586752,21.97785191,21.8798363,21.78182068,21.68380507,21.58578946,21.54882734,21.52132624,21.49364043,21.46613957,21.43863871,21.41113785
MDV,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333
MEX,34.90624759,34.82671799,34.74718839,34.66766281,34.58813321,34.50860362,34.44841688,34.38823015,34.32804342,34.26785668,34.20766995,34.16054859,34.11342724,34.0663099,34.01918854,33.97206718,33.92494583
MHL,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413
MKD,37.6720409,37.80574221,37.93944112,38.07314244,38.20684135,38.34054267,38.52143042,39.00911662,39.19143828,39.38937448,39.57176844,39.57176844,39.57176844,39.57176844,39.57176844,39.57176844,39.57176844
MLI,4.835312533,4.770568518,4.705824503,4.641080487,4.576336472,4.511592457,4.446848442,4.382104426,4.317360411,4.252616396,4.187872381,4.123128365,4.05838435,3.993640335,3.928896319,3.864152304,3.799408289
MLT,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981
MMR,53.35251094,52.87909166,52.4056664,51.93224712,51.46827223,50.999449,50.51708332,50.03947971,49.58166754,49.10852535,48.63760218,47.79898607,46.97266971,46.14105589,45.30440435,44.4677528,43.63110126
MNE,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,49.53159942,52.52044791,55.50929187,58.49814036,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885
MNG,7.542032493,7.489379358,7.436726223,7.384072459,7.331419324,7.278766189,7.501635105,7.724504022,7.94737231,8.170241227,8.393110144,8.330492496,8.267874848,8.205257828,8.14264018,8.080022532,8.017404884
MNP,69.47825888,69.13043312,68.78260737,68.41304199,68.06521623,67.69565085,67.34782509,66.97825971,66.63043395,66.26086857,65.91304281,65.54347743,65.19565168,64.84782592,64.47826054,64.13043478,63.78260903
MOZ,52.37671355,52.09466062,51.81260769,51.53055973,51.2485068,50.96645388,50.68491259,50.40336634,50.12182505,49.84027879,49.55873751,49.29627097,49.03379946,48.77133292,48.50886141,48.24639487,47.98392833
