ISO_alpha3_code,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ABW,NA,NA,NA,0.993854582,1.379846573,1.305752516,1.287162662,1.319140673,1.122499466,1.100847363,1.285737753,1.263881564,1.312226295,1.164567828,1.230921268,1.284199238,1.33475697,1.362981081,1.357371688
AND,1.167002082,1.282038689,1.464985609,1.40148735,1.384696484,1.348995447,1.340643764,1.337765336,1.296418428,1.278272152,1.302488327,1.290351152,1.28392601,1.286593318,1.39128828,1.413419366,1.421572208,1.423968673,1.615139484
AFG,-2.440186501,-2.035389185,-2.197808743,-2.296178579,-2.070934296,-2.221301556,-2.41058135,-2.690477371,-2.712688923,-2.579151869,-2.502059698,-2.418561459,-2.519349098,-2.411068439,-2.571221828,-2.671053886,-2.800609112,-2.751610994,-2.649406672
AGO,-2.035582542,-1.577046394,-1.006537795,-1.062797546,-0.887543917,-0.541985989,-0.666032195,-0.362911493,-0.347262442,-0.226182342,-0.36923781,-0.389322549,-0.391233474,-0.333232045,-0.500897765,-0.315898836,-0.331622064,-0.316630721,-0.311100543
AIA,NA,NA,NA,0.788873911,1.193962097,1.107798457,1.086767077,1.116135955,0.870085537,1.373761654,1.550927639,1.476920247,1.533979535,1.164254904,1.249272108,1.315343738,1.389160752,1.293931246,1.367356658
ALB,-0.53797853,-0.294578075,-0.308824211,-0.428377599,-0.507140517,-0.508332431,-0.203224033,-0.030818928,-0.045248605,-0.191482902,-0.282379419,-0.143631592,0.091929786,0.485986233,0.34612906,0.344644666,0.378368706,0.378337502,0.118569545
ARE,0.975109398,0.934847116,0.995016694,0.769014001,0.875832975,0.923538566,0.975382268,0.696904898,0.920840621,0.801757872,0.912175715,0.863251448,0.894792199,0.768908918,0.759545386,0.564748943,0.618491411,0.712325215,0.70349431
ARG,0.09935876,-0.779415369,-0.358941168,-0.609955668,-0.041768059,0.003055698,0.098858513,-0.085222185,-0.232405573,-0.084797867,0.158993661,0.103040546,0.065314263,-0.005121871,0.01478538,0.204625502,0.16943635,0.019221667,-0.119978487
ARM,-0.683588326,-0.257475168,0.237198129,-0.116862893,-0.067534991,-0.262740493,0.150446042,-0.009365265,0.227774754,0.071855329,-0.063868985,0.154794976,0.110385142,-0.2971358,-0.252332628,-0.662263811,-0.620694757,-0.435933441,-0.506410658
ASM,NA,NA,NA,0.737628758,0.746486902,0.704094112,0.967951357,0.984192848,0.945634067,0.919146717,0.93399018,0.95299083,0.928985775,1.08068347,1.181357265,1.193235755,1.218603611,1.20296061,1.160380483
ATG,0.714189112,0.792757034,0.865594327,1.085709929,0.830348432,0.799531698,0.80225879,0.813932836,0.721324444,0.904999375,0.957588255,0.975788057,0.958863378,0.984550714,1.004724503,0.878607213,0.747871459,0.848013759,0.959708989
AUS,1.334552407,1.192910552,0.878802061,0.936502934,0.893511176,0.935187817,0.928789794,0.955644846,0.855688989,0.888859868,0.935710073,0.997997224,1.031072974,1.032191992,0.884979844,1.047958016,0.890089512,1.002703428,1.086503386
AUT,0.823826671,1.362205505,0.963399291,1.090581775,1.105386257,1.075933337,1.283751845,1.339205861,1.190602183,1.152648211,1.193521619,1.340566874,1.364100575,1.270700455,1.143079281,0.909638762,1.046604395,0.90940398,0.980122685
AZE,-0.830194116,-1.193173289,-0.948665559,-1.061107039,-1.127512336,-1.094161749,-0.625567079,-0.333474815,-0.27594015,-0.238546923,-0.532135963,-0.715751827,-0.412859917,-0.559909523,-0.729565561,-0.803879082,-0.747820258,-0.697414875,-0.681131005
BDI,-2.015158892,-2.288240433,-2.24452734,-2.523784637,-1.524741888,-1.42700541,-1.37533474,-1.638163805,-1.272694111,-1.625959396,-1.807200432,-1.70473814,-1.350277543,-0.784407139,-1.939510822,-1.970720768,-2.007539511,-1.561204553,-1.649029613
