ISO_alpha3_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
GUY,8.676657353,8.676657353,8.676657353,8.676657353,8.676657353,8.524257049,8.524257049,8.524257049,8.524257049,8.524257049,8.524257049,8.524257049,8.524257049,8.534417069,8.534417069,8.58521717,8.636017272
HKG,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,5.714285714,5.714285714,5.714285714,5.714285714,5.238095238,5.238095238,4.857142766,4.857142766,4.857142766,4.857142766,4.761904762
HND,26.23111985,26.2400572,27.06229332,28.17946197,28.06327643,28.15264992,28.24202342,28.24202342,28.4565198,28.58164268,28.86763786,28.86763786,28.9123246,28.9123246,28.9123246,28.9123246,28.9123246
HRV,20.90860311,21.0695761,21.12323377,21.39152209,21.01501072,21.64045747,21.9799857,21.47962831,23.03609678,23.2237308,23.83488293,23.69728334,23.78484632,28.00750623,26.96211667,27.47676868,27.59113653
HTI,61.32075472,60.59506531,60.59506531,60.59506531,60.59506531,60.59506531,60.59506531,66.03773585,64.22351234,65.17888084,67.85195936,66.40058055,64.22351234,66.76342525,66.76342525,66.76342525,66.76342525
HUN,65.32024102,65.44298148,65.2644499,65.44298148,65.43182325,65.42796563,64.82535431,64.80303538,64.61332441,63.879377,59.01910969,58.95283331,58.96387938,58.06914835,58.14647078,58.14647078,58.35634596
IDN,26.04205192,26.33075178,26.59626733,28.15568816,29.45842556,28.61937435,28.4283798,29.25639087,29.80839824,30.69161004,30.69161004,31.18841668,31.18841668,31.46442036,31.46442036,31.46442036,31.46442036
IMN,76.84210392,77.54386099,79.64912548,80.29824642,80.35087585,80.89473791,74.31579054,73.89473497,77.68420838,76.17543538,76.10526503,74.75438704,67.36842373,68.0701741,68.24561671,70.87719566,69.82456007
IND,60.86896566,60.70483218,60.72938494,60.62478348,60.66716221,60.58341377,60.50941918,60.4132262,60.45930465,60.56390611,60.39741826,60.43004315,60.42062566,60.43946065,60.44719645,60.44719645,60.44719645
IRL,64.04412832,64.01509653,63.47800842,63.43446073,62.49092757,62.44737988,61.83771229,62.06996661,60.96821161,60.80708376,66.30860793,66.11990129,65.8005516,64.98766149,64.82798665,64.30541443,64.53766875
IRN,38.608512,39.18502419,39.32071023,39.45639628,39.59208232,29.24371915,29.37940519,29.51509124,28.66290921,28.66364548,28.57351509,28.48338709,28.3932567,28.21410153,28.21410153,28.21410153,28.21410153
IRQ,18.97706747,19.41148227,20.21172005,19.868761,19.868761,21.46923657,20.5546791,20.89763816,18.72556417,18.07423098,18.92613741,19.68594585,19.72854117,20.41736502,21.35084545,21.42225296,21.42225296
ISL,18.84289277,18.84289277,18.82294264,18.80299252,18.79301746,18.77306733,18.76309227,18.71321696,18.71321696,18.7032419,18.69326683,18.6852863,18.67531123,18.67531123,18.67531123,18.67331671,18.67331671
ISR,26.15526802,25.92421442,26.01663586,25.46210721,23.72920518,23.7754159,23.51201422,23.94177336,23.82624656,24.14972161,23.31330869,23.8909427,24.31608189,24.04343751,24.84750519,24.67190501,24.58410351
ITA,53.16718235,52.70817041,51.92955017,50.67994832,50.59835453,50.09859251,48.28653022,48.14714082,49.15074521,47.53654855,48.71081731,47.09525943,46.6750527,46.33847828,44.7473992,44.00965527,43.23451418
JAM,44.22899354,44.22899354,43.76731302,43.76731302,43.58264081,43.1209603,43.1209603,42.84395199,41.45891043,41.45891043,40.99722992,40.99722992,40.99722992,40.99722992,40.99722992,40.99722992,40.99722992
JOR,12.11468722,11.58204896,11.61604714,11.38939257,11.75203989,11.4800544,11.53671804,10.91681763,11.02107888,11.54539311,11.28970475,11.29308375,11.76954296,11.90132885,11.98468123,11.89795054,12.00675784
JPN,14.42524005,13.14951989,13.06721536,12.99314129,12.93278464,12.87242798,12.81481481,12.75720165,12.69684499,12.64471879,12.59909477,12.51114372,12.47805574,12.44788238,12.39302172,12.33267501,12.26409919
KAZ,79.78416005,79.44793634,79.07134358,78.89817619,78.7756047,78.63318146,78.48149794,78.31818119,78.1017914,78.07656291,80.43923283,80.37504167,80.38378107,80.37711366,80.37633811,80.37633811,80.37633811
KEN,46.86193204,47.15711424,47.12021647,47.21861054,47.42594089,47.44351126,47.53487718,47.56298977,47.58934533,47.94075271,48.00224901,48.54693046,48.72263415,48.54693046,48.54693046,48.54693046,48.54693046
KGZ,55.86027112,56.1835245,56.1835245,56.51720542,56.15224192,56.02189781,55.94942445,55.93639004,55.92909382,55.35609909,55.32794781,55.31021898,55.22054121,55.040147,55.04222945,55.04171011,54.95828989
KHM,27.02243372,27.70224337,28.32540222,28.89191027,29.62837072,30.34217086,30.33650578,30.33650578,30.33650578,30.33650578,30.90301382,30.90301382,30.90301382,30.90301382,30.90301382,30.90301382,30.90301382
KIR,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864
KNA,36.53846154,35.7692315,31.15384762,31.15384762,30.88461436,19.23076923,19.26923165,19.57692366,19.61538425,21.15384615,21.92307619,23.07692308,23.07692308,23.07692308,23.07692308,23.07692308,23.07692308
KOR,20.45407423,20.10543725,19.82642835,19.64876033,19.55174551,19.42178627,19.17836499,18.98472967,18.73389009,18.49371523,18.24074074,18.0687311,18.3742678,18.15429169,17.94416554,17.81517779,17.44607064
KWT,8.305274972,8.47362514,8.47362514,8.47362514,8.417508418,8.417508418,8.417508418,8.47362514,8.47362514,8.501683502,8.529741863,8.557800224,8.529741863,8.619528962,8.535353878,8.383838041,8.417508418
LAO,7.824956672,7.97660312,8.128249567,8.279896014,8.431542461,8.600519931,8.773830156,8.93847487,9.116117851,9.393414211,9.618717504,9.863518198,9.961005199,10.1169844,10.26429809,10.26429809,10.26429809
LBN,58.16226784,58.45552297,60.21505376,61.29032258,62.39491572,63.83186706,66.37341153,66.1876809,64.80938416,64.80938416,62.56109482,63.63636364,64.32062561,64.32062561,64.32062561,64.32062561,64.32062561
LBR,27.09717608,27.09717608,27.09717608,27.09717608,27.14908638,27.14908638,27.14908638,27.14908638,27.30481728,27.51245847,27.61627907,28.08347176,28.13538206,28.03156146,28.03156146,28.03156146,28.03156146
LBY,8.780704048,8.780704048,8.780704048,8.780704048,8.743762574,8.743762574,8.743762574,8.743762574,8.743762574,8.743762574,8.724439342,8.724439342,8.726712664,8.726712664,8.723871012,8.723871012,8.723871012
LCA,23.27868821,22.78688462,21.47541046,20.32786823,18.19672194,17.86885183,16.55737767,16.22950757,16.55737767,17.37704981,17.37704981,17.37704981,17.37704981,17.37704981,17.37704981,17.37704981,17.37704981
LIE,43.75,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,42.50000119,42.50000119,42.50000119,40.625,39.37500119,37.5,37.5,34.9999994,33.25000107,32.24999905,32.24999905
LKA,37.47408707,37.49003349,37.56976559,37.79301547,36.83623027,40.02551427,38.90926487,38.11194387,41.38095997,40.02551427,41.77962048,43.53372668,42.89586988,43.69319088,43.69319088,43.69319088,43.69319088
LSO,76.87747036,76.87747036,75.88932806,75.88932806,76.21870883,76.64690382,75.98814229,76.71277997,77.7997365,77.04216074,76.61396574,76.15283267,75.27338764,74.17984511,75.00988303,73.25428195,77.63504611
LTU,54.53095086,46.20293555,46.02744097,40.53924697,41.54913926,45.26164646,44.52297306,43.01052812,42.63422573,42.90386917,44.23294853,44.76976012,45.34894845,46.13322541,47.12529772,47.97924824,47.15526021
LUX,52.67489712,52.67489712,52.67489712,52.67489712,52.67489712,53.08641975,53.08641975,53.90946502,53.90946502,53.78600697,53.92592316,54.02057789,54.08230377,53.86008431,53.90535205,54.02057789,53.71193591
LVA,25.53218816,25.41964074,25.64473559,25.43571894,26.40041119,27.87960597,29.82506867,29.5678174,29.34272254,29.47893213,29.00064267,29.19614148,29.60759087,30.18170124,30.10614345,30.30717272,31.05500161
MAC,,,,,,,,,,,,,,,,,
MAF,,,,,,,,,,,,,,,,,
MAR,68.68025991,68.04839794,67.8534618,69.18216446,67.31122563,67.19471208,67.09836433,67.12973336,67.17678691,67.22518398,67.19314538,67.45193991,68.12233923,68.54470087,68.54470087,68.54470087,68.54470087
MCO,,,,,,,,,,,,,,,,,
MDA,77.37226277,77.22019465,77.06812652,76.90903559,76.70316302,75.9805412,75.49407115,75.5548799,75.43326239,75.15962299,75.03805175,74.94672755,74.86305539,74.84793187,74.77943413,74.78406029,74.21708726
MDG,69.6426729,70.23248616,70.23248616,70.23248616,70.23248616,70.31846477,70.31846477,70.31846477,70.66581834,71.18169,71.18169,71.16767934,71.18486752,71.18425576,71.18425576,71.18425576,71.18425576
MDV,30,33.33333333,40,40,36.66666667,30,26.66666667,26.66666667,26.66666667,26.66666667,26.33333365,26.33333365,26.33333365,26.33333365,26.33333365,26.33333365,26.33333365
MEX,54.6979089,54.81108053,54.81108053,54.81108053,54.82136886,54.82136886,54.82136886,54.88824301,54.84451761,54.84451761,54.84451761,54.84451761,54.84451761,54.96952082,55.00450114,54.90264667,54.64955374
MHL,66.66666667,66.66666667,66.66666667,66.66666667,72.22222222,72.22222222,72.22222222,72.22222222,72.22222222,72.22222222,72.22222222,72.22222222,66.66666667,63.88888889,63.88888889,63.88888889,63.88888889
MKD,48.56468738,48.83995281,52.45772709,51.16004719,49.62642548,48.28942194,48.13212741,42.6476417,42.13238208,40.1665345,44.36954798,44.32989691,50.23790642,49.96034893,50,50.03965107,50.15860428
MLI,31.63441759,32.18679058,32.52280383,33.37676919,32.61049509,33.10304133,33.16368762,33.27104795,33.2333489,33.63853042,33.64312115,34.13484785,34.13484785,33.76605283,33.76605283,33.76605283,33.76605283
MLT,28.125,31.25,31.25,32.49999881,31.25,29.0625006,28.7499994,29.0625006,29.0625006,29.0625006,32.28124976,32.28124976,32.1875006,31.96874857,31.96874857,31.96874857,32.43750036
MMR,16.54374637,16.73807265,16.71665086,16.80386816,16.9599951,17.2385821,17.74679786,18.33761782,18.79199767,19.04331854,19.17460123,19.22270355,19.21304448,19.27328964,19.34219391,19.52134501,19.53818828
MNE,,,,,,,38.28996283,38.21561338,38.14126394,38.21561338,38.0669145,38.14126394,38.14126394,16.58959144,17.12416411,17.20446051,18.95910781
MNG,83.98130745,83.48824635,83.4824532,73.24853884,73.17502824,73.02543734,73.53948351,73.51373619,73.47254049,73.17129689,73.1146528,73.06251448,72.99093493,72.93564358,72.69529339,72.67405186,71.48884055
MNP,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913
MOZ,61.22993972,61.35710471,61.92934713,61.99292963,62.12009461,62.62875455,62.50158956,62.88308451,63.13741448,63.29001246,63.51890943,63.51890943,63.51890943,63.51890943,63.51890943,63.51890943,63.51890943
