ISO_alpha3_code,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
BEL,1.496778846,1.499903679,1.419815779,1.37990427,1.385844111,1.309614301,1.355734944,1.374890208,1.460205913,1.527498484,1.575072408,1.608068228,1.673882127,1.573291898,1.57330668,1.638705134,1.497134089,1.510498047,1.551960588
BEN,-0.473617792,-0.726461828,-0.478255957,-0.464950711,-0.850088537,-0.588619053,-0.463171452,-0.503310323,-0.61562705,-0.660816848,-0.593528569,-0.856533051,-0.744106054,-0.666071117,-0.550821841,-0.513437808,-0.556169569,-0.385964125,-0.323763877
BFA,-0.0711843,0.007245655,-0.01193205,-0.135678381,-0.125747576,-0.309910446,-0.331875384,-0.304822922,-0.33533746,-0.350611091,-0.367860317,-0.478886276,-0.523092866,-0.464837611,-0.277338028,-0.14807862,-0.114149295,-0.112944409,-0.188656166
BGD,-1.108686686,-1.361227036,-1.442822099,-1.496537805,-1.387596726,-1.434258342,-1.0560776,-1.034565449,-1.069779992,-1.057120681,-1.087313652,-0.849843323,-0.887070596,-0.886938334,-0.808335185,-0.857089698,-0.831741929,-0.905127943,-0.99380964
BGR,-0.133326381,-0.154371768,-0.028762648,0.108177446,0.057295028,-0.070736267,-0.183496863,-0.254679352,-0.212567106,-0.185103625,-0.220316142,-0.227857694,-0.267288208,-0.246874854,-0.264645517,-0.168443292,-0.161115259,-0.151538402,-0.155190215
BHR,0.380999148,0.820578575,0.399893194,0.451451123,0.390058488,0.194029868,0.180773556,0.188940018,0.185156628,0.18321301,0.217317834,0.37384209,0.433094054,0.278830528,0.138849482,-0.015862377,-0.140962318,-0.14729096,-0.010218021
BHS,1.348331928,1.456810474,1.453112125,1.430822134,1.337382197,1.351619601,1.336277485,1.342182875,1.367955446,1.354775786,1.353806615,1.323942661,1.341891885,1.313176751,1.135789156,1.108053565,1.173831582,1.131269693,1.184628129
BIH,-0.561166942,-0.396527261,-0.299917668,-0.344451398,-0.238057494,-0.302429467,-0.376745909,-0.362638205,-0.380056113,-0.337140888,-0.320953071,-0.304385275,-0.238588452,-0.308030903,-0.393907934,-0.456456214,-0.515455246,-0.571863711,-0.613145173
BLR,-0.383420616,-0.70329994,-0.592360497,-0.800241113,-0.753987312,-0.620269716,-0.659401715,-0.628875554,-0.628214955,-0.694098711,-0.679451048,-0.517496705,-0.471229315,-0.304926783,-0.335045308,-0.257070094,-0.257581949,-0.19228591,-0.059538983
BLZ,-0.181093588,-0.236138031,-0.085156962,-0.287377745,-0.298595011,-0.361199498,-0.366847813,-0.338211209,-0.046637058,-0.106944919,-0.330713093,-0.136378542,-0.096926771,-0.198207378,-0.222515956,-0.242828339,-0.271984249,-0.138195112,-0.196022809
BMU,1.359711885,1.349896431,1.376689911,1.325650334,1.278152943,1.25953114,1.269964576,1.288655162,1.325579286,1.308071971,1.279276848,1.268372536,1.260797977,1.225221634,1.218501806,1.228778601,1.242228389,1.23879683,1.234391928
BOL,-0.460204959,-0.89961642,-0.815141678,-0.775836229,-0.73623836,-0.434567153,-0.40370661,-0.52322185,-0.630316675,-0.465761274,-0.569419503,-0.729200125,-0.589919269,-0.630129397,-0.696371913,-0.724393487,-0.65731293,-0.621978879,-0.742189348
BRA,0.040203713,0.081059128,0.0914829,0.02301299,-0.139790952,-0.109041564,-0.075929083,0.007890017,-0.069308594,0.046279952,0.165902138,-0.037277132,-0.084710017,-0.338454574,-0.396488786,-0.381440401,-0.532080472,-0.39996767,-0.333998471
BRB,1.571705818,1.527845383,1.544669151,1.428756118,1.419328928,1.334152818,1.410959363,1.370843768,1.384172201,1.483429551,1.724580765,1.656359434,1.61942935,1.138042569,1.490528226,1.257364392,1.421125293,1.411579013,1.261709213
BRN,0.372636408,0.310224086,0.318947732,0.408967286,0.246152416,0.207792073,0.214668885,0.491153687,0.991409063,0.863127589,0.861592948,0.546046436,0.646088302,0.531248033,0.572457314,0.568419755,0.712642491,0.795430362,0.80188638
BTN,0.987683773,1.039470911,1.090904474,0.796503127,0.819255352,0.815984666,0.881052434,0.858181715,0.909912825,0.912634909,0.838497639,0.939840794,0.901595712,1.280398726,1.022321463,1.126503825,1.568311453,1.646751285,1.617919087
SSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.817696393,-1.395798922,-1.280866265,-1.382361531,-1.589431405,-1.687515378,-1.714806318,-1.713335872,-1.728170753,-1.773724198
BWA,0.831186891,0.655178547,1.216737032,0.898179829,1.159933805,0.972932279,1.003516674,1.03906846,0.959988654,1.026902318,0.995536983,0.933660388,0.923625588,0.854375482,0.852122009,0.929886222,0.793524325,0.748641729,0.707815588
CAF,-1.176626325,-1.091485381,-1.160548329,-1.385589123,-1.278492808,-1.210749388,-1.189860821,-1.115491271,-0.976690412,-0.929651856,-0.946708739,-0.992781579,-1.090757012,-1.160162926,-1.308060884,-1.280001521,-1.173227787,-1.233546019,-1.228439927
CAN,2.115543842,2.034851789,1.986541629,1.827714205,1.879260898,1.962554097,2.000899553,2.002688646,2.061788797,2.069799423,1.977883339,1.927136421,1.886832833,1.836426377,1.886581302,1.989900947,1.924279809,1.828014135,1.766973615
CHE,2.114552259,2.113174915,2.069270134,2.008047342,2.019936562,2.093455076,2.150763512,2.124063969,2.070191145,2.072073698,2.035800695,2.146760225,2.132419825,2.151518822,2.136473179,1.988357425,1.989057302,2.009996414,1.977294922
CHL,1.586006999,1.59226799,1.311239004,1.373608351,1.470515132,1.457343221,1.396430969,1.376726508,1.38012743,1.4972893,1.528443336,1.582224488,1.541565418,1.488503098,1.27997005,1.140053749,1.039301991,1.046754003,1.088456869
CHN,-0.218288749,-0.518246412,-0.359453976,-0.559694231,-0.608733773,-0.514581382,-0.589647532,-0.520295084,-0.514938235,-0.561642945,-0.507113516,-0.435700834,-0.358352214,-0.340069056,-0.282107323,-0.254059404,-0.269940704,-0.271265149,-0.323496819
CIV,-0.684861422,-0.769196868,-0.979913771,-1.206059098,-1.240558267,-1.198453426,-1.091262817,-1.107821465,-1.104134202,-1.157895684,-1.012900949,-0.830383062,-0.73554945,-0.419152915,-0.434929669,-0.530065596,-0.52540946,-0.499305129,-0.525072277
CMR,-1.192396998,-1.167199612,-0.978816867,-1.108282924,-1.181337476,-1.086014271,-1.020625114,-1.022167325,-1.003625989,-1.06104672,-1.145448804,-1.261324883,-1.20525074,-1.164003968,-1.074493289,-1.154441953,-1.200419903,-1.151188374,-1.208662033
COG,-1.121847749,-0.994574428,-1.010287642,-0.927981615,-1.044834137,-1.102209926,-1.146641016,-1.175675154,-1.195679665,-1.146634579,-1.11917007,-1.211273074,-1.153926611,-1.178786755,-1.196038723,-1.18697834,-1.330627084,-1.358974218,-1.409546971
COK,0.226474121,0.184678003,0.085263364,0.10778144,0.569078982,0.603425086,1.047706723,NA,-0.579231977,-0.249484926,-0.231875256,-0.218766674,-0.21867314,NA,NA,NA,NA,NA,NA
COL,-0.396754026,-0.238167629,-0.178992346,-0.128930047,-0.132257313,-0.122551039,-0.215963468,-0.237616792,-0.30945304,-0.385390997,-0.288793713,-0.38745138,-0.405205011,-0.368626416,-0.29817459,-0.324251652,-0.37002635,-0.287409842,-0.229167059
COM,-1.106155992,-0.89748472,-0.855612934,-0.899970293,-0.884874165,-0.696617961,-0.706744611,-0.790294528,-0.828633726,-0.80691576,-0.79062438,-0.7833758,-0.739959955,-0.612202406,-0.719113648,-0.665868163,-0.684965193,-0.816506922,-1.020349741
CPV,0.631284475,0.573761344,0.588408887,0.460206002,0.557009697,0.81033951,0.889813185,0.867661119,0.867434919,0.856144667,0.9037503,0.868030965,0.836728513,0.938025832,0.95017606,0.868905604,0.834023416,0.767450929,0.870890737
CRI,0.87290889,0.667530179,0.749755204,0.422829539,0.483340979,0.444858938,0.516526341,0.551820815,0.752068281,0.7081604,0.648954153,0.618261576,0.625901282,0.755439758,0.748427451,0.744237781,0.466644734,0.551431715,0.722371042
CUB,0.377433121,0.422405511,0.242800459,0.231166765,0.275198817,0.258399189,0.306802601,0.270317644,0.279622048,0.31281653,0.272348613,0.235272825,0.120164976,0.068400934,0.070484519,0.169138715,0.265628695,0.165453136,0.043240488
CYM,1.359711885,1.349896431,1.376689911,1.278590798,1.278152943,1.25953114,1.269964576,0.806962311,1.11636126,1.127208591,1.351357579,1.354136109,1.359179378,1.018918037,1.019122243,0.528993011,0.526848435,0.496425956,0.466165394
CYP,1.12126112,1.161737323,1.233544707,0.890232801,0.906868696,1.093416214,1.080966115,1.204644084,0.912045002,0.974873543,0.866362035,1.251133919,1.245758176,1.075781465,1.007443786,0.826646328,0.782737195,0.640067935,0.604877234
CZE,0.210977241,0.379722565,0.507430911,0.435704261,0.487307638,0.35658446,0.30260253,0.358293951,0.386209816,0.331638575,0.341793329,0.272268176,0.228798985,0.36779505,0.433735937,0.536757231,0.567682743,0.503815472,0.506227732
DEU,1.861064434,1.939488769,1.929957986,1.862092018,1.885012746,1.803052306,1.735840321,1.759812832,1.755257964,1.776269913,1.743272901,1.829577088,1.813810706,1.838379741,1.837888479,1.843417764,1.841110229,1.946861625,1.895473123
DJI,-0.946386397,-0.739349961,-0.824784458,-0.583542824,-0.710424066,-0.66229707,-0.543849289,-0.327979743,-0.368076384,-0.404465258,-0.410028398,-0.462367356,-0.542081892,-0.599377871,-0.657626152,-0.653480232,-0.640725851,-0.716890216,-0.855659902
DMA,0.2996701,0.523632526,0.529143512,0.609297514,0.662807524,0.615135312,0.623109281,0.678718925,0.726198554,0.708867908,0.709491849,0.664162338,0.666661501,0.624051988,0.623423576,0.624967098,0.651533723,0.54582274,0.526295245
DNK,2.394759893,2.369858265,2.422120571,2.431810379,2.288494587,2.46999073,2.446026087,2.393063545,2.446495295,2.358993053,2.404429197,2.381078959,2.404900789,2.247260332,2.211076021,2.23059082,2.193403959,2.148100376,2.107368231
DOM,-0.721408486,-0.476075649,-0.703045964,-0.585199773,-0.690175951,-0.700955391,-0.747674048,-0.725965321,-0.778066635,-0.843630075,-0.812097371,-0.859959841,-0.874585688,-0.816102564,-0.8184461,-0.756376147,-0.738923192,-0.756498933,-0.763216972
DZA,-0.937911093,-0.875681102,-0.692261159,-0.67947799,-0.482172012,-0.521335125,-0.559928894,-0.594569385,-0.577883422,-0.524849832,-0.544584811,-0.503217578,-0.473484129,-0.600028992,-0.645566881,-0.677892506,-0.601742327,-0.630162418,-0.621849775
ECU,-0.894235015,-0.886092007,-0.75857842,-0.703296781,-0.712955058,-0.751305938,-0.771818876,-0.687103808,-0.804220438,-0.773099005,-0.708450615,-0.578062117,-0.570954144,-0.754930556,-0.671253264,-0.680326343,-0.59962666,-0.565624297,-0.496410906
EGY,-0.553568006,-0.409348905,-0.552832007,-0.647138596,-0.624449253,-0.747485101,-0.762017548,-0.779131889,-0.515469074,-0.631366074,-0.695504189,-0.598087668,-0.631305218,-0.624814928,-0.638062,-0.644724488,-0.536659837,-0.565868735,-0.670213044
ERI,0.689078152,-0.03067616,-0.133529052,-0.224918202,-0.356740594,-0.345125645,-0.438918501,-0.39304927,-0.494216919,-0.5593853,-0.629201293,-0.775439322,-0.90179193,-0.891285539,-1.301142812,-1.306709766,-1.20288527,-1.31618464,-1.394766569
ESP,1.374993563,1.356099844,1.393117189,1.356589794,1.336209059,1.185721397,1.0866431,1.190226078,1.062199712,1.084354401,1.104123712,1.128225803,0.903092504,0.629841745,0.583900213,0.515630543,0.491772741,0.613605201,0.646796107
EST,0.839367449,0.740039885,0.913715363,0.98388958,1.032414436,1.020036578,1.003259063,0.990575671,1.007584095,0.995167315,1.052501321,1.096038103,1.188760996,1.303455591,1.293648124,1.272345304,1.242426515,1.506536484,1.542329311
ETH,-0.450773627,-0.581034422,-0.658990324,-0.728138566,-0.770080328,-0.646135807,-0.628745317,-0.664216995,-0.701390207,-0.690625668,-0.657939911,-0.602590203,-0.494946271,-0.444255531,-0.45017615,-0.417036772,-0.557486892,-0.486217111,-0.406465054
FIN,2.443091631,2.429387331,2.437770844,2.435114622,2.325073004,2.464972258,2.40054965,2.337259531,2.251192331,2.159788132,2.198592424,2.235261202,2.202126265,2.165774584,2.275324106,2.239527702,2.215836048,2.212743521,2.153081417
FJI,0.313589692,0.296194106,0.056585409,0.158494473,-0.301722944,0.008832237,-0.046587173,-0.048133511,-0.342416376,-0.459091842,-0.125876456,-0.110103369,-0.121098489,0.179258391,0.169919163,0.130291954,0.35905087,0.381064266,0.558556616
FRA,1.368256807,1.228348017,1.349143744,1.3304286,1.366184831,1.463726521,1.464608192,1.407428026,1.438242078,1.466379523,1.532393575,1.455788136,1.329576135,1.314697027,1.305665612,1.400143027,1.25949657,1.317085624,1.300967932
FSM,-0.218862355,-0.315215588,-0.335261256,-0.043186709,-0.235934272,-0.25248915,-0.338530391,-0.31315589,-0.134980157,-0.149765193,-0.344562024,-0.148040369,-0.204565734,0.768475771,0.680445671,0.654595196,0.749262154,0.693138659,0.749716163
GAB,-0.711517215,-0.590740681,-0.63199079,-0.846557617,-0.671062946,-0.972755313,-1.063235998,-1.078962803,-1.003023982,-0.867165804,-0.888644755,-0.69981122,-0.657757461,-0.691624343,-0.714164495,-0.753311276,-0.820365429,-0.855780125,-0.935491443
GBR,2.139308214,2.055666208,2.03918314,1.933308005,1.901079059,1.79232657,1.742208004,1.682486892,1.632727146,1.604826927,1.616091013,1.674152732,1.699135184,1.738477588,1.876371026,1.898976684,1.843364477,1.826838136,1.774812341
GEO,-1.008172512,-1.233964562,-0.695989192,-0.468715578,-0.215431377,0.044396598,-0.134558663,-0.108392961,-0.123984538,0.007956974,0.118363574,0.401268631,0.469234914,0.785900772,0.679614246,0.685353398,0.744535089,0.708101928,0.668498397
GHA,-0.100997306,-0.328904122,-0.25448063,-0.253164649,-0.367138475,-0.021053741,0.03904682,-0.07054238,-0.007212557,0.011523399,-0.025711361,-0.126567617,-0.096623495,-0.192189008,-0.18881841,-0.149014637,-0.229680195,-0.115894094,-0.079038635
GIN,-0.947908401,-0.71739465,-0.817398667,-0.915750206,-1.050256968,-1.115178585,-1.279773712,-1.20396018,-1.078125119,-1.201465964,-1.100235105,-1.041695952,-1.04008007,-1.057489276,-0.989651978,-0.918959081,-1.01273489,-1.043679714,-0.904965103
GMB,-0.387246013,-0.440916479,-0.287430495,-0.61130476,-0.705864549,-0.721863866,-0.728480995,-0.738227427,-0.573622286,-0.594548345,-0.509040654,-0.644618988,-0.696428359,-0.693829834,-0.77022481,-0.812044799,-0.62823236,-0.46233654,-0.28522256
GNB,-1.103882551,-1.011044264,-1.148656607,-1.215099454,-1.152721643,-1.08782506,-1.19099009,-1.180870652,-1.195958138,-1.155413985,-1.156242251,-1.278939486,-1.325588346,-1.538464069,-1.482592821,-1.55229938,-1.562845111,-1.533914566,-1.453986049
GNQ,-1.54649806,-1.426697612,-1.515183806,-1.662698627,-1.614473462,-1.585842967,-1.502981544,-1.465785384,-1.466522098,-1.469078898,-1.463094473,-1.523855448,-1.593720317,-1.772761345,-1.765890598,-1.805882454,-1.826384187,-1.559878826,-1.722885609
GRC,0.659286261,0.424130976,0.388840795,0.464959532,0.358235359,0.363785923,0.26738295,0.13356024,0.067469649,-0.057776872,-0.098818809,-0.189221814,-0.04531141,-0.122388072,-0.076613776,-0.092085712,-0.138348609,-0.066019207,-0.011819171
GRD,0.527237594,0.698819816,0.702247739,0.609297514,0.662807524,0.633592486,0.37590459,0.318727493,0.355446041,0.425114959,0.421742469,0.416996032,0.419845134,0.247271582,0.556013346,0.563893497,0.475348085,0.376603514,0.339768201
GRL,NA,NA,NA,NA,NA,NA,NA,NA,1.190771699,1.216470242,1.228381157,1.221595764,1.24264586,1.207874417,1.190550327,1.167071462,1.182954669,1.177475095,1.043698549
GTM,-0.75401932,-0.645413101,-0.766650259,-0.609274209,-0.666517079,-0.805733502,-0.742176175,-0.647653222,-0.526855886,-0.532209218,-0.527978003,-0.658761263,-0.622655571,-0.735963881,-0.73319906,-0.739821255,-0.739876747,-0.820550501,-0.898420393
GUF,0.895616353,0.880126476,0.888943553,0.807995975,0.796942115,0.782759428,0.791800439,0.806962311,1.11636126,1.127208591,1.109980702,1.10297966,1.126604676,1.018918037,1.019122243,0.975044012,0.995946765,0.952660263,0.919237792
GUM,NA,NA,NA,0.384460539,0.796942115,0.782759428,0.791800439,0.806962311,0.839033186,0.820522785,0.798508227,0.787527919,0.785368562,1.225221634,1.218501806,1.228778601,1.242228389,1.23879683,1.234391928
GUY,-0.395424813,-0.433484197,-0.397559971,-0.447565913,-0.560132921,-0.584679723,-0.593497872,-0.556493878,-0.539713681,-0.558649957,-0.608200371,-0.754329145,-0.650837839,-0.741510391,-0.635323405,-0.324552417,-0.508118987,-0.226712629,-0.091899708
HKG,1.338570714,1.713238478,1.852923274,1.871348858,1.779576898,1.866716266,1.917978764,1.901366353,1.886195421,1.962113857,1.852426529,1.740711093,1.643633723,1.619639516,1.651314497,1.561686516,1.614946842,1.676682234,1.672441483
HND,-0.954893768,-0.970906198,-0.923499167,-0.893367589,-0.81171,-0.83194685,-0.788445771,-0.904884458,-0.904352129,-0.892019808,-0.825196505,-0.95405817,-0.945494354,-0.785444319,-0.566707551,-0.657774508,-0.717707872,-0.618429124,-0.808453262
HRV,-0.072556667,0.217234924,0.291435033,0.262140483,0.168619484,0.078596674,0.091828354,-0.010580561,-0.046447616,0.059268434,0.063671045,0.009865428,0.12422023,0.219041422,0.24522607,0.20333077,0.186701789,0.131672338,0.125540927
HTI,-1.243224144,-1.685485005,-1.722249269,-1.474256516,-1.373463631,-1.311195254,-1.279907942,-1.206731677,-1.087965012,-1.187163472,-1.223196983,-1.235766172,-1.130484939,-1.233899713,-1.237522483,-1.331627607,-1.238219738,-1.280559063,-1.339182615
HUN,0.78768301,0.583884776,0.680982292,0.693373203,0.654348493,0.658724189,0.622805893,0.471792012,0.433832288,0.365650147,0.399596125,0.356334448,0.321602583,0.164560184,0.148635432,0.097243495,0.089291483,0.053369705,-0.001035154
IDN,-0.919073701,-1.144039631,-0.969726563,-0.932151079,-0.878198743,-0.838419735,-0.619016171,-0.593699992,-0.838645577,-0.751360238,-0.701874554,-0.639787436,-0.613819301,-0.561766207,-0.458367288,-0.399326682,-0.252712816,-0.251563013,-0.418996125
IND,-0.345551193,-0.515878677,-0.416571677,-0.411150724,-0.360784948,-0.276443958,-0.398113132,-0.337176353,-0.451971233,-0.468117386,-0.536282182,-0.513237476,-0.517439961,-0.428023726,-0.352018297,-0.282257646,-0.239811584,-0.186302558,-0.233253956
IRL,1.432767391,1.4089396,1.459252119,1.289458036,1.593497992,1.710350394,1.7485919,1.749867439,1.759451747,1.688269019,1.562962532,1.463657618,1.538591504,1.604880452,1.615371466,1.58335638,1.548582196,1.547599554,1.458098769
IRN,-0.401224285,-0.190575153,-0.267159939,-0.389322907,-0.482762307,-0.483629018,-0.548327982,-0.775439322,-0.839384258,-0.947151423,-0.87289542,-0.790724754,-0.68715781,-0.6192047,-0.604584157,-0.711388409,-0.811703503,-0.958930075,-1.04796052
IRQ,-1.500579119,-1.408224106,-1.213627219,-1.48477447,-1.374017,-1.448431134,-1.460476756,-1.462250233,-1.326993704,-1.258810282,-1.170654178,-1.217341304,-1.27774024,-1.333758235,-1.36887908,-1.386965275,-1.37215054,-1.399580717,-1.336654067
ISL,2.267266035,2.251493931,2.288389683,2.190966606,2.311685801,2.183154345,2.208235979,2.343693018,2.04151988,1.942624211,1.939585567,1.886239171,1.912273526,1.827839136,1.939109683,1.949493647,1.838142157,1.843912721,1.70797348
ISR,1.053336024,1.233176351,1.123607993,0.929124594,0.830711484,1.007911205,0.850331843,0.895109236,0.809846103,0.755145073,0.804842532,0.90974474,0.913166881,0.865709782,0.943006575,1.186808825,0.826720357,0.78669095,0.805954397
ITA,0.729157329,0.5468297,0.512422979,0.375702471,0.410524517,0.483804554,0.336824447,0.270140916,0.199060738,0.126922861,0.181863904,0.066174991,0.05163566,-0.029641563,0.016264148,0.084406801,0.188600972,0.235666126,0.239842072
JAM,0.02610811,-0.458855003,-0.383808583,-0.347881764,-0.30635348,-0.25682202,-0.297688395,-0.29559043,-0.284784138,-0.231324956,-0.162444815,-0.257782698,-0.275375754,-0.299021482,-0.231605083,-0.159061596,-0.172511503,-0.181525514,-0.05655558
JOR,0.083799638,-0.052146349,0.314559072,0.255592287,0.256804675,0.25931561,0.264059395,0.356088012,0.1588846,0.041185897,0.101028673,0.072143979,0.067913122,0.135680109,0.260072917,0.2652933,0.259769857,0.149577796,0.127979532
JPN,1.273967624,0.968595386,1.210684776,1.218695402,1.218507767,1.32921946,1.238237739,1.335972905,1.377337813,1.560461521,1.561261773,1.627002954,1.655679941,1.694594502,1.569181323,1.524957776,1.522446275,1.424979329,1.47533226
KAZ,-1.123968244,-1.111001849,-1.026358128,-1.095960855,-1.01411891,-0.992101789,-0.990069747,-0.978289068,-0.933123469,-0.997856498,-0.99148953,-0.919135213,-0.928998351,-0.830442965,-0.852641642,-0.816717088,-0.820999742,-0.501778245,-0.31998226
KEN,-1.056170344,-0.996304154,-0.880342782,-0.856192529,-0.996400535,-0.933276176,-0.970947802,-1.055103779,-1.059961438,-0.910031915,-0.950201154,-1.093514681,-1.031271935,-0.933301449,-1.013478637,-0.892789841,-0.953781784,-0.852302909,-0.777246237
KGZ,-0.903125107,-0.989999652,-0.983633637,-1.104846001,-1.253386259,-1.317894578,-1.319989562,-1.222448587,-1.305888295,-1.173230171,-1.2188375,-1.149586678,-1.162882209,-1.127943873,-1.149714231,-1.079306722,-1.05403614,-0.954410195,-0.945419371
KHM,-0.958368242,-1.009934545,-0.994759977,-1.061730146,-1.209746718,-1.253652096,-1.14503777,-1.231374979,-1.174738526,-1.243029118,-1.238742709,-1.070102453,-1.052427888,-1.137763739,-1.117988348,-1.272917509,-1.291397333,-1.32573545,-1.302400827
KIR,-0.332030386,-0.090132199,0.162447125,0.321334749,0.203317389,0.048034325,0.099517718,-0.026544947,-0.156103358,-0.07728827,0.094982624,0.006524493,-0.042494394,0.251793474,0.220114186,0.24952431,0.390061349,0.336474419,0.371044308
KNA,0.110592939,0.321325272,0.32355395,0.260555267,0.976714611,0.876542211,0.888246298,0.979295135,1.037111163,1.006664157,1.017655969,0.943537176,0.940623224,0.247271582,0.504500687,0.513921618,0.507529676,0.452666759,0.385066181
KOR,0.32262519,0.503260314,0.558380842,0.388703048,0.623883009,0.348367393,0.602054715,0.470143616,0.535072267,0.469492167,0.528292954,0.535167158,0.614447951,0.547560692,0.37362197,0.456912607,0.480834544,0.604206383,0.756734252
KWT,0.59060055,1.014095426,0.79912591,0.786468685,0.507471919,0.433032632,0.370585859,0.420185626,0.30936113,0.302228838,0.086252801,-0.190458089,-0.188342303,-0.240322918,-0.225096703,-0.268207401,-0.331508756,-0.289451689,-0.132789016
LAO,-0.885974765,-1.151777625,-1.182075858,-1.236540914,-1.302481532,-1.314593792,-1.269775033,-1.197018504,-1.238691211,-1.193468094,-1.177133203,-1.019356251,-0.933909893,-0.849051833,-0.911600888,-0.952446878,-0.935943544,-0.982790649,-1.058228731
LBN,-0.542727292,-0.47614187,-0.665266573,-0.662903368,-0.530723512,-0.942333102,-0.888473868,-0.81831342,-0.833865643,-0.87509644,-0.902648032,-0.869408309,-0.924074709,-1.037225246,-0.883767843,-0.965201139,-1.000193357,-1.10905087,-1.160213232
LBR,-1.494852304,-1.288058996,-1.262587905,-1.315888286,-1.204035759,-0.718834996,-0.45779565,-0.737542689,-0.589855909,-0.561760962,-0.671187758,-0.598492324,-0.710570574,-0.771458089,-0.645438671,-0.721615434,-0.66391623,-0.852092624,-0.877580702
LBY,-0.867323279,-0.950306535,-0.884708405,-0.908296704,-0.962460101,-1.084067106,-1.045788288,-0.953151405,-1.207996011,-1.288268089,-1.301970363,-1.363768458,-1.481792569,-1.564978242,-1.616930723,-1.626685858,-1.591526747,-1.552904844,-1.603636622
