Country Code,1962,1967,1972,1977,1982,1987,1992,1997,2002,2007,2012,2017
PST,12452.6167,11789.26103,11228.13088,10793.98956,10435.85663,10155.45856,9227.49202,8895.021623,8681.555165,8456.844899,8267.203277,8091.695419
PYF,NA,NA,NA,NA,NA,NA,NA,NA,40164.51385,38063.77204,NA,NA
QAT,995.2724558,648.9142274,429.1023332,307.1539445,201.9990694,132.6530129,113.0392832,104.6103265,87.38094346,45.96037067,25.50000501,20.55251774
ROU,2269.155706,2169.52365,2051.50974,1947.959781,1885.588555,1846.668959,1859.238044,1879.047678,1950.25461,2029.403655,2112.868982,2163.490561
RUS,NA,NA,NA,NA,NA,NA,29029.57008,29151.80662,29675.20441,30194.99708,30111.36996,29841.5039
RWA,3111.757629,2777.049411,2382.610654,2040.647113,1725.751869,1401.183868,1417.43677,1479.774289,1127.320664,1024.395825,900.5022717,792.924774
SAS,3345.939029,2997.682204,2676.594801,2383.324478,2117.068599,1885.647886,1688.306488,1511.543366,1376.070562,1264.142848,1177.247953,1105.58236
SAU,550.10695,461.9716488,375.4121909,292.4085264,218.4031797,166.1398303,138.8673034,123.6658388,110.0648732,95.29637351,82.31890715,72.50496153
SDN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.5162238,98.00703191
SEN,7617.803575,6615.98175,5704.322417,4979.248307,4365.678726,3752.320112,3228.999924,2825.577743,2508.826109,2207.56634,1925.087245,1673.221848
SGP,342.8179637,303.3980583,278.7585951,258.0312218,226.7174413,216.2326577,185.7183804,158.0595347,143.6798812,130.7588656,112.9425158,106.9089366
SLB,357485.6046,307599.144,259055.3463,215022.7289,181374.7966,155819.1661,135452.9036,117632.1981,102656.2005,90829.10514,80386.14121,70279.70379
SLE,66980.38605,61614.34197,56044.66199,50465.17855,45195.6463,39622.06493,36800.83869,36906.36969,32220.58211,26712.78629,23835.82125,21366.30296
SLV,5332.310767,4614.180146,4041.568946,3602.668326,3299.378374,3084.342257,2885.719418,2720.016818,2621.542369,2559.856923,2505.642103,2446.727709
SMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOM,2087.526507,1858.831074,1724.240989,1249.444518,907.9848185,874.3466263,822.4383103,756.0367646,631.4902064,541.510283,471.865529,411.2641128
SRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138.916213,1167.788593,1197.431995
SSA,18383.70809,16288.93616,14334.33087,12454.82411,10763.94034,9350.3435,8150.862649,6597.194878,5789.997009,5069.752418,4232.347386,3698.584111
SSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2570.783559,2382.965681
SSF,18383.70809,16288.93616,14334.33087,12454.82411,10763.94034,9350.3435,8150.862649,6597.194878,5789.997009,5069.752418,4232.347386,3698.584111
SST,76656.99912,69654.79723,63303.50447,57498.60541,51753.37166,46243.87632,39618.31758,36101.64731,33428.81324,30399.49506,27401.19085,25066.40179
STP,33809.9817,32040.44739,27973.82266,24744.04667,21914.39313,19771.62862,17499.63877,16049.35545,14784.67277,13109.07593,11571.49378,10527.02742
SUR,325771.4861,284750.3257,269089.7428,276807.7081,274293.6937,259820.0156,235345.5776,217982.4513,205297.0794,193669.17,182910.9445,173531.6853
SVK,NA,NA,NA,NA,NA,NA,NA,2340.575681,2343.352467,2344.350914,2330.063047,2316.503506
SVN,NA,NA,NA,NA,NA,NA,9351.374256,9401.01392,9360.601244,9251.175102,9075.623226,9035.089248
SWE,22614.29742,21733.79507,21053.14997,20723.40436,20539.89165,20362.46619,19727.58171,19330.63549,19159.75403,18692.42242,17963.36608,17001.90242
SWZ,7539.518213,6687.60766,5776.312306,4960.047196,4191.727055,3526.422791,3045.00026,2740.24928,2590.637984,2532.007354,2446.063829,2347.067233
SXM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYR,1462.845629,1242.356771,1048.800703,884.7919498,743.6738196,627.7700397,540.8082353,469.9739867,417.4512901,358.7839719,348.9431236,417.181685
TCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCD,4805.803873,4367.044882,3931.587237,3525.063909,3179.207474,2771.186459,2359.699727,1999.068701,1663.113886,1386.573952,1173.273028,998.8838472
TEA,9747.146103,8572.563646,7505.547876,6803.255897,6284.574691,5784.413139,5343.912587,5018.39563,4774.209085,4589.34024,4426.778443,4268.292469
TEC,NA,NA,NA,NA,NA,NA,12164.54051,12069.78749,12082.59071,11835.28887,11589.95904,11281.19989
TGO,7130.628779,6197.957369,5116.618867,4566.293448,3944.275279,3312.461943,2914.416019,2563.562415,2212.798054,1942.449446,1697.715923,1493.80215
THA,7719.831663,6646.179658,5747.774741,5055.634157,4557.830638,4161.578851,3883.342321,3689.607049,3504.029626,3392.15773,3309.453721,3243.75948
TJK,NA,NA,NA,NA,NA,NA,11532.96053,10686.37297,9874.182746,8985.27426,8058.578475,7146.179114
TKM,NA,NA,NA,NA,NA,NA,360.2709135,322.6084211,304.7710443,288.4926148,266.7093908,244.0224487
TLA,62350.82045,54500.34726,48085.0832,42743.51543,38152.81072,34318.97152,31217.76285,28669.03296,26609.82176,24952.96357,23546.34654,22341.57864
TLS,16711.5903,15243.84587,13687.44637,13253.91204,13396.21318,11966.93252,10488.96584,9531.599893,8903.228463,7926.568042,7250.64916,6607.628332
TMN,2187.17332,1913.631111,1677.413219,1470.809062,1269.058746,1089.182327,954.1463915,858.9038465,785.7011181,720.5197909,659.37492,604.2425854
TON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSA,3345.939029,2997.682204,2676.594801,2383.324478,2117.068599,1885.647886,1688.306488,1511.543366,1376.070562,1264.142848,1177.247953,1105.58236
TSS,18383.70809,16288.93616,14334.33087,12454.82411,10763.94034,9350.3435,8150.862649,6597.194878,5789.997009,5069.752418,4232.347386,3698.584111
TTO,4366.434851,4150.305923,3966.384888,3695.114558,3428.513266,3214.64808,3105.075262,3048.010935,3006.553347,2934.770148,2855.413462,2774.446195
TUN,974.3403576,884.9228967,792.8055963,708.6198922,622.3555453,544.7533371,487.0061082,446.5084476,424.9710346,407.0946456,386.7431278,366.9062621
TUR,7872.969533,6989.347926,6204.34426,5522.00055,4932.058075,4442.189213,4071.82586,3759.98564,3484.515405,3262.344806,3040.814726,2798.445903
TUV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TZA,7885.877089,6802.617518,5821.875559,4968.878847,4258.918518,3656.75153,3115.587865,2692.924562,2377.260485,2064.824882,1785.219669,1536.763078
UGA,5404.806869,4561.166648,3927.633257,3430.496125,2949.631413,2497.957759,2101.104276,1800.937152,1549.632278,1322.646575,1128.514672,947.3702314
UKR,NA,NA,NA,NA,NA,NA,1056.559489,1089.049029,1143.094949,1184.707894,1208.509786,1229.056547
UMC,15929.26354,14037.21791,12324.36988,11167.45971,10301.20948,9488.753608,10147.6399,9592.686879,9174.025337,8825.478428,8522.820819,8212.83369
URY,35408.65699,33526.16332,32678.14017,32272.088,31213.47989,30233.66161,29228.46675,28194.35636,27720.60278,27673.11983,27286.38123,26828.49116
USA,15106.8415,14181.32775,13425.69654,12795.19068,12164.1688,11630.7385,10985.75516,10335.32974,9797.472783,9354.940439,8978.020233,8667.512166
UZB,NA,NA,NA,NA,NA,NA,761.8070773,690.4128111,646.5692064,608.158404,548.7917513,504.4984964
VCT,1201.359939,1139.224644,1080.952535,1023.457649,977.9472886,944.2424815,926.4320323,926.8270077,925.1121699,921.5230934,922.2114631,910.5312039
VEN,92075.97583,77704.64532,66541.59602,57646.68198,50257.31119,44151.36228,39158.08845,35248.66709,32071.19311,29543.88535,27417.48385,27378.64289
VGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VNM,10362.3029,8968.643213,7890.494514,7066.294941,6325.871182,5641.897377,5070.292252,4659.471461,4407.955091,4207.465857,4002.141335,3799.128511
VUT,147507.8548,127380.4216,110129.7328,94156.63898,82373.67996,73488.88481,64442.9551,57169.97204,51565.79538,45565.55973,40079.35713,35026.39239
WLD,13406.9226,12065.3453,10840.75193,9852.613813,9002.138348,8228.488518,8018.889355,7374.278179,7002.594463,6575.900077,6072.400063,5732.012611
WSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XKX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEM,383.6547721,355.457878,328.6090308,292.5332151,245.8554335,203.4480768,162.1101242,131.4498366,113.860116,98.67255344,85.80823347,75.44509643
ZAF,2493.636079,2195.339872,1924.273234,1691.784442,1485.881735,1306.209009,1158.442599,1042.164486,970.7283581,912.0564622,847.9603497,785.8304801
ZMB,24596.36054,21117.06093,17957.22062,15167.72248,12799.50155,10877.76954,9489.612661,8356.247024,7309.712329,6414.482077,5544.360832,4758.624978
ZWE,3035.247743,2564.947461,2160.765919,1826.354776,1540.541821,1286.841614,1124.717915,1052.066659,1025.572989,1000.3329,934.7968521,861.1607309
