Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2298.500371,2174.703256,2091.956395,2098.034103,2173.326311,2244.085241,2307.327416,2046.164707,2092.378476,2086.160286,1992.159137,2009.001962,1997.610808,2033.671644,2120.010674,2185.055834,NA
GNB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667.731423,1652.037196,1631.682203,1601.846567,1614.032578,1644.346328,1659.457793,1679.535894,1672.09885,1692.404521,1738.971444,1850.401518,1769.702341,1736.28375,1803.191952,1847.650997,1916.35772,1929.166846,1830.731741,1980.343423,1879.724283
GNQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19244.97593,24395.13773,27401.83123,26794.77059,26908.40292,19742.20078,20366.20055,21808.4842,21134.33022,20704.00467,21324.1916,19423.11989,16604.26721,15187.91496,13447.13572,12925.87114
GRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35922.53927,36736.63764,36372.64778,34980.07728,33018.59812,29548.63975,28605.79466,27794.35058,28354.28963,28218.08306,28079.35444,28490.20194,28808.12754,29482.40449,NA
GRD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14465.19756,NA,NA,NA
GRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM,5418.062243,5550.423676,5654.365424,5746.271598,5832.865209,5967.316619,5974.451413,6096.634862,6277.40716,6355.001543,6429.063432,6466.906351,6489.627565,6518.69102,6565.094445,6637.025309,6819.819304,7094.545057,7251.750572,7124.63331,7154.336641,7297.920141,7437.360811,7557.675505,7734.801279,7932.568196,8028.852391,8147.871684,8289.406938,8494.494352,8239.147042
GUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11976.38567,NA,NA,NA
HIC,32530.6246,32745.83317,33249.91367,33352.10209,34097.1515,34800.44469,35636.6726,36629.60583,37397.22377,38478.21706,39817.77008,40149.70664,40402.73021,41082.01724,42222.49388,43179.71432,44192.80964,45027.57289,44791.68118,43058.22023,44068.39965,44760.1468,45042.18185,45417.8088,46075.7384,46909.91455,47464.04523,48411.57235,49267.00248,49937.74516,NA
HKG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62449.73774,NA,NA,NA
HND,3769.440986,3517.44538,3602.795533,3809.280026,3702.407233,3812.828005,3778.44985,3891.461586,3933.394637,3825.036517,3970.607254,3961.170386,3989.187498,4042.116288,4164.535959,4333.784928,4505.965646,4754.557467,4867.221752,4688.06038,4647.567903,4697.331439,4729.263681,4777.746731,4783.561126,4927.099479,5020.829616,5221.810955,5248.923663,5316.509508,4792.024122
HPC,1606.292858,1578.016897,1558.865471,1532.16397,1494.388341,1519.61809,1568.023766,1598.323338,1629.552806,1625.147876,1623.076023,1640.839574,1660.943782,1700.442975,1731.038563,1775.461466,1828.106756,1893.630888,1944.92965,1970.870462,1997.673778,2074.102965,2128.777479,2191.038241,2287.11018,2342.724274,2388.169642,2442.286775,2489.98956,2530.023225,2485.65589
HRV,NA,NA,NA,NA,NA,14971.84765,16045.19154,17163.1634,17474.50108,17153.96598,17866.2162,19073.87153,20216.382,21003.0982,22215.69508,22989.8299,24087.49861,25379.21896,25613.53204,23639.95503,23459.48507,23526.25866,23005.47614,23292.95071,23288.73543,24411.86687,24832.17281,26406.95975,27391.8584,28313.49435,26586.41701
HTI,3217.162039,3214.843159,2985.152382,2769.014847,2399.900065,2595.91772,2658.874384,2679.58595,2687.211127,2709.139426,2689.545763,2630.070155,2604.02701,2645.188419,2572.987279,2614.421672,2632.218946,2734.762764,2759.448752,2890.094526,2739.933266,2867.811948,2844.378206,2884.843902,2943.87918,2949.458225,2962.895292,2993.230906,3001.601064,2915.521462,2779.086207
HUN,NA,NA,NA,15448.40427,15895.14371,16063.00675,16017.68883,16280.47977,16915.89285,NA,NA,NA,NA,NA,21833.91662,22783.04589,23777.69943,23505.32431,24071.18011,23040.32535,23314.56172,23777.20207,23726.80042,24572.4391,25285.02428,26255.13488,27452.14812,28310.49093,29965.2748,31708.25398,NA
IBD,NA,NA,NA,NA,NA,4986.830817,5150.721196,5332.838371,5412.052714,5544.723018,5811.258274,5958.627828,6162.220817,6470.134971,6874.929184,7263.341776,7792.88974,8401.708697,8786.689776,8871.270783,9419.529409,9896.427375,10301.46956,10713.10962,11153.30468,11523.99445,11939.42814,12457.90883,12893.4998,13284.68009,12591.6993
IBT,NA,NA,NA,NA,NA,4373.922425,4507.834934,4649.50998,4708.873118,4812.098028,5017.197908,5136.334614,5300.697417,5547.584024,5875.94633,6186.80552,6616.28949,7095.228922,7394.769643,7457.327029,7881.255124,8255.284225,8567.09954,8887.721518,9233.215358,9514.847043,9820.00755,10206.46704,10529.83996,10811.16957,10241.70621
IDA,2114.809216,2104.518543,2126.918979,2070.862088,2051.697986,2081.424611,2132.156569,2142.664182,2160.59119,2186.432275,2185.439952,2248.072749,2316.291176,2388.17593,2494.887183,2584.796269,2726.743929,2814.700738,2889.810468,2950.888938,3031.008036,3116.074899,3201.239238,3311.117706,3443.725786,3534.742265,3587.48301,3667.038929,3758.496526,3824.972191,3700.434189
IDB,2901.323695,2885.691588,2936.059315,2814.625142,2802.157287,2826.21207,2884.659383,2866.486423,2864.913771,2894.913738,2857.962527,2959.379824,3086.466448,3189.710988,3379.193445,3503.416211,3735.559849,3805.138455,3874.243218,3962.675818,4079.20692,4168.33505,4249.101192,4376.361854,4541.904528,4613.496514,4600.985058,4632.964914,4681.44824,4686.387857,4545.860601
IDN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8058.514219,8430.620607,8819.450844,9171.014234,9472.816898,9815.404496,10197.40112,10589.12645,11030.26908,11453.54855,11141.56832
IDX,NA,NA,NA,NA,1651.360976,1690.41025,1740.36113,1776.087928,1811.852655,1836.719205,1866.427536,1904.055239,1933.46842,1988.855097,2041.545785,2113.8335,2198.606933,2305.741442,2389.388973,2434.335496,2492.180147,2579.455192,2668.099626,2769.29019,2884.68477,2988.226838,3079.677554,3188.568475,3307.253889,3410.631611,NA
IMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1790.40735,1768.858819,1828.853345,1880.994676,1969.856126,2082.000117,2201.077997,2249.544553,2345.162555,2509.046378,2552.804903,2634.93465,2694.23074,2856.486273,3034.450609,3222.757098,3426.918171,3646.928627,3698.17569,3933.116278,4189.433075,4361.09055,4529.016179,4758.303087,5056.665924,5401.491,5732.913931,6116.059654,6449.186092,6650.054101,6060.015414
INX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRL,NA,NA,NA,NA,NA,29949.21854,32081.40442,34756.04968,37139.36022,39569.02915,42657.99769,43286.22923,44279.33205,46131.5979,48659.8816,50471.96457,52210.35386,52751.22271,49435.68993,44893.45766,45612.00142,44235.7317,43792.27802,45992.1284,49710.80993,55528.15084,59356.85309,62635.8326,66460.91118,67586.63731,NA
IRN,8631.088966,9496.163999,9575.856149,9519.871916,9210.350609,9287.944362,9640.168291,9576.532898,9667.874268,9656.20872,10084.59493,10049.84769,10653.83239,11429.75163,11751.33786,11981.71511,12465.95662,13365.68311,13260.29381,13199.8971,13812.72186,14011.26821,12896.64969,12711.73086,13078.65731,12730.15472,14245.07437,14562.92467,13536.54586,12401.10769,12464.69574
IRQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6873.173269,7376.921925,7549.089592,8567.370271,8632.530249,8834.085732,9081.084288,10036.06159,10284.18348,9916.864358,10034.88081,11099.66376,10638.00841,10255.71,10500.33327,NA
ISL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53923.22172,NA,NA,NA
ISR,NA,NA,NA,NA,NA,27636.77706,28159.72184,28414.40893,28875.41527,28732.1327,29493.97999,29462.87532,29045.56279,28863.38152,29758.41357,30979.39972,32285.50284,33624.86662,33437.42736,32790.37416,34178.60151,35284.60289,35050.89417,36035.36662,37255.28175,37234.34715,37886.05449,38636.96524,39391.35258,39817.08111,NA
ITA,36105.57953,36571.01228,36795.17607,36546.31964,37267.69829,38470.63071,39043.31481,39943.37922,40615.65456,41418.68552,42888.18126,43733.30241,43716.57341,43566.67576,44043.33662,44329.48354,45094.35456,45390.39262,44218.30259,42047.30525,42573.4737,42784.24184,41450.85289,40198.25739,39901.04066,39968.63509,40954.99205,41808.59197,42510.44981,43035.23277,39399.8299
JAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9712.50036,9710.077934,9107.556085,9089.031318,9215.236688,9306.020333,9212.701653,9241.739772,9183.605429,9151.152692,9326.121898,9363.810741,9523.621811,8390.862454
JOR,7568.222007,7079.469108,7786.734364,7776.234809,7800.519149,8035.294857,7946.107338,8115.183702,8276.802529,8396.382345,8829.120831,9173.268993,9435.058142,9663.500612,10310.50646,10811.63388,11280.26252,11719.83271,11853.65768,11813.53471,11229.70337,10921.28119,10562.26491,10314.95721,10170.84249,10032.8831,9959.457291,9953.727851,9967.400823,10072.71745,9787.326554
JPN,32423.52539,33382.01744,33594.63189,33323.13716,33545.82668,34390.78115,35490.71845,35822.89145,35299.19548,35142.23514,36140.04628,36235.33446,36153.78239,36686.64682,37594.32147,38321.51107,39007.44302,39750.91244,39133.25679,36968.80776,38556.52244,38664.98654,39245.75682,40345.61318,40642.3621,41302.7644,41387.7897,42426.88399,42675.83449,NA,NA
KAZ,NA,NA,NA,10591.41835,9366.238725,8763.226512,8916.285685,9183.221889,9171.225356,9349.748318,9993.544494,11521.95903,12765.0785,13734.71075,14758.68163,15396.17221,16317.19092,17274.6335,16779.20776,17769.16532,17976.27447,18264.09656,19217.17935,21068.97379,21752.92385,23136.8885,22005.08356,22157.8711,22171.8375,22829.47344,NA
KEN,3096.269303,3025.348565,2911.307233,2770.800495,2784.639208,2867.208831,2948.419462,2894.161922,2917.846145,2891.947201,2839.474629,2865.007142,2808.954304,2809.049121,2879.803748,2990.9253,3090.629132,3206.732589,3137.391151,3152.103963,3317.246546,3439.437395,3485.827543,3572.700818,3657.884081,3776.351299,3894.56413,3968.933198,4134.890747,4243.626044,NA
KGZ,NA,4678.506292,3991.41314,3361.234013,2628.271232,2453.120945,2603.298478,2776.016503,2766.706583,2782.348363,2888.322386,3086.618842,3069.604945,3262.038416,3396.482032,3394.227671,3533.266593,3813.744666,3978.47981,4053.88964,3889.734936,3867.145395,4160.447227,4379.803244,4540.283615,4632.765992,4659.189545,4803.232306,4978.956446,4750.777238,4494.5007
KHM,NA,NA,NA,NA,NA,1170.658159,1194.41143,1223.286705,1239.735806,1349.517478,1444.546732,1526.759144,1583.453563,1699.051803,1840.307114,2039.208488,2228.221097,2435.242842,2542.49133,2498.362445,2602.172685,2736.294927,2869.323018,3062.342747,3195.928321,3334.293705,3506.935926,3684.459668,3864.496775,4123.001845,4033.037387
KIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2849.895231,2635.578731,2724.151792,2594.079332,2917.604576,3258.595885,3705.627722,4484.704106,3998.278387,4277.819067,4220.204604,NA,NA
KNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24116.59084,NA,NA,NA
KOR,12641.31598,13865.72095,14567.78975,15412.0799,16649.35767,18043.99342,19287.69391,20246.02157,18907.77567,20978.02639,22801.04323,23724.11211,25490.7192,26163.69885,27465.43208,28433.86234,29901.61259,31488.49428,32281.54017,32312.87826,34443.53935,35598.27631,36410.47152,37248.45733,38144.20874,38948.32784,39959.57175,41124.36929,42115.209,43079.07879,42590.8516
KWT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65518.94113,66856.94382,67190.48473,66072.10338,64205.53619,61203.47419,60888.65684,58767.65533,58090.16305,NA,NA
LAC,10031.56982,10252.78872,10367.29323,10630.13639,10953.01399,10847.33346,11064.51197,11467.16916,11535.89079,11384.67581,11711.05324,11563.48386,11427.10315,11551.50727,11922.92752,12223.89197,12853.41828,13412.7567,13767.78602,13309.11828,13984.07057,14482.54739,14694.4237,15001.8376,15076.37123,15045.14762,14858.67196,14996.47666,14997.49491,14975.7214,13890.95437
LAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6874.763168,NA,NA,NA
LBN,9196.480596,10999.05002,12403.09813,12822.8536,13382.1763,13844.32324,14884.37794,14727.53314,14956.13754,14715.00816,14640.87549,14303.52565,13497.99734,11548.11142,13723.84255,14138.42706,14401.19988,16062.82738,17274.80503,18470.29847,19248.55691,18628.12648,17964.46192,17437.43425,16796.0812,16119.13708,15825.09594,15924.70647,15496.49562,14368.24231,11311.88201
LBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533.224016,1474.18174,1466.799199,990.1726039,1102.568672,1127.974241,1174.777713,1253.315132,1287.925745,1273.09711,1293.014733,1387.815252,1404.6842,1489.132873,1461.522003,1442.416028,1383.377483,1375.915515,1314.977954,1266.008376,1191.058031
LBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13686.02253,NA,NA,NA
LCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14147.47641,NA,NA,NA
LCN,10436.12328,10675.29803,10823.41948,11105.30446,11436.36756,11379.94789,11610.15505,12042.43577,12121.5334,11974.13959,12314.33539,12163.38239,12021.90433,12138.02324,12543.87969,12859.66135,13479.98627,14062.79925,14447.43388,13975.57083,14661.04382,15190.58979,15442.33147,15768.61252,15857.4594,15849.56753,15681.14621,15823.08546,15859.90236,15862.92548,14730.59481
LDC,NA,NA,NA,NA,1456.100272,1491.446763,1535.65482,1564.27992,1595.858208,1618.32524,1641.542429,1681.613739,1735.744743,1781.593042,1833.672132,1913.060005,1998.795,2120.745099,2200.808053,2263.678493,2317.730867,2404.576902,2483.384529,2566.613922,2666.011249,2750.493931,2814.467527,2891.895622,2977.919985,3058.325777,NA
LIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKA,3857.335366,3982.342083,4134.343499,4383.200867,4557.97796,4740.089196,4881.180656,5177.27301,5368.480423,5557.070543,5850.024609,5723.106272,5918.854008,6253.377245,6534.764141,6872.356869,7332.785758,7795.922241,8104.579428,8424.438251,9041.182312,9746.385707,10541.47321,10748.55286,11181.46391,11600.29333,11961.24757,12250.94548,12509.74227,12699.55204,12208.46787
LMC,3088.027686,3111.437929,3099.106088,3034.857045,3004.26405,3060.497499,3157.630252,3200.723516,3289.526292,3401.810956,3474.812649,3576.438053,3681.936585,3864.439933,4069.367742,4239.590361,4474.846901,4719.389277,4815.86272,4927.412129,5167.941988,5330.409418,5469.373379,5660.515877,5886.32425,6105.970477,6373.364848,6635.655617,6859.242091,7010.440168,6601.036623
LMY,NA,NA,NA,NA,NA,4192.145848,4315.935377,4447.394834,4500.870724,4602.040752,4799.933752,4917.400305,5079.415575,5323.710376,5647.279794,5949.661149,6370.883897,6838.367147,7125.519716,7190.407587,7607.660775,7970.966992,8278.964082,8595.552361,8935.291681,9208.033136,9508.146981,9885.84637,10197.12402,10468.27034,9911.348851
LSO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2976.207122,3074.951173,2916.204121,3004.195059,2937.125676,3004.064396,2998.102546,2951.831616,3046.013954,3165.809722,3031.409555,2997.479203,2959.46875,NA
LTE,NA,NA,NA,NA,NA,5224.634269,5379.115599,5594.895809,5630.045573,5831.583106,6238.251409,6520.049324,6843.642547,7236.68093,7785.384017,8299.727006,9007.761107,9878.756744,10502.70027,10693.60783,11416.27136,12113.03668,12772.34388,13377.75715,14027.34468,14507.66003,15021.40661,15710.94589,16382.52935,17084.90083,NA
LTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18825.25581,20753.94953,22578.30061,24888.90434,25953.82373,23588.49939,23798.50956,25229.95068,26503.68691,27982.97371,29521.78111,29651.69417,30788.29416,32541.17287,34342.34509,35781.28709,NA
LUX,70216.14232,75872.6044,75537.17418,76858.64435,76193.33933,78609.13934,78712.27032,85123.6339,85676.55189,89018.67659,93562.52757,97211.74644,90991.65912,83983.27734,96953.90976,99322.75599,90880.49066,107209.9572,100914.355,73588.60892,78772.58875,75320.48556,73589.07704,71512.96606,71713.6127,72077.04329,71929.44927,72414.32727,72145.21595,NA,NA
LVA,NA,NA,NA,NA,NA,9576.558877,9924.481536,10921.10413,11714.00847,11943.33981,12848.60434,13895.85099,15034.55821,16356.70728,17664.18788,19974.13904,22247.8676,24538.19606,24396.98549,23050.89219,21236.45383,22772.43261,23894.86545,24827.66625,25419.49104,26495.93046,27460.18657,28578.21661,29527.89456,30405.89241,NA
MAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112322.2482,NA,NA,NA
MAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,3708.184796,3894.18657,3757.670096,3644.572672,3986.660035,3696.393354,4127.577736,4004.677725,4266.158163,4261.536988,4285.158598,4549.146257,4649.816496,4878.361684,5072.486061,5206.420218,5529.560123,5669.027107,5942.124327,6045.277254,6196.646734,6415.683214,6493.688456,6739.000127,6754.538207,6991.906393,6969.378048,7168.724522,7301.749267,7389.452841,6809.700357
MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDA,NA,NA,NA,NA,NA,NA,5532.301662,5638.947083,5198.249816,5083.752625,5303.632747,5774.425033,6375.918976,6923.955044,7575.286812,8139.956213,8426.589953,8524.627537,9227.222339,8382.030556,9147.874347,9659.308093,9835.445363,10735.73531,11204.00807,10957.02179,11540.90096,12315.48679,12952.69015,13709.7336,12828.1219
MDG,1781.244454,1608.479937,1596.031202,1584.924116,1526.520758,1506.050849,1506.018878,1517.086201,1530.907032,1558.499039,1583.262319,1629.995855,1385.38551,1476.263233,1513.377006,1529.06398,1561.651097,1627.542047,1689.493817,1571.309215,1532.139578,1515.815057,1496.276683,1486.198424,1505.548277,1494.629781,1507.430888,1541.173158,1540.976285,1561.268425,NA
MDV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15721.10752,15717.84759,16153.44294,16630.78655,17143.66516,17717.89225,NA
MEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12619.94451,12612.11274,12548.67471,13154.54015,13707.99416,14083.9689,14580.41035,15070.12944,15420.95122,15152.00629,15444.67859,15877.84533,15970.71158,16122.72705,16359.11924,16557.25455,17107.39933,17060.78156,16872.56261,16641.53361,16156.35515
MEX,14478.93425,14895.23039,15159.62013,15226.64346,15693.75777,14266.22566,15045.65751,15959.72196,16530.8313,16797.98889,17380.34283,17117.46397,16899.50116,16906.56362,17372.44081,17414.40728,18033.14918,18145.5403,18132.72339,16875.67194,17575.83104,17892.18263,18233.04546,18061.00979,18423.54338,18777.73886,19021.831,19209.21915,19387.2559,19125.86054,17253.99543
MHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.605982,4414.201342,4270.146316,4401.435919,4000.75988,4128.968969,4241.880504,4239.653803,3975.357727,4242.988553,4356.014058,4703.167389,4657.388909,4711.14648,4774.606389,NA,NA
MIC,NA,NA,NA,NA,NA,4429.549865,4563.181585,4706.262999,4766.545424,4879.472613,5096.758865,5227.085779,5406.346069,5673.720909,6028.618126,6360.686925,6822.605733,7333.394698,7652.249638,7730.320055,8191.934886,8587.895502,8930.79777,9283.654023,9659.577229,9965.765733,10303.17536,10727.44404,11081.11312,11393.40066,10791.45245
MKD,11289.42399,10664.52599,9794.951377,9130.906653,9042.010815,8969.887285,9028.919796,9095.678984,9346.289355,9653.172367,10023.64106,9784.951985,9862.395532,10052.18201,10565.33979,10921.39174,11623.79153,11833.0731,12925.5696,12930.51682,13263.00956,13514.84197,13386.2136,13733.79612,14288.2404,14622.41626,14875.43635,15030.28832,15425.91851,15823.23025,15231.11149
MLI,1409.193137,1548.880292,1460.367638,1472.333934,1470.547585,1435.609201,1496.784482,1526.123265,1601.790029,1657.017601,1614.905697,1741.740136,1718.883953,1870.453761,1841.293378,1900.573317,1913.736974,1917.362328,1952.537578,1947.600342,2000.079768,2007.607523,1928.19902,1928.51529,2019.311879,2091.013072,2137.343333,2173.555623,2217.611028,2240.897435,2132.916216
MLT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26560.45001,27166.30692,27695.68307,28319.24623,28172.55193,28205.8764,28520.38465,29500.38893,31482.00797,29769.10753,31289.61375,32203.77858,32462.74258,33661.94329,35403.19552,37716.4743,36635.27161,38304.17632,40070.39332,40611.0913,35645.04075
MMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3127.108914,3276.79325,3340.189616,3623.770035,3843.234968,4137.14708,4363.534033,4604.916709,4880.997316,4942.057421,4406.161355
MNA,6775.601943,7058.937329,7140.868905,7064.929391,7007.688706,7054.460336,7303.34252,7335.7539,7526.859152,7611.331298,7842.658299,7938.717115,8124.685832,8442.866486,8706.113688,8906.652682,9274.685019,9764.253138,10036.15087,10104.34883,10365.37365,10432.03722,10301.23037,10336.95444,10468.89354,10542.14589,11166.64194,11259.56496,11039.39203,10836.16902,10635.07334
MNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15440.70068,16403.25379,17617.11936,16330.77052,16585.9982,17383.06129,17052.29433,17692.33845,17875.07633,18645.38957,18925.08339,20086.52298,20908.03966,21554.5,18537.85044
MNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6947.736702,7964.728466,8805.228255,9882.26679,10180.52612,10230.90862,10121.76876,9719.088336,10763.07074,10844.34204,10292.49447
MNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOZ,NA,468.5158907,416.0326599,443.6379281,454.0150897,453.3346981,495.3317821,539.4091129,574.5077892,628.1710007,610.6555805,660.472833,655.3921968,738.2520893,776.4451833,787.7008049,815.39309,865.3927795,908.1448851,968.4701108,995.2601972,1056.245836,1116.823506,1163.397474,1205.310147,1240.456932,1247.861871,1245.447702,1265.815831,1257.387941,NA
MRT,4473.625861,4483.683911,4460.175583,4576.641106,4315.897615,4621.945512,4965.123394,4633.770493,4663.763189,4720.550001,4389.689254,4142.853295,4268.183112,4429.951439,4507.1003,4734.608165,5232.797486,5009.322353,4897.327215,4834.485222,4701.820832,4686.347165,4727.909109,4792.251191,4816.297841,4985.898247,4955.604748,5004.568498,5014.92543,5131.303675,4961.053931
MUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14506.07962,15560.11041,16165.07322,16483.07201,16938.07221,17443.64332,18870.9482,20120.19138,20834.84886,21657.0088,22415.40034,23536.24781,24767.72562,25589.75534,21193.93598
MWI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1421.212695,NA,NA,NA
MYS,9926.57629,10511.93748,11123.4487,11973.56457,12754.44725,13656.65444,14637.59711,15211.49501,13708.29414,13975.51788,14697.54035,14603.07822,15175.46878,15895.3708,16659.08076,17321.67681,18207.30797,19130.70948,19463.7069,19041.71954,19877.39533,20773.27822,21302.85475,22088.8998,23108.64736,24113.7274,24841.45357,25910.44685,26701.82683,27607.39564,25948.00154
NAC,39729.95922,39138.21717,39952.46645,40514.53835,41581.02884,42219.43643,43317.53458,44663.01803,46042.50602,47700.41487,49215.79762,49274.37055,49712.98005,50777.39895,52299.11404,53679.28654,54637.59607,55546.10353,55132.98852,53198.32102,54262.22435,54866.83287,55613.69311,56232.5108,57229.42989,58365.83795,58911.98378,60042.92404,61350.42446,62268.0072,NA
NAM,6056.930814,6457.896803,6584.256932,6353.646936,6298.802191,6537.361098,6488.102515,6610.571824,6735.011671,6671.493549,6988.970663,6909.637335,7240.540825,7656.077357,8180.811611,8053.276207,8541.494382,8600.008816,8680.906738,8527.091887,8713.49211,9096.064747,9268.836343,9979.121893,10368.18306,10659.96458,10270.48559,9987.11762,9780.802532,9598.420234,8741.895104
NCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NER,1132.710076,1092.441926,1077.957603,1046.158438,1026.881506,1020.172138,999.7937841,981.8159348,1055.478575,1019.43459,973.5301455,1011.382887,1027.17501,1008.325824,988.0883471,1022.151514,1042.215952,1031.816492,1066.067972,1046.825894,1093.63461,1085.431612,1122.617852,1142.956259,1178.362383,1188.001436,1193.899527,1206.403432,1253.230474,1278.346277,NA
NGA,3067.387527,3006.696926,3021.759294,2824.651072,2765.381452,2739.12167,2794.670158,2817.794243,2803.733211,2817.029996,2655.989334,2864.22255,3191.837532,3296.341012,3529.89442,3631.501451,4009.970944,4052.192908,4226.714342,4428.627407,4635.558111,4758.77867,4848.225457,5045.010114,5311.162154,5356.223001,5160.489945,5031.603971,4928.925873,4971.470226,4739.674805
