Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
NIC,NA,NA,NA,NA,2824.807168,3054.886761,3251.158564,3381.049031,3528.487586,3717.952004,3818.397846,3850.437313,3849.878691,3904.614974,4076.838163,4237.224365,4320.584613,4503.260436,4595.52517,4359.54043,4501.693218,4724.414421,4902.050458,5028.844858,5257.889464,5425.20076,5535.78679,5694.069129,5452.451795,5262.478762,5137.180472
NLD,36376.43214,37093.35096,37331.06785,37752.45762,38840.69148,40101.73861,41372.56551,42654.03494,43802.62822,46466.96841,48275.11675,47931.81572,47828.18665,48320.45345,48863.39184,48776.65476,51497.58723,52885.32951,52319.92277,51096.77399,52185.69371,53325.60915,52743.9451,52336.6713,52058.55315,53014.5234,53050.70965,55503.95577,56698.89091,56850.63952,NA
NOR,41139.74993,42086.89945,43765.51976,44678.97177,46915.77117,48794.64611,51012.1018,53449.87208,54504.52374,55335.07395,56415.89005,58078.73598,58720.87149,59065.85814,60845.79303,62585.60279,62935.4333,63900.46204,63301.5413,62081.56184,62076.52748,61820.57799,62594.73285,62625.53509,64501.29133,65645.11462,65813.37304,66403.54684,66837.71754,66340.20821,66262.33647
NPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148.810339,2107.622234,2159.663612,2226.863661,2288.402282,2346.857643,2403.790656,2521.875782,2620.303562,2722.899691,2805.960198,2942.388751,3053.149939,3263.276741,3376.943746,3356.592607,3601.108877,3798.135482,3994.226959,3844.117012
NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18163.76332,NA,NA,NA
NZL,27028.9887,24854.63622,24926.07635,26024.05683,27099.29935,28118.85252,28352.79667,28965.70423,29335.87757,30373.88203,31157.01391,32219.19294,33159.06439,34057.56828,34592.66306,35051.29754,35550.78524,36052.56014,35331.60716,36062.81603,35862.89854,36543.34672,37315.96562,38074.41279,38843.05756,39766.776,40363.2389,40700.46491,41334.60196,41806.07485,NA
OED,29422.14249,29619.88406,30027.2588,30165.20353,30782.83731,31330.06485,32131.9239,33075.45281,33767.44413,34624.21946,35824.30655,36018.53568,36289.36902,36815.37125,37828.00863,38693.45138,39659.38521,40446.74566,40225.58266,38635.9482,39650.60259,40293.46656,40553.92712,40918.53323,41537.16791,42299.9852,42801.1151,43724.47563,44466.65968,44998.31599,NA
OMN,NA,NA,NA,NA,NA,NA,NA,NA,31130.38862,31007.43615,32763.7727,33750.2788,32785.16443,31662.86884,31460.40536,30978.92207,32045.09695,32443.02843,32895.87261,33132.51127,31587.62563,30121.40751,30509.35914,30523.02058,28604.36315,29130.37638,29269.33372,27772.31369,26385.92002,25086.79785,NA
OSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAK,2841.108123,2897.668396,3033.315529,2993.51058,3015.21584,3080.786081,3133.871249,3062.757287,3039.77297,3097.34912,3160.71069,3183.551161,3178.95183,3303.05547,3485.40969,3631.120554,3761.372437,3838.637771,3820.418166,3829.371862,3835.512924,3873.460978,3924.479886,4006.327569,4105.228942,4207.010308,4337.277938,4495.95069,4657.880392,4596.193969,4522.864686
PAN,10403.27817,10837.64437,11632.9129,12288.14277,12536.8278,12266.6707,12576.57157,12961.34033,13595.85735,13680.52659,14003.43989,13735.26009,14236.17241,14088.50962,14661.93908,15155.21255,16169.98992,18074.09633,19487.50522,19485.37594,19706.77244,22126.37399,23547.19658,24821.19963,24960.14562,26590.98166,27189.17999,28606.47639,28838.2078,29360.84206,NA
PER,4943.405647,5137.237402,4990.049823,5133.395794,5629.329259,5912.585584,6041.510865,6334.454835,6260.683714,6251.097403,6297.773346,6293.027047,6529.782834,6672.764496,6813.762314,7094.575199,7385.388794,7970.525079,8722.217969,8806.392101,9317.266284,9796.887413,10448.87879,11112.59152,11339.08417,11705.74373,11899.5399,11931.12893,12142.66015,12303.68873,10889.72886
PHL,4157.283648,4081.128003,4058.880292,4069.484503,4198.337899,4305.036914,4486.857181,4690.020537,4936.977343,4963.720255,4895.577118,4939.264696,5012.017662,5154.074008,5374.084173,5556.405859,5719.636042,5976.078269,6149.84805,6268.008357,6600.766809,6697.516565,7055.385918,7458.801515,7789.275253,8143.543154,8564.17134,9016.762194,9414.447797,9790.637367,8558.594619
PLW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16508.90161,16790.92693,17729.68951,17185.36863,15860.52979,16226.63735,17431.63358,17901.30541,17420.09548,18294.89929,19737.281,19891.5418,18966.42701,19796.74377,NA,NA
PNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4201.135296,NA,NA,NA
POL,NA,NA,NA,NA,NA,12291.40335,13132.03484,13965.2512,14612.88322,15307.08769,16202.05427,16426.76112,16766.44729,17257.34191,17724.30451,18617.80805,19700.25247,20831.22731,22063.00877,22379.38054,23157.79625,24243.58693,24534.37511,24915.33477,25669.59865,26789.42822,27555.71724,28824.77625,30368.27756,31800.40926,31254.73322
PRE,2234.844293,2187.859518,2170.034237,2069.45501,2039.470128,2041.652642,2097.680294,2116.254834,2131.943339,2132.150981,2070.625813,2156.057124,2289.526187,2346.593089,2447.550271,2528.822499,2696.986559,2787.394739,2900.201433,2981.355474,3053.303694,3110.882198,3218.813747,3308.276506,3417.381353,3460.39223,3468.385183,3424.789728,3392.209156,3418.58508,3289.231542
PRI,19646.04652,20089.7426,19910.0512,20523.18756,20748.66963,22731.59994,21279.57281,22235.68093,21562.59258,23290.69228,24361.26727,23146.91484,22544.86054,22179.06053,25140.68413,24604.61863,24680.19094,25214.52972,24077.45273,22697.43308,21868.95251,21820.62088,23332.43663,23645.72388,23638.7129,23569.63782,23366.53377,22937.67712,23438.90224,23604.8087,23655.98843
PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRT,23493.47597,24625.51602,25023.05999,24502.31381,24604.02681,25717.86845,26469.62843,27321.3088,28447.00197,29381.34469,29911.28941,30248.5317,30370.75807,30125.92468,30515.24411,30676.1496,30652.50847,31347.22837,31260.44834,30238.41621,30806.19023,30812.50858,29460.25763,29649.55598,29831.45603,30286.36139,31071.39929,32269.04155,33211.23723,34001.80396,31696.40165
PRY,NA,NA,NA,NA,NA,8360.485898,8800.24637,8673.80132,8479.868689,8170.28664,7479.681232,7372.0369,7400.037724,6982.835568,7313.92887,7430.442505,7967.30967,8677.024029,9225.986476,9041.02233,9908.752523,10334.62582,10038.18831,10762.37759,11221.46549,11388.39108,11681.90319,12174.12219,12402.40912,12241.66584,11938.65061
PSE,NA,NA,NA,NA,4454.278763,4586.258494,4398.382606,4878.197928,5608.466825,5914.59495,5047.74662,4308.190373,3619.176391,4021.654255,4713.617336,5196.764856,5062.739349,5180.945678,5423.217911,5602.109691,5751.600783,6183.913701,6438.215213,6653.213036,6611.061292,6807.370011,7258.742133,7246.81197,7389.351884,7355.601356,6279.654753
PSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PST,32144.47041,32374.57152,32693.87442,32682.2794,33289.4241,33976.97137,34757.28134,35705.9862,36472.8607,37564.95751,38912.91389,39356.86927,39733.95247,40408.43644,41558.81032,42510.95906,43559.62627,44457.47181,44218.1174,42489.56201,43573.03,44189.32407,44423.61499,44769.72746,45377.33179,46106.3811,46673.60354,47736.77291,48620.57708,49350.52654,NA
PYF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91499.86315,NA,NA,NA
ROU,13289.96562,11711.87238,10746.65616,10906.94165,11361.40427,12071.14782,12559.33214,11975.34038,11722.07259,11692.62229,12061.08698,12876.91086,13803.59806,14043.54484,15300.3537,16308.56501,17631.45112,18782.21012,21553.10021,20747.39126,20075.43214,20537.18635,20942.68439,21879.0106,23006.397,23639.23579,24814.67965,26756.3278,27979.16598,29426.19036,28326.35556
RUS,21447.82461,20289.24743,17177.25745,15713.39967,13825.24638,13206.55931,12659.25684,12768.81802,11865.19326,12709.26548,14185.34693,15178.08414,15886.59368,16926.01007,18366.39377,19541.54932,21083.29258,23081.19442,24119.89487,22201.95573,23185.28566,24157.0564,25053.79345,25335.32544,25127.72727,24770.75166,24798.29278,25233.84257,25977.61212,26317.80587,25841.8397
RWA,933.391139,935.0494069,1047.102417,1027.242817,540.4053945,748.9323199,810.1339709,864.3728577,867.0798711,842.4310292,861.2165187,897.1061265,993.6105739,995.8613755,1054.856047,1138.241995,1215.385067,1281.577014,1383.597203,1432.018416,1495.115097,1574.15205,1660.330408,1690.7467,1739.974325,1853.475173,1897.461532,1913.034071,2014.357454,2153.695631,2051.532402
SAS,1893.258561,1884.596816,1951.138067,1994.583486,2070.982405,2171.365505,2274.356189,2313.275825,2393.244291,2534.128232,2584.885544,2654.045485,2705.200919,2852.034235,3018.658595,3192.917185,3383.101363,3580.885105,3638.096988,3833.569928,4050.065748,4207.533713,4367.233166,4565.9166,4820.713559,5114.616733,5399.828526,5729.088673,6028.894427,6204.022345,5704.957689
SAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42183.11879,40741.54474,38447.68497,41423.5942,43532.22971,44734.86349,44807.12574,44629.10857,46324.43719,44059.17278,44723.27447,47852.01671,48932.66423,48894.56108,49392.35184,50124.98951,49681.68654,48041.17305,48123.7529,47494.88673,45232.21145
SDN,1462.182736,1428.224881,1529.651463,1603.472874,1614.696906,1681.925382,1786.114133,1942.054261,1964.499919,1949.529712,2001.765797,2086.058094,2164.221926,2252.544677,2257.344973,2366.054088,2362.565893,2683.128375,2723.198981,2821.711398,2837.879718,3162.428568,3635.363614,3743.519202,4073.999337,4129.737698,4195.941607,4269.239138,4258.219121,3989.438021,3757.441435
SEN,2415.240337,2405.066686,2387.01929,2329.878562,2265.225887,2331.284584,2347.497221,2358.335999,2447.437641,2526.744476,2562.330611,2615.473301,2548.678607,2634.263264,2693.467252,2740.326631,2739.201044,2743.455064,2776.554724,2755.268538,2774.910198,2718.221106,2746.975976,2734.089022,2816.843144,2903.302557,2987.651416,3114.304101,3224.813134,3267.617335,3220.346897
SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88088.26615,NA,NA,NA
SLB,2237.201693,2283.468139,2508.503257,2602.000015,2749.691497,2911.139459,2890.530098,2775.10606,2739.053316,2599.18055,2230.034754,2018.285781,1868.540434,1962.886667,2071.185938,2128.402244,2122.229394,2103.225837,2123.519435,2126.059775,2314.73133,2366.478614,2407.934134,2600.217788,2524.608874,2472.177665,2514.509441,2610.624434,2663.386477,2632.36794,2541.335371
SLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938.0469773,1137.165257,1192.146617,1212.795893,1218.720895,1234.143992,1387.845063,1466.839321,1494.74478,1432.294443,1450.989359,1712.27954,1946.570412,1960.907232,1533.954097,1438.841506,1594.30889,1537.499353,1700.858061,1584.759994
SLV,5124.016236,5125.772039,5461.964247,5710.067488,5931.539912,6145.765907,6116.657646,6222.859514,6338.052484,6350.680081,6403.619946,6415.172655,6450.142323,6470.606122,6488.908374,6632.455887,6936.922271,7041.224086,7238.927318,6985.075495,7122.664428,7355.338605,7447.190595,7541.404148,7634.973358,7765.390746,7878.6544,7984.424155,8134.295915,8358.791579,7632.41176
SMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861.1898838,NA,NA,NA
SRB,NA,NA,NA,NA,NA,NA,NA,8876.686514,9203.314894,8367.925964,8902.324537,9535.585521,10109.30536,10554.56629,11510.0164,12143.4964,12795.25138,13406.04569,14278.68658,14133.09739,14211.49263,14350.2586,14420.02828,14803.4775,14647.92568,14858.90704,15294.16871,15538.6237,16565.75903,17299.88259,17647.49793
SSA,2611.566909,2559.905309,2508.706032,2429.364506,2407.887752,2421.352542,2475.355032,2493.792954,2489.626036,2482.712032,2448.667917,2512.621885,2629.114589,2680.147939,2780.318829,2869.121185,3022.600082,3110.256003,3179.200566,3226.964402,3295.451673,3391.058702,3467.597805,3560.745934,3681.509307,3717.999458,3679.903165,3675.634459,3669.231622,3688.394433,3522.587544
SSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSF,2613.432916,2561.809523,2510.753891,2431.515862,2409.993586,2423.283556,2477.356549,2496.046352,2491.990318,2485.043254,2450.965269,2514.852717,2631.101274,2682.025953,2782.276531,2871.148387,3024.737711,3112.462942,3181.458037,3229.263647,3297.79949,3393.492914,3470.092838,3563.321752,3684.100639,3720.646,3682.560876,3678.33921,3671.937283,3691.119916,3525.19587
SST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3941.284855,NA,NA,NA
SUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16261.28524,NA,NA,NA
SVK,NA,NA,NA,NA,NA,13357.95821,14255.83508,14970.59359,15553.47522,15418.53688,15624.95813,16261.01113,16923.03392,16976.07939,18081.38721,19556.7153,21167.78074,23464.09758,25042.24188,23941.88406,24919.04594,25238.08149,26151.41108,26559.41957,27136.71052,28029.88722,28758.20105,29512.51922,NA,NA,NA
SVN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29618.08572,30839.03515,32404.583,34101.85517,35134.34378,32497.71962,32915.97497,33123.70678,32120.96805,31814.79118,32798.17347,32762.80199,33971.60651,35851.25323,37359.9293,38280.82545,NA
SWE,33453.8603,32539.64608,31424.71991,30368.15144,32012.21398,33143.75726,33676.11141,34722.77829,36557.57232,38777.51577,40652.744,41137.87826,41993.47568,43404.31481,44607.61426,46058.36979,48517.98135,50017.71094,49622.49354,46568.34856,49095.78664,49947.98143,49406.45029,49549.50997,50298.3634,51338.14082,51633.44459,52849.39299,53333.34018,54055.87157,52262.08344
SWZ,5381.284937,5369.737557,5427.817774,5315.753977,5077.953163,5531.625225,5802.730453,5872.561654,5679.872208,5863.217799,5711.274885,6005.018813,5839.443401,5904.199093,6232.638082,6991.786229,6962.229326,7283.91498,7187.809084,7104.696084,7098.403509,7139.327774,7430.493908,7843.671895,7856.802234,7988.556817,7872.758036,7844.506544,7913.623778,7711.412122,NA
SXM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45413.78602,44863.49964,43615.16934,42375.86431,41481.42635,40786.7109,37080.52241,34614.31778,NA,NA
SYC,14203.0606,14520.82246,15574.72126,16153.4988,15857.72247,14964.61905,15627.80956,17446.51169,18254.21868,18139.27196,18155.05111,18158.20943,16474.0048,16271.66926,NA,NA,19961.88881,NA,NA,NA,NA,NA,22175.14262,23079.9835,23362.20007,23991.78471,24419.16017,25224.47069,NA,NA,NA
SYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26624.74679,NA,NA,NA
TCD,988.5076021,1051.395878,1103.940439,867.9260941,951.4394897,935.1205235,920.9766757,935.5019207,978.0315451,936.4346391,882.450309,947.718359,968.8621487,880.7439838,NA,1366.252218,NA,1347.138825,1302.558192,1505.734574,1669.431478,1628.403869,1716.422671,1713.528531,1778.178957,1803.785358,1656.383789,1566.261072,1553.131495,1555.372994,1500.564888
TEA,NA,NA,NA,NA,NA,2577.637059,2792.674851,3007.234761,3157.582611,3347.93897,3585.997629,3809.715715,4106.275988,4465.348481,4867.270086,5302.596506,5902.985663,6651.927668,7219.673715,7698.092175,8421.585253,9045.590194,9692.688132,10281.35844,10992.81815,11599.60768,12268.10084,13012.42441,13722.02474,14467.56919,NA
TEC,15577.72075,14757.8684,13056.69378,12180.34212,10819.18741,10564.03306,10534.44302,10741.52577,10518.78063,10757.87322,11615.30762,12043.3521,12653.37979,13365.11996,14445.21257,15332.2827,16393.90262,17579.35497,18261.83161,17138.82059,17808.53462,18656.89269,19180.15066,19692.17079,19977.04727,20097.39364,20297.41389,21033.46428,21626.78542,22017.29709,21629.50968
TGO,1751.791508,1699.800453,1602.241461,1328.883756,1449.711643,1551.64435,1664.468392,1847.826779,1751.716825,1722.5777,1665.865094,1633.556757,1664.154151,1734.049646,1667.270897,1549.847877,1549.220448,1496.630684,1525.81517,1565.520809,1614.935947,1777.81732,1749.418448,1815.490768,1880.964747,1981.773879,1991.088196,2013.813455,2066.946841,2128.4148,2112.526246
THA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16642.45037,NA,NA,NA
TJK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3728.067416,NA,NA,NA
TKM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13615.49576,NA,NA,NA
TLA,10429.63225,10668.75099,10819.64295,11099.14202,11430.97431,11349.68564,11590.99117,12023.49142,12108.69184,11939.62966,12273.6001,12128.38141,11987.72345,12107.42586,12494.09407,12816.32849,13442.32302,14026.66132,14422.63976,13954.35816,14651.60828,15186.06737,15428.18132,15755.36718,15845.10667,15836.59564,15666.60642,15810.9486,15845.1645,15844.27155,14701.31666
TLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3076.630675,3395.55197,3704.489305,3042.451289,3296.316515,3903.082458,5420.919684,7201.891981,10464.89085,8147.776224,9697.015198,11611.94273,10208.8983,8862.335639,7133.72286,5747.793919,4517.780909,4468.638518,4350.799873,4791.171784,NA
TMN,6794.923116,7080.282506,7163.789856,7089.021208,7033.091219,7079.130964,7333.608207,7360.733994,7544.790653,7626.342559,7871.889088,7979.047222,8176.731802,8493.779703,8751.250998,8947.972848,9322.425516,9816.75804,10089.2968,10156.40057,10419.06638,10481.15662,10345.56064,10379.05808,10513.43308,10585.14906,11211.72207,11306.1163,11081.41617,10876.25312,10689.95693
TON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6723.664971,NA,NA,NA
TSA,1893.258561,1884.596816,1951.138067,1994.583486,2070.982405,2171.365505,2274.356189,2313.275825,2393.244291,2534.128232,2584.885544,2654.045485,2705.200919,2852.034235,3018.658595,3192.917185,3383.101363,3580.885105,3638.096988,3833.569928,4050.065748,4207.533713,4367.233166,4565.9166,4820.713559,5114.616733,5399.828526,5729.088673,6028.894427,6204.022345,5704.957689
TSS,2613.432916,2561.809523,2510.753891,2431.515862,2409.993586,2423.283556,2477.356549,2496.046352,2491.990318,2485.043254,2450.965269,2514.852717,2631.101274,2682.025953,2782.276531,2871.148387,3024.737711,3112.462942,3181.458037,3229.263647,3297.79949,3393.492914,3470.092838,3563.321752,3684.100639,3720.646,3682.560876,3678.33921,3671.937283,3691.119916,3525.19587
TTO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26543.37527,NA,NA,NA
TUN,5251.740386,5287.557696,5552.72753,5467.778445,5570.15526,5655.129184,5929.997512,6232.487831,6480.05417,6802.86884,7018.903962,7213.500996,7250.909249,7564.836114,7962.42257,8069.97834,8468.754686,8892.529554,9141.768062,9380.574955,9631.32696,9356.326375,9697.047969,9850.563038,10129.10969,10183.34233,10222.23594,10277.69231,10365.18094,10296.50352,NA
TUR,12422.53962,12295.72962,12718.82298,13486.5731,12538.02175,13391.34703,14183.02502,15023.77484,15211.04188,14443.57248,15204.0054,13968.7266,14740.63049,15386.70814,16727.84823,18049.82576,19064.20717,19817.7396,19730.65171,18504.57831,19853.97319,21740.82924,22438.81884,23897.57785,24661.21429,25664.17761,26099.9264,27553.24142,27880.35452,27724.17964,28043.7458
TUV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5573.284065,NA,NA,NA
TZA,1343.355022,1332.109001,1292.79506,1268.44768,1252.185506,1267.981138,1305.859912,1313.230569,1338.682716,1371.267934,1396.408325,1423.040536,1508.033819,1555.386661,1624.165451,1687.238249,1779.566349,1825.824479,1879.383305,1924.128556,1971.979768,2060.728598,2099.059624,2172.728288,2248.082321,2310.042875,2387.090895,2472.985897,2555.427578,2693.318102,2615.716054
UGA,891.0595234,910.1060947,899.0228355,956.3808771,985.4825894,1070.847822,1137.109035,1166.845968,1191.00824,1248.500494,1231.157962,1239.345639,1318.691709,1361.414784,1399.615796,1438.51052,1551.09202,1638.281778,1727.79214,1798.249093,1838.927361,1951.121294,1951.189493,1954.88201,1984.031455,2023.439046,2038.17983,2025.835474,2061.734507,2129.967115,2141.30617
UKR,NA,14707.01329,12938.86615,10861.94505,8531.939404,7537.851798,6840.603476,6694.216561,6579.068677,6581.57371,7025.518037,7842.052302,8355.965496,9247.941041,10460.24527,10840.06759,11673.88575,12761.7259,13073.72106,11077.57341,11607.55114,12179.58427,12309.84464,12335.80607,12256.45942,11092.35804,11409.38265,12143.06427,12657.64345,13199.61072,12574.62096
UMC,NA,NA,NA,NA,NA,5891.355093,6079.070679,6337.436318,6389.236506,6524.412597,6908.361129,7091.810765,7372.518967,7758.303169,8304.11385,8841.578767,9585.742511,10428.32595,11028.32898,11107.70665,11863.45238,12579.32458,13208.09989,13795.57265,14392.94501,14841.71092,15300.13657,15966.37985,16527.15603,17094.94691,NA
URY,10699.72094,11130.23396,11984.48632,12230.23603,12993.59302,12746.59992,13386.57827,14520.43197,15075.18001,14797.83126,14447.51062,13863.3048,12897.16038,12446.6241,13048.45198,14226.02691,14884.97111,15828.80658,16795.82012,17404.48668,18614.31494,19578.65084,19381.35229,20666.30685,21004.10291,21439.38821,21673.46004,21733.33255,21729.8853,21884.0228,20493.55832
USA,40911.5681,40298.30871,41128.18258,41697.6128,42789.63083,43439.83005,44564.40868,45939.01511,47404.37457,49126.11195,50625.5624,50688.07862,51071.19759,52131.93791,53682.66078,55034.65737,55933.91436,56660.77788,56209.00944,54275.11234,55380.07221,55946.48365,56740.1565,57355.37133,58376.42303,59637.26384,60239.76656,61412.99001,62850.3919,63840.62803,NA
UZB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6652.452975,NA,NA,NA
VCT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12188.7601,NA,NA,NA
VEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VNM,NA,NA,NA,NA,2054.548677,2242.218962,2404.070105,2557.974413,2670.734515,2778.094707,3143.878709,3308.596974,3483.374987,3679.844362,3941.352215,3884.550919,4103.807192,4328.235492,4519.959748,4273.951113,4920.812466,5146.678704,5369.603609,5586.527279,5828.316514,6130.005179,6504.095653,6648.619157,7115.530111,7579.775151,7784.179375
VUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2564.898376,2601.911496,2621.744066,2652.124212,2868.341178,2874.963014,3103.477119,3016.259133,2995.549857,3028.405744,2875.619621,2977.704969,3006.015649,2928.005783,2955.150065,3044.847657,3127.889559,3325.825709,2729.366155
WLD,9899.999778,9860.414527,9793.784876,9724.103623,9761.308887,9862.353516,10074.76814,10320.51914,10459.65396,10694.49779,11054.04934,11168.49823,11306.92115,11587.71128,12015.81627,12393.06047,12880.19892,13375.38378,13541.27563,13264.81464,13744.68313,14126.90119,14396.49122,14689.11161,15048.55735,15379.5057,15687.95602,16122.10858,16484.82771,16790.50017,NA
WSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6273.621343,NA,NA,NA
XKX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7437.298287,7935.578397,8271.287448,8281.510486,8488.044289,8851.913405,9085.430166,9277.787542,9400.141002,9874.182369,10299.60697,10739.61596,11073.91246,11745.56302,11045.29999
YEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZAF,9974.994846,9725.791897,9312.597217,9212.296368,9312.298966,9387.379927,9582.03798,9660.657104,9537.183714,9617.401242,9881.362921,9941.190767,10238.53426,10388.18365,10807.16667,11233.34593,11711.35233,12010.28803,12251.73302,11999.96455,12195.41875,12346.55133,12404.11341,12523.9027,12549.8962,12528.09378,12355.72441,12320.42684,12229.11056,12129.23074,11246.46638
ZMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330.552717,NA,NA,NA
ZWE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796.633499,2168.769703,2389.612424,2771.159536,2875.757148,2901.298513,2858.616749,2884.15605,3207.887558,3262.224759,NA,NA
