Row Labels,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NAC,54.7682457,55.67101288,55.80818558,56.05982971,56.53109741,56.49601746,56.91952133,57.1799736,57.57110596,57.84477615,58.05118179,57.95757675,58.02289581,57.9781189,58.81158447,59.55110931,59.73558426,59.26114655,59.29772186,60.17219543,60.6209259,61.87914658,62.47986603,63.08176422,63.2666626,64.07604218,64.48754883,66.31703186,67.05532074,67.24093628,67.53900146,67.72830963,67.07270813,67.51467896,68.02849579,68.24794006,68.5640564,69.48210907,69.07724762,68.99290466,69.33571625,69.54322815,69.4201889,69.64617157,70.03383636,69.96764374,70.29064941,70.29468536,70.30062866
NAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.57100296,38.97460556,38.67450714,43.74515533,41.49500656,43.54714203,48.16535187,48.85017395,49.3824501,48.11411285,50.29918289,51.02498627,51.57088089,52.00231552,53.57025146,54.04876709,54.94393539,56.54586029,56.57128143,56.96139908,57.05674362,56.74398804,57.27959824,56.85432816,58.47807693,57.50615311,58.26121521,58.01429367,58.78251266
NCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NER,18.42594337,18.34931946,20.11333847,20.20884895,20.86592102,21.22384644,22.85331154,23.50570107,24.8759613,25.11080551,26.08371925,26.19785309,25.79413795,25.75511551,28.32905006,29.53133392,28.63857079,28.491539,28.21993256,26.96063995,26.09736443,26.48058319,27.03087616,28.36381912,31.8722477,31.54701614,28.442873,30.85362816,32.11822891,32.14393234,31.57852364,31.72617912,32.42576218,33.13040543,35.22328568,36.37833023,37.84416199,36.9461174,37.51828003,40.35503387,41.04656982,39.57512665,42.24907684,42.80222702,44.79883575,44.90499115,44.92003632,46.00996399,45.55532455
NGA,30.40978813,32.29907608,32.25582504,33.46949768,34.97028351,36.32052612,36.6450119,37.5946846,40.16222382,40.52898788,42.38998032,38.83750916,38.30338669,38.92437744,36.98583984,37.01387787,37.71825409,38.26127625,39.56912994,37.88461304,39.71835709,41.95061111,42.5101738,47.30892181,45.96654129,42.98084259,42.74442673,43.92517853,44.6076622,47.97915268,49.16013718,49.66457748,49.13323593,49.74345398,49.59858704,50.88506699,52.12316513,53.77319717,54.31477737,55.98781586,56.13801575,57.2345314,57.52296066,57.18365479,55.99074554,55.99911499,55.18994141,55.57759857,55.72794724
NIC,37.55438995,38.07854462,38.65826416,39.37951279,39.6651535,39.75209427,39.99158478,40.93532562,39.27449036,41.00415421,38.82418442,40.43896103,39.40075302,40.25798035,39.87254333,40.94521713,39.84028625,37.10258102,38.6216774,42.71035385,42.99248505,43.1216011,43.61616898,44.7272377,41.5553894,43.59848022,45.92910385,46.89422607,48.479496,50.52101898,52.45222473,52.74045944,52.10017776,52.97620392,52.95659256,52.96673203,55.20924377,56.98741913,57.28030777,57.82676315,58.39686203,58.8886528,59.57859421,60.25734711,59.06987381,59.60409927,60.16577148,60.67111206,59.95191193
NLD,72.8205719,74.16614532,74.76786804,75.04945374,75.9247818,76.03739166,76.62866974,76.72216797,76.86329651,78.83909607,79.16215515,79.82889557,80.31775665,80.19143677,80.38919067,80.86355591,79.31267548,79.17304993,78.78211212,78.83339691,78.36367798,80.22305298,81.62293243,82.45610046,82.1661377,82.34044647,82.27449799,82.9961319,83.63283539,84.79904175,86.00965118,86.2213974,84.66870117,85.82633209,86.45043945,86.60124969,86.97780609,88.48589325,87.99868011,87.85664368,88.1945343,88.5697403,89.02636719,89.2638092,90.07546234,90.6412735,90.36908722,90.64873505,90.68347168
NOR,69.84854126,70.5424881,70.21608734,70.68560791,71.43197632,71.54079437,72.109375,72.51750183,73.63414001,74.34567261,74.94841003,74.74323273,75.08236694,75.53044891,76.27028656,77.3588562,77.36845398,77.07778931,76.2423172,74.81254578,74.87722778,76.92714691,77.39504242,78.6646347,79.69083405,79.98316193,80.73256683,81.70466614,81.85211182,82.05217743,83.60152435,84.26420593,82.51210022,83.02865601,83.67980194,82.98233032,83.73000336,84.88769531,85.04171753,85.4549408,85.02416229,84.70205688,85.21432495,84.97105408,84.57617188,86.02075195,85.96530914,85.72420502,85.47407532
NPL,14.84277821,15.06298542,15.23144436,15.55759907,19.34932137,16.1204834,16.14508247,16.56898499,20.3466835,20.68872643,21.0490818,20.80836678,20.57905579,18.35474396,18.52108765,22.85494804,23.63992882,24.70454979,25.31489372,25.34909439,25.43342209,26.32030869,28.39259338,29.43079376,30.18861961,31.93070412,31.33268166,32.32471466,31.84227371,33.49125671,33.48330307,33.01309586,33.11421585,33.71640396,36.38781357,36.9212265,39.09584045,41.77154541,41.98566055,43.22261047,43.72650528,44.13179016,44.72956085,45.49615097,46.8129158,46.50601959,47.48127365,47.65394592,48.03896713
NZL,55.1034584,55.61040878,56.44551849,57.02508926,58.0896225,58.46847534,60.46198654,60.84340668,60.52483749,60.6845665,60.8435936,61.0746727,61.12039566,61.01279068,62.73260498,63.14103699,63.06085968,62.5633316,64.44876099,64.27444458,64.17939758,65.72254944,67.05950928,68.10181427,69.06748199,70.03785706,70.49357605,71.03904724,71.79399872,73.93650055,75.8706665,76.31604767,75.5158844,74.86447144,75.18685913,74.93123627,75.84393311,76.80258179,77.42153931,77.38183594,77.32357788,77.33969116,76.90567017,76.38075256,77.03250885,76.75071716,76.99753571,77.0700531,77.21834564
OMN,36.13715363,36.12351608,36.05734253,38.18261719,37.51580048,38.5207634,37.87492752,38.20285416,38.18300247,39.62460327,39.85303497,40.66483307,41.65180588,42.06514359,42.19210052,42.93199921,44.38858414,44.03539276,43.504673,43.53437424,43.86026764,45.1301918,44.91172028,45.78189087,46.18935013,47.27226639,47.67741776,49.07129669,52.09869766,51.44128036,51.6617775,53.16592407,51.4668808,52.21741867,53.67919159,55.17926788,56.77488327,58.99063492,59.04049683,60.25700378,61.0134697,62.10276794,63.59124756,63.76102066,63.72190094,62.65824509,62.7064209,63.18844223,63.73450851
PAK,30.46973038,30.46439552,31.43869781,33.29829025,33.57075882,33.09825897,33.27178574,33.6319809,34.82614899,34.53059769,33.87608719,33.7622261,33.27658844,33.99342346,33.95459747,34.50979614,34.60435486,34.03130722,34.11862183,37.76882172,38.39638901,39.20835114,39.89876556,40.98345566,42.11029816,42.77357101,43.63824844,44.49429703,44.48275757,45.31729126,45.98885727,47.43688202,48.58769989,48.56611633,49.22974396,51.43017578,53.04493332,53.93760681,54.80961227,54.2926712,55.12310791,54.47898483,55.08641052,54.76824188,54.07765579,53.39179993,53.95947647,53.98590469,53.92336273
PAN,42.4302597,44.33625793,45.65887451,50.14971542,51.47873306,48.12958145,49.17717743,49.42238235,49.87973785,49.78896713,49.89038086,49.49287033,50.36820602,51.75153732,51.22932434,52.21995544,52.10523987,51.32199478,50.36537552,52.98953629,52.97161102,52.417202,52.30244064,52.33129501,52.48827362,53.71368408,54.616642,55.24662399,56.56568527,57.37211227,58.4120636,59.21212006,58.16517258,58.82070923,58.44052505,62.7115593,64.93384552,66.49044037,67.78042603,68.12230682,69.1381073,70.6890564,70.98080444,70.60362244,70.73854065,71.0756073,71.00486755,70.79412079,71.06602478
PER,39.10868835,40.03352737,39.29524231,42.16467667,42.82312775,41.46351624,39.36169434,40.50826645,42.43212128,43.39103699,43.14306259,42.87625504,42.66785049,44.43937302,43.85387802,44.18933487,44.03570557,42.50355148,46.03030396,43.4214592,42.91539001,45.40942764,47.07978439,45.85347366,47.72839737,49.50307846,50.94295502,52.94512558,53.24871063,54.06392288,58.66638184,59.7712822,58.59539795,59.36748123,60.94097519,62.89202881,64.27822876,65.79428864,68.02274323,67.34807587,67.71951294,69.54425812,69.63466644,69.16091919,69.62523651,68.94346619,68.7999649,68.9174881,68.89722443
PHL,32.32051849,32.70319366,32.67259598,32.6431427,34.11988449,34.43076324,37.80723572,38.65859222,39.43575668,40.11689758,41.49581909,41.90211868,42.48363876,42.82027054,42.75610733,44.94976044,44.93258286,44.20783997,44.63807678,44.26761627,43.53202057,44.95304108,51.38789368,52.90272522,54.16069412,56.00576782,53.901371,56.60025787,57.45918274,60.59394455,63.04403687,63.96295166,61.56583405,62.12890244,63.69779205,64.65450287,64.85480499,65.10289001,64.51457977,64.61170197,64.01550293,63.91197586,64.09564972,64.29553223,64.52745819,64.54286957,64.92378998,66.67175293,66.91431427
PLW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.21377563,40.16537857,40.36433411,40.84000397,40.55696487,41.37284851,42.07287598,41.675354,41.52471542,41.85045624,42.91419601,48.16982651,48.25055695,48.75313568,48.05537796,47.86848068,49.04630661,49.66003036,49.37358093,49.98624802,49.56781006,44.49359894,44.31185532,44.72801208,44.34865952
PNG,NA,NA,NA,NA,NA,29.4972229,30.98143005,33.21538162,32.81312943,33.77210617,35.55784988,37.31982422,38.00788498,37.43651962,36.94555283,36.99469376,37.1009407,36.68080521,36.80533218,36.89484787,38.46197891,38.58502197,38.54411697,38.22140121,36.41641617,38.53264618,36.84143829,38.3771286,39.3288269,40.35715866,40.10068893,40.86890411,41.59832764,43.34733582,43.1534462,45.00905228,45.03524399,45.81110382,46.23381424,46.92528152,48.15167236,51.56126022,52.40110397,52.66675949,50.52529907,50.79956436,50.00125885,51.45507431,52.04750443
POL,41.4815979,41.64830017,41.51132584,44.96493912,45.82937622,46.2427597,46.45922089,46.74632645,48.96505737,50.98245621,51.41453934,52.00647736,51.69105911,51.62580109,51.96313477,51.95901871,51.82748032,51.39899445,50.00531006,49.71572113,51.06283951,52.43814468,55.42855835,58.47181702,60.60002518,62.26656342,61.96160889,63.11072922,64.53527832,65.35286713,67.65335846,67.80735016,69.93269348,71.23327637,75.19612122,74.69366455,75.64421844,77.53449249,77.3130188,77.43882751,77.30593872,77.45429993,78.51014709,78.81978607,79.79010773,80.4043808,80.58226776,80.07239532,79.67440796
PRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRT,49.53286743,49.89437866,50.13492966,50.47834396,51.40258408,52.25491333,51.99382401,52.76159668,53.95904922,54.72046661,56.73031235,57.55585861,58.89870453,59.88228226,61.45856476,60.91562271,59.61458969,59.06272125,59.48734283,59.42173767,60.16762924,63.14750671,66.81139374,69.79616547,71.05818176,72.3747406,73.23916626,74.40730286,75.58695984,75.92546082,78.24080658,79.25785065,77.4208374,78.37258148,79.18425751,79.08312988,80.02986908,81.643013,81.23757935,81.17100525,81.66177368,82.31754303,82.10321045,81.40851593,82.8207016,83.14069366,83.46302795,84.74508667,84.88062286
PRY,30.0206604,30.34589767,30.56722832,30.5966568,30.84339333,31.62102318,31.95121765,32.7878685,35.31216431,35.18085861,34.35677719,34.30387878,33.24572754,33.21718216,34.19005203,35.62002945,35.68880081,35.55005646,35.3915863,35.58808899,37.01680374,37.04387665,39.26390457,40.9426384,43.10390472,45.93202591,45.93071365,48.13763046,48.72907257,48.43385315,49.66518021,53.54116821,53.94142914,55.03838348,55.78094101,56.72978973,57.6693306,58.67551804,58.87592697,60.53683853,61.06225967,61.21577072,61.70113754,61.66334152,61.18585587,63.43331146,62.94122696,62.18735123,61.85544968
PYF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QAT,NA,43.62195969,44.8242569,46.31177521,44.82550049,46.19519043,45.50585556,45.93547821,46.65523148,47.04309845,47.24002457,48.02626038,47.79278946,47.50838852,47.94128036,48.00437546,47.47434998,47.61639404,47.37324142,47.1219635,47.48607254,48.27490616,48.52964783,48.38116074,48.69525146,50.13635254,53.43477249,54.20972061,55.25412369,56.6546936,56.91505814,58.21191788,57.20613861,58.26151657,58.5550499,60.41704941,65.71965027,67.65418243,67.99045563,70.9601593,70.91662598,71.62245178,72.45441437,74.29353333,75.22121429,75.00576782,74.86094666,75.26220703,75.32215881
ROM,36.96504593,37.23317337,38.46406555,38.44647598,40.27214432,41.00392151,43.78794098,44.10692978,45.46665573,46.26651764,46.98096466,47.72862244,47.9657402,48.07998276,48.00278854,48.02765274,48.07160568,46.79997253,44.54369736,43.17692947,42.86376953,47.28394699,49.38577271,51.73524857,54.71217346,56.81983566,58.1098175,59.99986267,60.40591049,60.5203476,63.19321442,64.02196503,65.99462891,66.56628418,68.44515228,71.69481659,72.48435974,76.42992401,76.39421844,75.93109131,76.33774567,76.57247925,77.20952606,77.63091278,78.99410248,79.55838776,79.57468414,79.84880829,79.29302979
RUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.49064636,49.66220093,50.3645668,54.56245041,56.16135406,58.02797699,59.77704239,60.69534683,62.77649689,62.58442688,64.58854675,63.86049652,65.44247437,66.7538147,65.64315796,66.18408203,66.80661774,69.00197601,69.17789459,70.13530731,70.08148193,70.02146912,70.73090363,71.47920227,71.25905609,72.05255127,72.3835144,72.10813141,71.93984222
RWA,18.61260033,18.68953133,18.3887291,18.80583954,19.44290733,19.86362457,20.42160416,21.33518982,21.58981895,21.88440323,21.77092934,22.91779709,22.3930912,22.17789459,22.11493111,22.12853622,22.87311363,22.9542942,23.00875092,22.60299683,22.73218346,24.62703323,23.61959076,24.14060974,26.73288918,27.16103363,25.79422188,25.84972,26.20131683,27.69469643,29.32956123,31.53913498,31.01856041,31.37234306,32.40652084,35.67354584,37.01362228,38.17224503,40.5312233,42.91062546,46.31570816,47.95563889,48.48271179,48.87655258,50.30802155,51.3572731,51.3973732,51.83916473,51.61412048
SAS,25.50249863,25.03315926,25.24217415,25.63605118,26.15508652,25.77388763,25.87461662,26.36958504,27.47113037,27.61000443,28.11379623,28.35613823,28.52824783,28.34777832,28.13777161,28.48446655,28.80201149,29.08226585,29.93642235,30.2848568,30.39893341,31.11659431,31.95560074,32.36901855,34.01855087,34.51511765,34.84789658,35.40459061,35.88474655,36.80409622,37.78094101,38.39728546,39.12578964,39.8184967,41.46691895,42.72652435,44.5907135,45.96952057,46.87678528,46.77134323,47.92855835,48.76209259,49.18647766,49.33116913,49.9091835,49.97360611,50.10824966,50.41281509,50.75138474
SAU,40.1348877,41.10893631,40.38002014,42.82111359,41.66026688,43.40591431,44.60810852,45.66101074,46.50484085,46.81872177,47.32176208,49.13902664,50.03386307,51.48251724,52.03530884,51.85023117,51.79906845,51.07982635,50.07646179,49.47349548,50.0193634,51.92564392,51.26987457,54.68782425,54.93837357,51.56427002,53.50178528,54.20549011,55.97761917,56.31402969,56.68275833,57.26097488,57.84538269,58.52938461,59.01545334,59.70383072,61.85949326,65.04071808,65.88238525,67.33431244,67.64318848,67.16092682,65.69219971,66.30097961,66.03285217,66.03796387,65.94673157,66.9106369,67.72692871
SDN,24.48848915,24.72913551,25.61658287,25.93634415,26.55317497,26.65117073,26.55698204,26.7531147,27.69732094,27.85495377,29.66766739,29.45921898,29.41010475,30.26818085,29.16518974,28.47873497,28.12723351,28.44877625,28.86517715,31.96410561,31.40324974,29.94307709,30.57631874,29.42188644,29.26272202,30.05995941,30.66704369,30.36758232,32.14025879,34.15129471,35.84236145,37.09942245,38.11901093,39.3208046,39.93552017,41.12252045,42.27507401,42.53402328,41.88716125,41.80468369,42.22180939,42.84658432,42.7349205,43.94813919,43.00951767,42.61974335,42.6601944,44.40240479,46.33828354
SEN,30.28193283,31.13463211,31.92542839,32.07333755,37.35950851,38.03071976,38.55941772,36.32902908,40.90713882,40.93360519,41.74793243,43.73300171,43.17241287,44.17028046,45.00666428,41.26192856,40.72276306,39.73323441,42.01530075,41.46068192,41.35494232,42.727211,43.07160568,43.39480591,45.87268448,46.76899338,44.57470322,45.16698074,46.8118515,48.06198502,49.09292221,49.93673706,50.21601486,51.70927811,53.77958679,55.12678528,55.12957382,57.06448364,58.00550079,58.25888824,58.47715759,59.28047562,60.46655655,60.48789215,61.13674927,60.71521759,60.68783951,61.49918365,61.83421707
SGP,53.13709641,53.67240524,55.38737869,57.07607269,57.12034988,58.91883087,59.74705887,60.47031784,62.78398132,63.45513153,64.27429962,64.81363678,64.80461884,65.11445618,64.9697876,65.67678833,66.35748291,66.50153351,66.5011673,69.75492096,70.50553894,69.90090942,73.07347107,73.43891144,73.5849762,74.32025909,75.22001648,76.04856873,76.5056076,77.64713287,78.71219635,80.20061493,79.84715271,80.84786987,80.22161102,77.56361389,81.8680954,83.5925827,84.03730011,84.19708252,84.69952393,84.39118195,84.34211731,84.08361053,82.23257446,82.19094849,82.64575958,83.34835052,83.49008179
SLB,NA,NA,NA,NA,NA,NA,NA,NA,26.69791603,26.72395325,29.23409843,28.12179756,28.95959663,29.88845444,29.16454697,28.16054726,30.13354683,30.01099014,29.16960716,29.21770287,29.07216072,29.88389969,29.42657852,29.37103844,28.87379456,28.39095688,28.3422966,29.06977081,29.26076889,30.24357033,29.25559616,28.41774559,26.99354935,31.07977486,31.34808159,32.00663757,33.9739151,35.92230225,36.71755981,36.87070847,39.1686058,38.48555756,38.19792175,38.21306229,38.4801445,38.89983368,42.63408661,42.95441818,42.48088455
SLE,22.0074749,22.78773499,23.05416489,23.19421387,23.60382271,23.1725502,23.93990517,24.77214241,25.09341049,25.65803909,26.47250938,26.11562157,25.00836945,25.7464695,26.11307907,26.66490364,29.60602951,30.14657211,26.37754631,27.8506012,31.24471283,29.41296959,28.47694588,26.95892334,29.37852478,29.52120018,27.05337143,25.74852753,27.50309753,28.74412537,30.14677238,29.33428764,29.31365204,30.5488739,37.67744064,38.70738983,38.82325363,38.81230545,40.32873154,38.97888947,42.09651566,46.33683777,46.54581451,46.581604,46.58644485,45.92499542,45.91507339,45.71123123,45.53132629
SLV,36.4896431,37.53588104,38.18471146,38.52854538,40.12659454,40.52340698,41.103405,40.62309265,42.74058151,42.89216232,42.97282028,41.78425598,41.52984619,42.3036499,42.47675323,42.14505005,42.08937836,41.62273407,40.62888336,40.32584,39.95122528,39.51771164,41.27669907,42.5403862,45.9209137,47.81820679,50.2750206,51.10506821,53.39240646,55.23187256,55.77648163,57.10397339,56.91786575,57.33874893,58.35004807,60.02309418,61.44982147,64.240242,63.93306351,63.39664841,63.51632309,63.39749908,63.29214478,63.90441895,65.64273834,64.53052521,64.76920319,64.99356079,65.03969574
SMR,37.94651031,38.04154205,38.24674225,38.35691071,38.87207413,39.54955292,38.63881683,38.51351547,38.29317856,40.25988007,40.41379547,40.35433197,40.1375885,40.13196564,40.02026367,40.11562347,40.46747208,40.23894119,40.60861588,41.49710083,41.39921951,40.60009003,43.28579712,43.10826111,42.93804169,43.14073944,43.21229553,43.35455322,43.40620041,46.03632736,46.23554611,46.2000618,48.66493225,49.16145706,49.53465271,50.22050476,51.28065491,52.52194595,52.44134903,54.06562424,55.20742416,55.12786484,54.70357132,55.20349503,54.46863937,54.82323837,56.67020416,57.07479095,56.97442627
SOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.76879692,23.14020538,23.67218399,23.63489532,24.14165878,23.9545517,24.31518173,24.9371376,24.7028656,24.30101776,24.65132713,24.42822647,24.75176239,24.65116882,24.77651024,24.75786018,25.26016998,25.83761787,26.23418617,26.75507355,26.69026756,26.76441383,26.72944641,25.40173149,25.83422279,25.73444176,25.37145233,25.98967743,26.23610878,26.98378563,28.95239258,29.72730064,30.62819672,30.00137711,30.1638279
SRB,38.4594841,38.4594841,38.52769089,38.52769089,39.70203018,40.25878143,40.25878143,40.53509521,40.77687073,41.42153549,41.39657974,41.366539,41.33491135,41.29258347,41.25267029,41.23004913,41.1868782,41.1484642,41.11629105,41.38968277,44.29879379,44.94356155,44.90042114,45.14336777,42.24072647,42.93367386,43.56020355,43.88251114,44.34768295,45.12998199,49.40851593,50.39011383,54.62612534,57.45939255,60.04617691,61.51697922,66.20545197,68.90799713,69.54267883,70.06062317,71.79404449,73.0207901,74.2009964,74.50806427,75.52539063,76.30830383,77.36291504,78.81921387,78.34004974
SSF,27.790205,28.25841904,28.67769623,29.31131172,29.58761024,29.28482246,29.80084991,30.19293404,30.75227737,30.89435959,31.40529251,31.6493454,31.7080307,32.12546158,32.21178818,32.6219101,32.77812958,32.62448883,32.49948883,32.6642189,33.14638901,33.84589386,34.26790237,34.97132492,36.41526794,37.05999374,36.76070786,37.25876999,38.37768555,39.43150711,40.20096207,40.87839127,40.84710693,41.94462585,42.95638657,43.68241119,44.57310104,45.65909958,46.28974533,46.73451614,47.52291489,48.03939438,48.67224503,49.15927505,49.68781281,49.65492249,49.79169846,50.09637451,50.13128662
STP,NA,NA,NA,NA,NA,27.7121563,27.52936363,27.48908997,27.68258095,27.42970657,28.22903061,28.63932419,29.0531826,29.35023499,30.03637695,29.61075783,29.48313141,29.09999657,29.08432198,28.97496796,29.55641365,29.83086014,30.87068558,31.16916847,32.09898758,34.22058105,33.49381256,33.31418991,33.34892273,34.21233749,36.31143951,36.81100082,36.60302353,37.49596786,37.4596405,37.24041367,39.60248566,40.93653107,39.34554672,41.05245209,41.24980545,42.40790558,41.94987869,44.36771774,44.99194717,45.84026337,45.99433517,45.83819199,44.28477478
SUR,NA,NA,NA,NA,NA,36.37549591,36.62287903,36.38729095,36.44457626,36.64370346,37.03223801,36.35363388,36.43311691,35.14787674,34.86903381,34.87070084,34.7219429,33.84984207,34.64414978,38.26747894,39.15711975,39.10386276,39.34030914,38.64130783,39.41907501,45.84035873,41.94122696,42.39420319,42.37514114,43.29127121,42.99176788,44.12295151,43.44026184,44.36681747,44.35791016,45.09345627,44.84160614,45.00908279,45.66641235,45.89654922,46.59503937,48.99113464,49.12514496,49.48815918,49.38306427,48.49122238,51.59233475,53.96230316,53.61720657
SVK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8488884,58.01539993,60.1635704,61.2665863,62.98244095,63.68815231,64.44237518,67.49204254,70.34322357,70.37076569,73.27191162,77.82023621,78.9246521,79.78797913,81.53295898,81.31442261,81.38526154,81.49240112,81.51451874,81.33670044,81.47438812,82.23722076,82.15382385,81.90197754,83.121315,82.66189575
SVN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.38401031,47.32902908,50.93334961,54.34972,54.61833572,57.44118118,63.24488068,64.95516205,65.57182312,68.71646118,69.79483032,70.04987335,72.32019806,74.57589722,74.99829102,76.17722321,78.49538422,78.96248627,78.21376801,78.60175323,79.10089874,78.86476135,79.15943909,80.20832825,80.3465271,80.74604797,80.78375244,81.20718384
SWE,69.14054871,69.52052307,69.63792419,71.1975708,72.11305237,71.82720184,72.17503357,72.46940613,73.37743378,74.23895264,74.59597015,75.56816101,76.94468689,77.68371582,77.69198608,78.42069244,77.47171021,77.62523651,77.06327057,76.24127197,76.32310486,78.46168518,78.48849487,79.94398499,81.64646912,82.70901489,82.50847626,83.95462036,84.87690735,85.62762451,87.17939758,87.39648438,86.99562836,87.44921112,87.51737213,88.02154541,88.05977631,89.04785919,88.85741425,88.73150635,88.74034119,88.44277954,88.19303131,87.97509003,89.7203598,89.71762085,89.25530243,89.24848175,89.43795013
SWZ,31.29982376,31.06377411,32.2681427,31.78643036,32.07615662,32.66909409,33.15943527,33.74977875,35.88097382,35.73529434,35.53142929,35.71677399,36.36518097,36.43346786,36.59831619,36.7806282,36.75223541,37.01574707,37.11386108,37.88139343,38.58615875,38.89337921,38.99785233,39.48432159,39.93207932,40.32529068,40.06322479,39.59255981,40.45555878,41.41409683,43.64723587,43.38583755,43.97463226,43.58440399,43.27391815,42.82985687,44.08148575,44.84814453,45.72594452,46.97258377,47.15865707,45.04048538,44.56988907,44.98052979,45.8758812,46.44723129,47.6516304,47.91111755,45.77325821
SYC,41.43556213,41.90654373,42.02793121,42.68714523,42.66716385,42.46989822,42.70550919,43.5824585,43.37277603,43.11321259,42.82551956,41.9419136,42.01602936,42.17527771,42.22584534,42.80335617,41.24909973,40.62858963,41.2375679,40.2530899,39.99796677,40.67406845,39.67717743,40.7082901,42.09030533,43.11723328,45.46357346,44.38680267,46.54885483,47.79991913,51.07939529,51.46007919,53.21449661,53.25033188,51.04172134,51.81155396,53.70425034,55.26176071,58.67502975,59.46230698,58.42366028,59.13428879,61.1084938,61.76968384,61.45934296,62.27496719,62.95145035,62.85013199,63.75707626
SYR,26.34239197,26.9184227,27.72977638,28.91493797,29.45254898,31.10766602,32.07061386,35.29484177,36.44784164,37.15516663,36.06471252,35.40790939,35.19558716,36.41506195,36.49263763,37.15626907,37.96435547,38.24427032,38.09606934,38.98313141,38.46297073,39.53637314,39.91084671,40.64797974,42.85969162,42.52954865,42.51089859,42.11591721,41.89821243,42.38444519,42.5355835,42.54384232,42.66683578,43.46244049,45.83656693,47.45129013,48.10796738,49.46225357,50.86001205,51.54459763,52.10622787,52.56037903,51.18615341,50.76716232,50.26760101,50.52997589,50.4693718,50.50767899,50.8315773
TCD,20.08489037,19.77939987,20.81576538,21.94141769,22.26190186,22.35776329,23.25339508,24.34593773,24.27890778,21.55265999,20.90410614,21.22398949,20.59648514,23.14304733,23.91724777,24.20720673,24.97753906,25.07431602,24.10863686,23.8309288,23.72712517,23.51968765,23.54076385,25.94099426,31.61829567,32.66880035,27.14731407,27.81069183,32.77752304,34.38133621,29.64327812,31.42486,32.59578705,33.05629349,36.71649551,35.99195099,37.20894241,37.08464813,37.30104065,37.57965088,37.31555557,37.69288254,38.51098633,38.66038895,40.28048706,40.4641037,40.31031418,40.89545059,41.43304443
TGO,26.68706894,25.75414467,26.4989872,26.53982544,28.20963097,29.19337845,30.495821,32.20177841,35.15336227,34.61693954,35.42082596,35.54953384,36.76462555,37.10958862,37.97319412,38.89150238,38.24728012,37.28916931,36.72863388,39.63894653,39.08175278,36.6669426,36.55693817,38.58641052,41.91778564,42.4058876,43.36961365,42.92577744,43.12778473,43.65409851,42.33047104,39.24037933,39.1793251,43.13449478,45.33850098,46.40180588,47.99026108,48.56490326,49.5033493,50.80488586,51.74191284,53.46477127,54.0062561,54.07839966,52.13796234,52.41575623,52.41410446,52.72424698,52.4467926
THA,31.00591087,31.35389328,32.37477875,33.02463531,34.09788132,34.22446823,34.56010437,33.63801193,34.73045349,36.21208572,37.17178726,37.80052948,37.6292305,38.13447571,38.639534,40.78058624,41.21651077,42.13399124,42.66732407,43.08669281,44.29555511,47.99085999,50.6621666,51.88672638,52.12501144,53.88482666,55.53700256,58.17501068,59.71054459,60.16585159,62.62712097,64.51016998,63.75007248,63.2967453,64.43727875,65.3753891,67.17591095,67.39546967,68.68151855,68.3609848,68.35490417,69.91242218,71.48717499,71.02153015,71.68289948,70.55583954,71.87147522,72.3793335,72.46095276
