Row Labels,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
CPV,NA,NA,NA,NA,NA,27.72877502,27.89309311,27.69734764,27.97336006,29.15854454,29.80627441,31.45117569,32.42135239,33.57350922,33.26989746,33.34411621,33.20714569,32.34590912,32.14832687,32.67234039,34.60721207,35.80588913,36.94772339,39.45531464,41.95544815,38.51642227,39.22935486,40.06988144,40.00973511,41.69163132,46.96068192,47.4101181,43.68964005,44.48291779,44.87326431,46.14679337,47.00950623,47.37808228,47.58866119,48.0364151,49.15720749,49.18406296,49.68466187,49.81099319,49.78321075,49.56730652,50.5087738,55.8583374,56.28577423
CRI,42.60555649,44.16078186,44.58866119,46.38295364,46.15432358,46.79043579,46.74643326,47.57873154,48.22280121,48.3968811,48.79104233,51.12143707,51.51198196,51.46752548,51.16897583,51.03442383,50.14430618,49.71365738,49.29345322,48.57781982,48.95918274,48.83639908,48.70070267,50.85259628,52.27304459,53.5308342,55.27290344,57.20523453,59.20611191,62.01818466,61.04401016,61.49931717,61.79207993,63.2085228,62.81498718,63.84294891,65.55828094,67.22018433,66.42336273,66.09989929,66.32964325,67.16432953,66.99168396,67.4941864,68.41040039,67.71643066,70.85137939,71.2059021,71.49189758
CUB,34.81980515,34.32372284,34.37020111,34.63850403,36.46171951,37.81454086,38.00807571,38.65869141,38.5271492,38.51297379,39.43497467,40.10673141,40.16181183,40.10220718,40.0026741,40.10777664,40.04323196,39.5494194,39.6868248,39.81323242,38.63689041,38.07927322,37.53434753,39.6479454,44.76021194,47.37311172,49.25743103,50.1216774,46.25804138,47.41295624,48.0051918,49.23422241,49.23258209,50.3923111,50.95842361,51.31314087,52.86944962,54.34783554,55.43790054,55.28347015,56.32223129,57.15488052,56.472332,56.84592438,56.41257095,57.14934158,57.52952576,61.97940826,62.11653519
CYM,40.42350006,41.84086227,42.86399078,42.97021866,43.10522842,43.11491394,42.974823,43.12055206,43.24007797,43.32846832,43.25960159,42.94300842,42.79650116,42.57083511,42.4107933,42.23106384,42.13150024,41.97776794,41.7899704,41.68584061,41.60109711,41.61564636,41.81445694,41.87300873,41.92346191,42.07271194,42.26871872,42.40711975,42.75797272,42.99869156,44.93769073,44.83343124,45.31194687,45.20780563,45.36896515,45.71886826,44.01634598,44.05994034,44.12781143,44.6516571,46.36691284,46.13864517,45.68455124,45.60778809,45.59621048,45.24356461,44.94144058,44.86853027,44.7102623
CYP,48.47008896,48.88222504,49.08155441,49.62829971,50.40602112,51.45897293,52.02730942,52.51617432,52.71377182,53.10120773,51.86571884,51.63603592,52.31381607,52.82315826,52.2310524,53.12635803,52.84323502,53.45307922,53.43836975,53.93832016,55.21746063,56.93748474,56.75147247,58.28168869,58.90397263,60.30653,59.61964035,61.76832581,60.88694763,63.35108566,64.50376129,65.18688202,65.10274506,66.07506561,72.54275513,73.51922607,74.41383362,80.2831192,80.67598724,80.02009583,80.84745026,80.66860199,80.71671295,80.24620819,82.17758179,81.66072083,82.31349182,82.84501648,83.06269836
CZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.91008759,67.23281097,69.02835846,69.27633667,71.29280853,72.17456055,73.74517059,75.89508057,77.42001343,77.57107544,77.77674866,79.28283691,79.98543549,80.78661346,82.4421463,81.95857239,81.54972076,81.97323608,82.2273407,82.9052887,82.88043213,84.1920929,84.38271332,84.6806488,85.17424774,84.88253784
DEU,65.33131409,66.40384674,66.65604401,67.38962555,68.57393646,68.79904938,69.60821533,69.93834686,70.0938797,70.48767853,71.22292328,71.7835083,71.93212128,71.86325073,72.32357788,73.17316437,72.70754242,72.78743744,72.09221649,71.49003601,73.79910278,76.24505615,76.52146912,77.162117,77.1410675,77.34735107,77.90852356,79.56866455,80.4863205,81.39877319,83.57672119,83.70901489,83.24477386,84.40022278,84.75313568,85.55484772,86.1350174,87.56164551,87.06440735,86.70613861,86.76389313,86.97502899,87.27590942,87.25622559,87.83841705,87.81287384,88.41153717,88.90782166,88.82943726
DJI,NA,NA,NA,NA,NA,NA,NA,32.29961777,35.49546051,35.07957458,36.38084412,37.5058136,36.78047943,36.6720047,35.94267654,35.81967545,35.63407135,36.09772491,35.8783493,35.62566376,36.21769714,36.64673233,36.6692543,36.35773849,39.74209213,41.11295319,41.66783524,36.40546417,38.81040192,38.49415207,38.04855728,38.84039307,39.0807457,41.13505554,46.10674286,46.63417053,48.63337708,49.76722717,51.24123383,51.96152496,51.82151794,52.75085831,53.02833939,53.44817734,53.76489258,54.35492706,57.00080109,57.51054764,57.0218811
DMA,31.62289047,32.45554733,32.61794662,33.24193954,32.16251755,32.13205719,32.26935577,33.44365311,33.37405777,35.1832695,35.36172104,35.12900925,35.09469223,35.68992233,37.85961914,37.39531326,39.4483223,41.11941528,41.92982864,42.21896744,43.18375778,43.92314148,44.5330658,44.7991333,45.48233032,47.02584839,46.2290535,46.82850266,48.3482666,47.6022644,48.45970917,47.81865692,47.61174393,48.70355606,53.37508774,51.69388199,51.5914917,52.34679413,52.99777222,51.75894928,52.2339859,52.67934418,53.70256424,54.40810013,55.99544907,55.80802155,55.30736542,53.96671677,54.07738113
DNK,70.18488312,70.42739105,70.60743713,71.85586548,72.19281769,72.16098785,72.34728241,73.75492096,74.21492004,74.80595398,75.56421661,76.99820709,77.02005768,77.11760712,76.87562561,78.6293335,77.6026535,77.54382324,78.5239563,77.33097839,77.8081131,79.67597961,80.78250122,81.2338562,82.0129776,82.69377899,82.7039566,83.58267212,83.91763306,84.39494324,86.37413788,87.09552002,86.26615143,86.37303162,86.47119141,87.36073303,87.47184753,88.55091858,88.27261353,87.40219116,87.6929245,87.72576141,87.30442047,87.1272583,87.89053345,88.03852844,88.10570526,88.21958923,87.96261597
DOM,35.25829697,35.6606636,35.17453384,36.94467163,37.99010086,38.19451141,37.9006691,37.85130692,38.47197342,38.66020966,38.68258286,37.50891876,36.436203,37.08685684,36.49690247,41.02235413,40.47235107,41.06504822,41.61976624,40.89887619,40.15332413,39.61788177,39.75684738,41.21554184,40.25669479,43.06024551,43.18618774,43.71989059,44.82183456,47.34099579,51.58708954,53.395401,51.22685623,55.0667572,57.67085266,57.52207565,60.88357544,62.29830933,58.71922684,58.64905548,60.18720245,60.74654388,61.12908554,64.43671417,64.5554657,61.76031113,64.65223694,65.34073639,65.31124115
DZA,33.09306335,33.59313583,34.41958237,32.9859314,35.82691193,36.94607925,39.11130905,37.40805817,36.98692703,38.11095428,38.21996689,39.09147644,37.84333801,34.02369308,33.7762413,36.24819565,34.94667435,34.57485962,35.05946732,40.30974579,40.58061218,43.76475525,41.83995819,41.56778717,39.91267776,45.49297714,45.41220856,46.85187912,42.44727707,44.99610901,48.3179512,49.62829971,49.10338211,50.01778793,51.11877823,53.68226242,54.64596939,56.00307083,56.35723495,57.05754852,57.45628357,56.9668541,56.31874466,56.37730026,56.68309784,56.94377518,56.25134659,56.23929977,56.15036392
EAS,34.6825676,35.08091736,35.7035675,35.99728012,36.66947937,36.64144897,37.24401093,37.83763885,37.84533691,38.05259705,38.33506012,38.72335434,39.0448494,39.21866226,39.26455688,39.79758072,39.37482834,39.56086731,40.16539764,40.55299759,41.09268951,41.8105278,43.35310364,44.47623825,44.61293411,45.3759079,45.89587402,47.18881989,48.44620895,49.2753067,50.51443863,51.43035889,50.76887512,51.73936081,52.28110123,53.65672684,54.80421829,55.69245911,56.23643112,56.55505753,57.17424011,57.64652252,58.22593689,58.73097229,59.26626968,59.196064,59.6214447,59.92070389,59.77746201
ECS,53.64689636,54.2564888,54.51003265,55.02273941,55.72690201,56.10807419,56.68878937,57.15715408,57.6043396,58.3743248,58.76316452,59.2815094,59.20645142,59.74832153,60.05986404,60.5802803,60.42615128,60.21566391,59.91136169,59.88539886,58.83787918,51.79746246,53.37078857,55.36660385,56.52897263,57.94081497,59.10958862,60.7155571,61.64078522,62.79067993,64.47409058,65.33280182,65.51210022,66.45698547,67.58592224,68.30302429,69.62533569,71.53639984,72.02581787,72.13144684,72.56912231,72.80883026,73.32323456,73.35785675,73.95940399,74.15718842,74.44309998,74.83166504,74.92362213
ECU,39.28366089,40.24235916,40.811409,41.56252289,41.28372192,41.27473068,42.04857635,42.74569702,43.32621002,43.40600967,44.04450989,43.71130371,43.44843674,44.32611084,44.93503189,45.43518448,45.45712662,44.94987106,44.38722229,43.70084,46.67609406,47.4484024,48.25086975,50.52566528,51.6576767,48.8332634,49.6692276,53.7571907,52.16141129,54.45499039,55.35212708,54.40706253,54.69701767,55.9319725,57.79174042,58.81775284,59.24772263,60.498806,60.97514343,61.13809204,61.67528152,61.28532791,61.59122086,62.14744186,60.69989395,60.67681122,60.36154938,60.02859497,60.0507431
EGY,35.19004059,35.89806366,36.59669876,38.96406555,41.39575195,43.50749207,44.15696335,45.65322495,47.33197784,45.67506027,46.46105576,48.18880081,47.52917862,48.94620514,48.87696838,48.76462936,49.09871292,49.56142044,50.61816788,51.54394913,50.77737045,53.94796371,55.11741257,55.341259,58.07106781,58.06921768,57.79321289,58.69098663,59.18492126,59.73356247,60.36488342,60.91955185,59.17090988,59.39157486,61.23009872,63.8188591,65.27772522,66.93921661,68.39046478,67.58768463,68.17702484,67.3234024,66.87036133,65.69294739,66.11256409,64.02039337,63.69187164,67.82968903,68.33623505
ERI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.92695808,21.4895916,21.55189514,24.30593872,26.21940422,24.64648438,28.16877747,28.04441833,27.60221672,29.25080872,29.41298485,28.77050781,29.00956535,30.03284073,29.99838829,30.19232941,30.35103798,30.51311111,31.33757401,30.61589432,32.9325676,30.26701355,30.92016602,30.95655251,31.00012589,30.98931122
ESP,52.86565399,54.27191544,55.22616959,54.98207855,54.36144638,54.86096954,54.76831818,56.4957962,56.90154266,57.56986237,59.0535965,60.45741653,60.12129211,60.78567123,61.42866898,61.82551956,61.30435944,61.1255722,60.44248199,64.53881073,65.79083252,68.73854828,69.75463104,71.84776306,72.71205139,73.68946838,74.06050873,75.10401917,76.61081696,77.41239929,79.7467804,80.11810303,79.47093964,80.40428162,80.38565063,80.76545715,81.31079865,82.85109711,82.54505157,82.41796875,82.96317291,83.51267242,83.75714111,83.88436127,85.00251007,85.06420135,85.27404785,85.66074371,83.81448364
EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.72184753,48.90302658,51.09096909,55.53510666,61.92805481,64.49551392,68.59609222,69.53544617,70.28513336,71.66537476,72.98660278,72.61494446,73.82115173,76.00886536,76.04039764,77.08063507,78.58220673,79.30010986,79.20689392,79.97364044,81.20787811,81.71270752,81.69911194,81.99616241,82.79496002,82.70441437,82.87966919,82.90509033
ETH,19.68795204,20.15359306,20.32088661,20.17704201,20.24214172,20.7252655,20.41363907,20.69676399,20.27038002,20.76439857,20.76120567,21.17905617,21.55298233,21.53004074,21.74313545,22.13234711,22.36108208,22.33456993,22.11302757,22.16741562,22.35600471,22.50098419,23.93874168,24.06575012,29.45955658,30.68119049,27.34490395,27.74507332,29.31050491,30.05631447,30.24500275,31.15830421,31.90205002,37.35467911,38.89145279,39.83468246,40.1684761,40.65304947,41.53414154,41.4463501,43.07144165,44.0146904,43.65399933,43.65556335,44.48217392,44.37141418,44.27944183,44.09655762,45.47283173
FIN,58.29009247,59.51895523,60.17346191,59.78668976,61.65850449,61.72748184,63.21414185,64.34779358,65.83543396,66.71840668,68.79277802,69.59671021,70.18882751,70.15106201,71.98535919,73.10610199,72.36319733,72.79595947,72.11916351,70.10372925,70.94683838,74.07659912,75.48697662,77.17292786,78.16359711,79.21905518,80.25892639,81.32257843,81.84230804,82.4910202,84.31806183,84.72999573,83.61786652,84.04257202,85.17336273,84.40003204,85.38137054,86.64472198,86.50319672,85.68949127,85.96994019,86.15892029,86.72480011,86.43565369,87.47671509,87.15000916,87.27094269,87.71179199,87.70063019
FJI,33.66162872,33.78983307,34.6833725,34.28364563,35.35095978,35.03215408,35.48151398,35.91090775,39.49458313,39.7096405,40.3119278,41.0067749,41.043293,41.30337906,40.95623016,41.80329895,41.31249237,42.26834869,42.61888885,43.86807251,43.13729477,42.74671173,43.92000198,44.44920349,45.78738785,46.54372787,45.95549774,46.30338287,47.01197433,47.38089371,48.07084274,49.72584915,50.39404297,53.08694077,51.99732971,53.41513062,54.49399185,53.85818481,55.39528656,55.02958298,56.4254837,56.34539795,57.06840897,57.33031845,57.1645546,56.9863472,56.96543884,57.00127411,57.24092865
FRA,64.26226807,65.76494598,66.46861267,67.43727875,67.95124054,68.73838043,70.03397369,70.04531097,71.47042847,72.10037994,73.06017303,74.06089783,73.03752136,74.6905899,75.13333893,75.51486206,74.38123322,73.49321747,73.43976593,73.91572571,74.29431152,76.76210785,77.64556885,78.97912598,78.53093719,78.57078552,78.48790741,79.79421997,80.90032959,81.33231354,83.06929016,83.39846802,82.83778381,83.18464661,83.64381409,83.77903748,84.24488068,86.05245972,85.62773895,85.44120789,86.15357971,86.4081192,86.77622223,86.6400528,87.57788849,87.48548126,87.51512146,87.33824158,87.69213867
FRO,32.33338928,32.38817978,32.42856216,32.45890045,32.53815079,32.57853317,32.58525848,32.54639053,32.60118484,32.64071655,32.49285889,32.52454758,32.35554123,32.56921387,32.55484772,32.89738083,32.94986725,32.79611969,32.95845032,32.61723328,32.52871704,32.6361351,35.3383255,35.06219864,35.14810944,34.38550949,34.26078033,34.25869751,34.5338707,35.61594009,37.52851105,37.49249649,37.93234634,38.29122925,37.8094635,39.59780502,39.758255,41.02487183,41.28988647,40.71582794,41.10211945,41.66481781,41.94386673,42.10235596,42.17789841,42.12967682,42.2373848,42.23180389,42.35883713
FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.92611694,32.86029053,32.88421249,32.76771164,32.87576675,33.0659256,33.37001801,34.58465195,34.11237335,33.71915817,34.61502075,34.95183182,34.72539902,34.41341019,34.53264618,35.06315613,35.3439064,38.7188797,39.88755035,39.70130157,40.72393036,41.70008087,41.40037155,42.44036102,42.12760925,42.94829559,42.89928436,45.25507355,45.10663223,45.31114197,45.35464859,45.41041183,45.5713768
GAB,38.86158752,39.76564789,41.44965363,41.39640045,40.94384003,41.20637512,42.16968918,43.46505356,44.64398575,45.77620316,44.80892944,45.37896347,45.78885269,45.45941162,45.07947922,46.77277756,46.62459946,46.3826828,45.29613876,45.09742355,44.93296051,47.34240723,47.02416229,48.12532043,47.5318985,47.90365601,46.20993042,46.27032089,52.16640091,52.79152298,51.64870834,48.07235336,47.31320572,47.71080017,52.15964508,51.89085007,52.21654892,53.0865097,53.45531845,53.78584671,53.53298569,48.71443558,50.51044083,51.1421051,53.86950302,53.55583572,53.23390579,53.6500473,53.47439575
GBR,67.48366547,68.94235229,69.70330048,70.97976685,72.54354095,73.97615814,75.61419678,76.15951538,76.0038681,77.06799316,77.42331696,77.75799561,77.94047546,78.06111908,78.27267456,78.26939392,77.8515625,78.68618774,78.3007431,77.8730545,77.51881409,79.31113434,79.59480286,80.99432373,81.50018311,81.67411804,81.99595642,82.36250305,83.07019043,84.20669556,85.56684113,85.73715973,85.62621307,86.58282471,86.58337402,86.80644226,87.01792908,87.77145386,87.70536041,87.95755005,88.48379517,89.06985474,89.0234375,89.08348083,88.91355896,89.09926605,89.2674942,89.56878662,89.38970947
GEO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.32271957,32.4665451,34.14631271,34.8396759,38.68072128,40.52605057,42.71123123,44.79764938,48.21358871,49.92041779,50.8642807,51.72254181,52.51951599,53.05401993,54.65935135,58.76208496,62.14636612,63.12757111,63.5322113,64.44857025,65.19055176,66.81090546,67.56982422,68.5769043,72.77160645,73.26416016,74.18289948,71.58018494
GHA,29.39691162,29.55756569,29.6516571,33.95498276,35.74816895,37.31335068,38.58097076,39.15837479,38.51224899,38.08275604,38.67075729,39.3199501,38.03370285,38.9766922,37.10210037,37.84059525,37.79265594,37.97513962,36.3594017,38.14385986,37.55496597,38.2843399,40.61706161,43.03936386,45.69775391,45.77226257,45.16959,46.18645859,47.92795944,49.15392303,51.82531738,52.62381363,52.66714859,54.46296692,53.87481689,55.07852173,53.44431305,54.33288193,53.4121933,55.38837433,55.9373703,57.29770279,58.83649063,56.28752518,57.79294205,59.7452774,60.49571609,61.0758934,61.12824249
GIN,25.79071236,25.87451553,25.47940063,25.87837219,26.03226852,26.27086639,27.37231445,27.66217041,28.09221458,28.29052734,28.50201797,28.59538269,28.43644333,28.50302505,28.88771629,29.56142426,29.91929626,29.6618557,29.63625908,30.90850258,31.77909851,34.9900856,34.15563202,34.765625,34.20051956,34.61005783,34.81937027,34.43276978,35.70788956,35.97400665,37.81433105,39.37686539,38.37535477,39.18009949,36.86881638,39.76725006,39.57078934,39.956604,41.0571022,42.35998917,42.19186401,45.66418839,45.70714188,45.54803848,45.2794075,44.67595291,48.41930771,47.9499588,48.34136963
GMB,29.89336205,30.9221611,31.29351807,30.54608536,31.37512016,31.56870079,33.24671936,33.67334747,33.6930809,33.60169601,32.56685638,32.59311676,33.731884,34.04969025,32.74045563,31.88393593,33.68879318,36.8484993,36.18347931,35.46176147,36.46918488,33.41588593,34.01935959,35.80924225,36.62054443,34.44481659,34.92571259,36.05418396,39.77193451,40.69359207,41.79294968,43.46732712,45.06371307,47.22142029,46.2987442,47.30595398,48.49851608,49.47336578,48.71958923,49.35492325,49.92608643,52.27582932,52.3145752,51.50199127,51.71143341,51.57207489,51.63628769,53.02033234,53.43685532
GNB,NA,NA,NA,NA,19.2563076,19.70426369,20.84052849,22.81651497,24.35109901,25.42944145,25.94112206,25.14940453,24.87698746,24.57868004,26.40107918,27.30525208,28.17226219,27.10202408,28.05526161,28.22110176,28.10767174,34.46463394,35.80669022,34.86085129,38.0187912,37.69213486,36.0403862,37.47845078,36.70976639,36.00842285,30.69638634,29.51979065,28.99546814,34.55788422,34.85573959,30.24723244,32.06627274,35.16577148,35.30722809,36.68050766,40.95635223,41.25822067,36.78295898,39.6713829,41.14317703,42.60092163,39.50188828,41.42752838,39.33340073
GNQ,26.77040672,27.14603615,27.20435715,26.69600487,26.44226646,26.05119514,24.84550858,25.13555717,26.05281067,27.34511185,28.19616318,29.76596642,30.93122101,30.44448853,30.97091484,30.76266289,31.74785423,31.53868103,32.30509567,32.47484207,32.30375671,33.58792877,31.97201538,33.20905304,33.68369675,36.97719193,35.88544846,36.25984573,36.65897751,36.04320908,35.88271713,36.68983841,37.52207184,39.29790497,39.59737015,39.91343307,40.14860916,40.57846069,40.58482742,41.81541824,43.02833176,43.70848083,44.32487488,44.38937759,43.81687164,45.06744766,45.13130188,45.71154404,46.10971451
GRC,48.65540695,48.76183701,49.1367836,49.33810425,50.34129333,52.75970078,53.31901169,53.75650024,54.22467041,54.47123718,55.41589737,56.83908844,56.78763962,57.64851761,57.9058876,58.7252121,58.89728546,58.15786362,56.18595123,55.50337982,56.00252533,62.59113312,65.042099,67.35198975,67.54788971,67.60788727,68.54470825,69.86599731,71.37843323,73.13526154,75.47716522,76.29406738,75.33280945,76.67987061,77.23233795,76.99951935,77.96630096,79.95924377,80.42710114,79.44303131,79.3475647,79.74903107,80.07819366,80.55444336,81.89298248,81.23834229,81.19673157,82.05917358,82.89117432
GRD,NA,NA,NA,NA,34.29943848,33.95013046,33.78162003,33.93381882,34.48781967,36.2400322,35.53076935,37.13483429,36.86035538,36.47172165,35.50225449,36.47505569,38.63223267,39.10883331,40.74856567,40.85232544,41.4801445,42.30831528,41.80105972,44.67611694,45.07274246,45.5057869,44.89585495,45.90336227,46.03497314,45.79857635,47.50492096,47.59108734,47.99201965,50.44980621,50.01265717,51.02534485,54.18164825,55.2087326,54.35662842,54.8329277,55.36620712,55.37119293,55.35938644,54.67589188,56.86500931,56.31723785,55.27449799,52.03209305,52.37794495
GRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM,31.69403076,32.02304459,32.32538605,34.72590256,35.39715958,35.6768837,35.84176636,36.5308876,36.64004517,36.65865326,35.32381821,34.28688812,33.1292305,33.50949478,32.67597198,32.62094116,34.18186188,34.1855545,34.39762497,35.46136856,35.70688629,35.92288971,38.85266495,35.91218948,39.11463547,40.93297577,42.27421951,40.62093735,41.99625397,43.76071167,45.73936844,48.62403488,47.58967972,48.51160049,52.78600311,55.8134613,58.27850723,60.59073257,61.2527771,60.98134232,61.48012161,61.89869308,62.21408081,62.75962067,62.45011139,62.43177032,62.0550766,61.80312729,61.65342331
GUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUY,33.98193359,35.90794754,36.37098694,38.0909462,37.05363464,36.316082,38.0688858,38.5423851,39.04034805,39.06650543,39.90003586,40.49792099,40.61568832,40.60223389,40.52182007,40.84993744,40.4473114,40.41404724,40.52065659,46.58973312,47.38160324,45.18609619,48.60215378,51.04587936,52.37142563,53.50588226,49.93780899,50.21556473,50.23911667,51.66676712,52.79388809,53.77775955,52.61462402,54.21418381,54.53164291,54.15572739,54.2872467,54.31389999,54.18771744,53.05069351,53.86755371,53.81916809,53.84193802,53.42966843,52.67883682,53.28868103,53.82031631,53.71572876,53.79927063
HIC,51.6693573,51.87937927,52.25123978,52.89477539,53.33747482,53.77795792,54.39448929,54.87434387,55.49973297,55.90806198,56.2178421,56.47245026,56.48582458,56.50700378,56.48583984,56.98784256,56.73355484,56.48138809,56.35143661,56.46015167,56.24664307,57.06387711,58.31968307,59.6346817,60.05343628,61.11782837,61.61751175,62.70718384,63.74958038,64.64073181,65.99845886,66.67281342,66.40211487,67.22242737,68.14945221,68.8784256,69.82078552,71.28510284,71.58178711,71.76512909,72.10125732,72.28205109,72.64516449,72.72496033,73.11805725,73.06487274,73.29079437,73.48015594,73.6001358
HKG,52.2675705,52.31274033,52.7049942,52.43099976,52.69787216,53.60294342,53.96279907,53.99960327,54.31960297,54.61904144,55.03234482,55.20663071,55.73312378,55.97988129,55.93943405,56.09921646,56.21566772,56.1828804,56.35680008,56.39026642,56.46626663,56.55850601,58.43128586,59.75207901,61.17029953,61.9294281,62.11621857,62.611763,62.98961258,63.6140213,64.04496002,64.47721863,64.43419647,65.02519226,65.34999847,65.89185333,66.20996857,67.11595154,67.12482452,67.07740021,66.91031647,67.13762665,67.12696075,67.11567688,67.81371307,67.50212097,66.85181427,67.02074432,67.07881165
HND,34.45380783,34.07237625,34.71035004,35.07094574,35.5531311,36.05896378,37.08549881,37.16452026,35.89029694,36.58921051,36.72488403,35.88729858,35.70631409,35.82368851,35.19771194,35.34529495,35.72028732,34.47227097,33.41822052,33.26945496,33.91267014,35.49894714,39.48547363,43.41556931,46.31918716,49.05219269,51.21347809,52.23819733,52.88800049,53.86523438,54.36797714,55.00018311,54.78395081,56.08230209,57.81636429,57.81015778,59.43348312,61.48647308,61.56833267,60.4176712,59.71743393,59.85538101,59.94352722,60.50460052,60.72911453,61.41526413,60.61417389,60.56541824,60.49079132
HRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.56380463,44.41051865,45.30618668,47.86035538,49.23808289,52.10401154,55.84315109,57.12798309,61.47570801,64.17936707,65.56230927,67.69622803,70.33618164,73.73404694,74.9054184,75.65164185,77.74900055,78.02840424,77.34462738,77.02033234,77.03623962,77.79409027,77.77980042,79.51963806,79.73313141,79.85897827,80.08291626,81.19174957
HTI,23.11680984,23.29216576,23.63928223,25.8363533,26.20322609,26.75566673,27.84311104,28.86307716,29.62397575,29.46036148,29.62073898,29.53989792,29.3652401,29.32682991,28.68872452,28.97343254,28.16836548,29.41063309,27.98634148,27.51390266,26.27741432,27.67658424,27.02918434,27.90372658,27.46400833,31.11567116,30.75705147,31.74279976,31.60666084,32.28879929,33.65987396,33.83838272,33.90427017,36.20503998,36.57819748,38.45183182,39.22694778,40.04167938,41.38512039,41.68397903,43.61187363,43.10364151,44.17821503,44.46670532,44.78878021,44.91847229,44.58232498,44.3528862,44.51446533
HUN,45.38301849,45.57752991,46.16361237,45.74959946,47.56266785,48.89015961,49.33021927,49.63208389,50.53333282,51.39130402,52.16900635,52.69493866,53.12862396,53.2467804,52.6427269,52.92337036,54.39426041,54.22675323,56.46880722,56.15279007,57.77373505,59.74930954,62.04828262,64.40483856,66.61532593,68.36109161,70.86504364,72.55521393,73.93694305,75.25603485,76.31808472,77.96737671,77.67618561,78.47153473,80.74157715,82.46541595,83.09001923,84.15502167,84.51508331,84.95341492,84.98217773,84.52416229,84.18785095,84.19985962,85.36086273,84.20493317,84.3128891,84.24458313,83.82530975
IDN,29.39813995,30.67314911,31.54975319,34.50431442,36.41688919,37.01099396,38.79815674,39.62537003,39.84620667,40.59281158,37.92706299,38.06600571,38.26498413,39.52640533,39.9684639,39.80268478,39.54077911,39.99051666,42.63135147,42.81885147,43.75358582,46.04297638,49.47801971,49.09863663,49.08685684,50.92186356,52.2245369,54.37085342,58.76338577,59.18770218,59.71640396,59.98699951,56.65013885,56.96766663,59.2032547,60.56929016,61.17146683,61.29515839,61.51883698,60.68903732,62.77375412,62.41828537,63.04331207,63.30876541,64.25247955,63.19270706,62.94003296,62.8158989,63.22224426
IND,29.45012856,29.83107567,29.96338081,30.37501907,30.53191757,30.95363998,31.25951195,31.61197472,32.5443306,32.47026443,32.29603195,31.7918644,31.61037636,31.78261185,31.86488724,31.27418327,31.33544731,30.83698654,32.88849258,32.02606964,31.94125557,32.90109253,33.514534,34.74072647,37.90558624,39.52137756,41.38474655,42.65050125,43.38074112,44.50561905,46.35560608,48.59925461,50.60441589,52.20919418,53.24166107,55.16706848,56.89243317,58.00056839,59.50898743,60.06441498,61.24153137,61.84886169,62.03717422,62.15172195,61.97026443,61.10560608,61.10850906,61.96405029,62.23346329
IRL,63.55168915,64.8765564,65.03424835,66.63970184,67.79247284,67.71551514,68.73928833,70.41870117,71.49810028,71.57471466,72.25195313,72.18409729,71.76506805,72.67919922,73.17059326,73.91142273,74.19525909,73.82743073,72.87476349,72.0554657,72.16030121,73.78288269,75.0135498,76.32292938,77.08042145,77.8599472,80.30724335,80.96910858,81.54646301,81.84958649,83.00509644,83.55970764,83.47674561,83.37846375,83.62924957,84.01851654,83.68399811,84.72393036,84.02359772,85.24100494,85.78742981,85.72009277,85.94491577,85.83216095,86.24029541,86.43041992,85.78894043,85.76894379,85.54302216
IRN,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.83697891,32.10361481,29.69246101,28.85193634,28.82115746,28.71071625,28.56466293,28.23511696,27.52588081,27.51931381,27.72403526,27.78050041,30.30533981,31.96017265,34.15735245,32.70043564,32.40477371,33.0409317,33.19974518,34.56106949,36.54519653,38.8558197,39.41600037,45.16257858,46.45746613,45.9179039,47.23685074,49.64114761,49.87876511,50.78806686,51.13816071,52.25727844,53.98723221,53.3800621,53.85100555,53.4323349,54.01385117,54.43865967,53.67991257,53.7929306
