Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CSS,6.537794538,6.128237979,7.120542942,8.172321281,20.07724796,16.3542314,16.69886025,15.01922161,16.07455366,26.11485128,19.20524445,16.76606502,8.871494025,8.974623983,9.939908492,9.464774634,6.06977063,6.650115742,5.204468218,7.196162577,8.550136616,6.500035429,6.324918305,5.526954617,5.233798433,4.691390907,5.335815979,4.00767066,2.4139369,3.060817301,4.515685439,3.512372468,3.575259155,4.325561541,5.028665154,7.020274115,7.884228298,7.171086694,7.528095695,6.40905474,7.392339894,8.911414437,9.026224792,8.168379985,6.21458621,3.391276093,3.559509696,4.478049963,5.209885092,3.179653126
CUB,0.873549258,0.725950826,0.649203739,0.59213133,0.679012609,0.793046835,0.852035915,0.797459202,0.44657981,0.84847687,0.820867464,0.766735481,0.621926065,0.541877497,0.537331209,0.614208185,0.300013866,0.414263257,1.543447087,1.666917312,0.888890988,0.985657903,0.988356277,0.756330633,0.670221922,1.05910875,1.364523977,1.022855741,0.542075938,0.783612267,1.868547681,1.25109057,1.354436472,1.986625662,2.918699427,2.943230566,3.674230951,6.197356078,3.021040678,1.59152436,2.586859644,2.96423821,2.215225204,1.742468684,1.66197782,0.692245052,0.443219982,0.654400387,1.057296029,NA
CUW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
CYM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
CYP,NA,NA,NA,NA,NA,1.335582423,1.654080572,0.730411027,0.440335784,0.21830699,0.149344974,0.089694471,0.081178169,0.085200409,0.072375148,0.06931007,0.046626948,0.037944948,0.047556245,0.050036182,0.030395286,0.018745723,0.012802457,0.012898024,0.009598808,0.007740009,0.014738111,0.024628143,0.011135094,0.014106497,0.019190492,0.00987628,0.010966463,0.007919834,0.008780884,0.000730871,0.000588069,0.006460085,0.004556224,0.018617948,0.039228858,0.061838886,0.062256116,0.041853667,0.032624332,0.019967407,0.001217019,0.005450672,0.004732069,0.000985649
CZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.427078503,1.704293407,1.110720167,0.977111269,0.727329125,0.739026069,0.690544156,0.656291214,0.513692279,0.43476198,0.555510165,0.76793326,0.466435597,0.415562221,0.887642069,0.768620055,0.766777285,0.696645022,1.53656583,0.707189799,0.979585756,1.092892551,0.658183534,0.392345354,0.349018022,0.309695938,0.317141676,0.36831707,0.401836824,0.42212108
DEU,0.234048062,0.242535864,0.198575806,0.222048177,0.36634958,0.740318837,0.778235028,0.6565143,0.486955331,0.4827154,0.596909818,0.949397102,0.96441458,0.642236397,0.518112345,0.558292465,0.247907511,0.148765369,0.135821278,0.17644772,0.234098237,0.135006693,0.095615294,0.075124088,0.060195964,0.065054774,0.074345216,0.070446023,0.054587362,0.04726847,0.096378598,0.130398584,0.105451137,0.09830251,0.140121182,0.143333726,0.16641048,0.171367374,0.299708346,0.159864138,0.197303265,0.228194203,0.165074608,0.122616914,0.099140818,0.075511768,0.06541009,0.068516309,0.084988373,0.10070778
DJI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174830504,NA,0.552230097,0.562759523,0.588732441,0.568218463,0.583263428,0.496362278,0.380891594,0.418635435,0.632478856,0.664007194,0.676909113,0.947348472,0.391087418,0.382079268,0.415974591,0.454277724,0.623059168,0.573154706,0.529249755,0.616385692,0.523310117,0.790439022,0.743212074,0.838156181,0.88846349,0.893774805,0.522615829,0.788997555,0.66101077,0.484684965,0.573706699,0.265248181,0.287104946
DMA,NA,NA,NA,NA,NA,NA,NA,0.190569228,0.152935787,0.180520043,0.153105969,0.120961388,0.235477935,0.072052806,0.037708535,0.02166903,0.018934998,0.016246679,0.014258064,0.013318043,0.04249052,0.046038487,0.040582717,0.029638351,0.033180441,0.040285367,0.02761474,0.037896292,0.030749314,0.02546175,0.024952372,0.024287418,0.022152012,0.022831456,0.022040695,0.021210793,0.028699255,0.027089422,0.026134773,0.021989882,0.049137559,0.041230433,0.04133195,0.04922309,0.065171168,0.047444635,0.060258408,0.056112341,0.034687942,0.031705342
DNK,0.06812369,0.055822087,0.057230592,0.063544084,0.056699793,0.05885608,0.06742233,0.082763386,0.072305629,0.108391465,0.116178723,0.175887426,0.241997629,0.357884983,0.41251452,0.538724649,0.25493436,0.326150132,0.254747464,0.471078972,0.539644959,0.323168018,0.319657194,0.361738021,0.330385276,0.312183759,0.47315336,0.470296487,0.14153788,0.465811408,1.478640835,1.228980022,1.178488236,1.109052344,1.316952652,1.734286438,1.911960345,1.661522213,2.043319633,1.212710318,1.430058073,1.795030766,1.677861434,1.268627599,1.015669776,0.534416293,0.362658816,0.511575585,0.634213587,0.477512026
DOM,0.728567423,0.782206677,1.935342143,2.676666238,2.675582684,2.167331197,2.026073883,1.793317327,0.892600908,2.093487455,3.120528262,1.973393474,0.925069503,1.090283926,0.705552974,1.446049702,0.566831964,1.20252746,5.716648467,4.483803734,2.010174588,1.420997575,0.820171578,0.27024182,0.792255072,1.142679171,0.703394465,0.503229963,0.048112499,0.19051982,0.341035222,0.022789006,0.027647779,0.541632395,1.214130149,0.720719153,1.606234311,2.528048004,0.234147046,0.123503913,0.172400177,0.340146013,0.446722351,1.024973494,1.037472701,0.535347858,1.281943514,1.035506531,0.86860519,0.358710939
DZA,8.693572471,8.471198463,10.30734511,12.00578452,29.28999119,23.99330527,25.0881298,24.70376051,21.41737748,39.16939436,32.05984935,24.36907006,18.65595498,18.20932943,17.01181344,15.63753779,7.852772222,9.804963789,9.113733162,13.97868647,17.7051867,15.07586311,15.16713753,13.75744682,14.26082457,16.16789126,19.01718794,17.96780337,11.68871588,15.65979498,24.3954281,21.85733832,21.87077509,23.43667241,25.06822944,32.43901365,34.41216139,32.46493369,34.25249016,24.53419146,26.28289197,31.05280544,30.04012861,27.80151957,24.15405085,15.85764042,12.03248247,14.30879578,18.47412871,16.42406406
EAP,1.8200136,1.883370114,2.576363639,4.418888452,7.717463891,8.873045033,10.4093003,10.98739782,11.28328453,18.65779717,19.20176522,16.18457306,13.25114304,11.85411835,9.968665017,9.346760148,6.130805489,7.201227766,6.815491921,7.878737228,8.80981674,6.169735014,5.702231427,4.791544661,3.941547337,3.950154775,3.758404082,3.166571456,2.522184567,2.599734944,3.774225805,3.313488645,2.736253523,2.966125833,5.190877617,5.726485599,6.135066641,6.820970448,9.571967649,4.40295324,6.308570639,7.633555262,4.509996295,3.448056388,2.787580735,1.561736768,1.343994732,1.671786079,1.921718953,1.55247763
EAR,3.297301942,3.424754099,4.115106718,5.736668882,15.12101717,12.56861634,13.99392183,13.98202004,12.24577604,21.84154817,20.22741855,15.5627419,11.27980425,11.19361039,10.38485178,9.308373819,5.530539085,7.372363857,6.620754254,8.997269295,11.30086035,7.010626259,6.667989867,6.454402981,5.895056346,6.304637408,7.165260377,6.100703176,3.947987317,5.044540194,8.029864207,6.725348089,6.836572229,7.656471274,9.265663175,11.69483807,12.36957431,11.42225647,13.90642931,8.085680668,9.366394159,11.73983245,10.83853041,9.741068894,8.294768531,4.491307759,3.833368628,4.710591109,5.822373422,4.241018063
EAS,0.876352259,0.891399989,0.989223729,1.541229979,2.58730732,2.996210449,3.246386143,3.226269796,2.501439631,4.157143346,4.6718694,3.804927575,3.371671587,2.968980881,2.574399885,2.585625636,1.30825669,1.260925004,1.181028822,1.340499423,1.532944114,1.039656036,0.965439798,0.790251216,0.698385335,0.753308145,0.852348472,0.788393503,0.658619906,0.657154898,0.980408551,0.988222557,0.887963674,0.950791915,1.663634861,2.062754382,2.519963378,3.14319512,4.765319517,2.329860079,3.519208976,4.403804037,2.740713223,2.347947333,1.972200794,1.179666091,1.048182244,1.333669432,1.544111046,1.315295328
ECA,0.67592577,0.630854495,0.544678892,0.748537595,1.135165193,0.882960443,0.91329654,0.796801938,0.797765193,0.820988973,1.400899413,1.482722397,1.435300737,1.148931788,1.401136213,1.408361397,0.821996697,2.262760186,4.838208407,6.956483897,9.074812064,5.333861094,6.119546967,5.216961314,4.680881155,4.743168765,5.807826614,4.747954054,2.06617904,4.562133798,10.2952264,11.34562831,9.702884632,9.405859497,9.537674876,10.36494145,11.85805604,10.74233507,12.83914224,9.51839954,10.50709628,12.7742278,11.36211816,9.783230724,8.837336159,5.93195952,5.021752549,6.723680711,9.869084026,8.186670083
ECS,0.222480994,0.208206901,0.186244091,0.240030363,0.384484155,0.526506262,0.589486077,0.555803296,0.489206603,0.756315098,0.873912537,0.919736709,0.727116556,0.84413985,0.864232926,0.90308115,0.38929995,0.425870164,0.823429827,1.124500864,1.344225739,0.70634262,0.716931781,0.692207752,0.575764248,0.571197918,0.710849993,0.634482902,0.257336707,0.482483986,1.219503143,1.257227854,1.116876699,1.086504844,1.223514551,1.51626366,1.899646066,1.861940587,2.497266041,1.646642285,2.06296747,2.722509966,2.618516524,2.263825052,1.879513154,1.143347451,0.927098254,1.300443553,1.814696205,1.615779473
ECU,0.612548055,0.73461131,1.606927693,4.118205818,8.68838583,6.702191009,7.00486383,5.087812562,5.57381265,12.14038071,11.39195853,8.113932279,6.007831459,9.521326278,10.07182049,10.39317505,5.814589378,6.388718728,8.330608832,10.42462205,13.17072735,7.56051485,7.970044869,7.393801403,6.50681452,7.54778389,9.307029318,7.019589272,3.87665112,7.963732806,16.42543244,9.406434612,8.246034442,8.98633203,13.48265271,17.80036322,18.85995457,17.04043057,18.82072744,9.206767559,11.86717984,16.14121868,14.32325172,13.09617754,11.58798033,4.785458165,3.716564157,5.442679387,7.575133498,6.955006178
EGY,1.923980713,2.049014151,1.881342959,1.888446758,6.807820752,8.152496714,10.46925241,13.27869753,15.20476468,30.43987177,33.32931242,28.98469691,21.15850714,20.77237429,20.9563971,18.76018999,8.607479803,13.00994796,11.95074205,14.81765105,18.3194663,13.12368089,12.2829418,10.54180403,8.692001306,8.437691077,9.355605592,6.894769371,4.147141853,5.567240307,7.74053588,6.490943419,7.366276966,9.125860511,11.54424255,14.40444807,14.93169751,13.24877476,15.23694672,9.019588141,9.005386494,12.48689963,10.93445298,9.974331685,8.374982608,4.178824435,3.06112559,5.458673242,7.108793011,4.978457272
EMU,0.205008319,0.192780585,0.174990112,0.214784516,0.347123274,0.47843511,0.508713556,0.434294855,0.350410931,0.420444594,0.48930991,0.55622398,0.488872482,0.45335208,0.403448275,0.42288326,0.219858369,0.149779911,0.158578578,0.18974241,0.187904874,0.126710049,0.098728831,0.099476128,0.088772213,0.092415093,0.10128033,0.095217674,0.063349515,0.062316957,0.123524316,0.155842431,0.128351078,0.114986577,0.122873113,0.124223393,0.167701125,0.171312778,0.232936725,0.158550671,0.185842983,0.226170089,0.215225976,0.188570984,0.146468079,0.102689335,0.084283011,0.096786313,0.115999867,0.078273875
ERI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.389152202,6.08521291,8.865724327,7.708812147,7.718044057,7.649737941,4.92817248,4.922254905,4.514205353,3.09853412,4.529856926,3.259232987,3.243441433,2.819421299,3.96277102,4.284507803,2.401739369,2.521877066,26.95622838,NA,NA,NA,NA,NA,NA,NA,NA
ESP,0.200824325,0.166877594,0.156487958,0.248375104,0.351249101,0.275689583,0.302114373,0.256898898,0.200589671,0.228266255,0.32503524,0.389340639,0.42689191,0.402700834,0.293171939,0.293771441,0.139000515,0.119374532,0.229109202,0.236020413,0.12289429,0.074844352,0.071311117,0.067609562,0.068769801,0.067896491,0.059271372,0.052733892,0.042172228,0.038978162,0.049950146,0.055384669,0.046156695,0.037764059,0.04759516,0.036298121,0.043998843,0.052059185,0.065410892,0.035549201,0.059148553,0.066214183,0.073930129,0.063364121,0.061045672,0.047946213,0.042778209,0.053003049,0.061890472,0.046682562
EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016672318,1.567836089,1.685004593,1.801607964,1.810346636,1.602920576,1.872353847,2.298469253,2.199742276,1.741929097,1.621256549,0.987754981,0.787109921,0.759636852,0.788229376,1.207596134,1.21566648,1.904732447,2.57959308,2.12907779,1.595850935,1.422271278,1.145025253,1.084081014,1.350911596,1.351476781,1.142607968
ETH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.13967237,18.17208083,10.6705767,10.69627858,6.863227882,10.63283873,9.574842498,10.38838249,10.22907498,11.89886966,11.23210226,15.08006516,14.69157396,22.91789198,31.64930357,28.66873567,27.07928527,31.21413416,19.60366512,18.48526548,18.14881277,23.18932315,36.14132104,27.81099335,23.27649649,18.82885483,21.91153683,18.77038336,16.42823423,15.8141144,17.41967721,14.90051602,13.90963181,13.37767232,12.19036608,11.23162848,9.912046278,5.888539241,4.375715305
EUU,0.23480863,0.218925118,0.195442691,0.246947951,0.376345728,0.482350019,0.51157545,0.432238443,0.355548336,0.425043111,0.495979798,0.558847833,0.501809315,0.46592675,0.415170312,0.439892467,0.235132873,0.204591687,0.226283474,0.261893652,0.279273014,0.194426367,0.15621665,0.154691109,0.136054996,0.145183456,0.152927545,0.148355167,0.094558854,0.100566289,0.201140596,0.233208364,0.193471289,0.175040756,0.2135263,0.227900005,0.292211134,0.289539321,0.401932824,0.24933185,0.321201253,0.392945253,0.342951713,0.281120271,0.221813937,0.161318656,0.136037933,0.164582514,0.189593831,0.174182378
FCS,7.096044928,6.984549363,6.679106847,10.06163378,28.52815444,22.91077322,21.84286881,20.73159434,19.34128372,28.7154368,30.38384423,11.59864757,8.561657837,11.31989088,14.14907905,13.98593948,8.57074325,13.45581127,12.10877699,19.89503256,17.3120584,15.16176898,16.47203031,16.96936413,16.82697484,17.34518342,20.84745664,16.86813715,10.52019079,12.84736996,19.52665911,15.15640269,15.69838903,18.17598322,24.42708091,28.67001701,28.2368567,25.19748505,27.91400971,16.5255978,19.21188937,24.50289654,22.51927079,19.29466488,15.91431296,10.70655693,10.38452947,14.41544038,17.54795743,15.20120081
FIN,1.791436619,1.408227828,1.379517609,1.799077491,1.588020362,0.976968261,0.98524476,0.911445298,1.159376348,1.339959684,1.316489325,1.057193519,0.86351752,0.811356142,0.682139575,0.760229337,0.651283128,0.566258563,0.549989081,0.629706969,0.475621505,0.343544875,0.428506923,0.548937085,0.535854648,0.477441353,0.473775061,0.470511413,0.45018704,0.399754869,0.42879446,0.370888233,0.422397712,0.37477935,0.301008288,0.296872583,0.371331968,0.415219035,0.388790991,0.334505225,0.469623074,0.496816656,0.529922442,0.44635571,0.430047237,0.413878313,0.431756888,0.432872548,0.530894235,0.40105379
FJI,0.341381423,0.347529483,0.4112239,0.986187862,1.286212048,1.046388675,0.603257071,0.694238599,0.64009372,1.12147575,1.737129246,1.248934143,1.56835596,1.555623905,1.255842768,1.346081969,1.831313263,2.730698829,2.861885078,2.789730743,2.317327853,1.250667219,1.019817372,1.541457051,1.548266822,1.499759671,1.422794071,1.185048357,1.272667269,0.842601626,1.074015078,1.068500933,0.984453168,1.026964901,0.871328722,0.938732487,0.966359775,0.70948131,0.880454237,1.175883027,2.208832941,1.945296497,2.029412232,1.350101264,1.166255345,1.040825065,1.100627511,1.248243452,1.214518215,0.773831394
FRA,0.156983935,0.142464616,0.131935182,0.1487849,0.205411101,0.226579596,0.250395206,0.226071842,0.175612502,0.2035407,0.225657779,0.225393924,0.209685064,0.197829986,0.177661933,0.182051816,0.110056833,0.0944507,0.104798641,0.121512904,0.108876817,0.082373312,0.077070144,0.072476486,0.070181694,0.068527354,0.070862797,0.061344722,0.045494628,0.045342247,0.070429668,0.063543008,0.057776,0.051661838,0.04109758,0.041599887,0.049120433,0.051907512,0.055475564,0.051659485,0.056243334,0.055280919,0.05034223,0.048157685,0.048920398,0.041049665,0.041454857,0.036423154,0.041691899,0.035148217
FRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0.009158873,0.011973677,0.00764339,0.010252824,0.015905843,0.017143749,0.016846604,0.012989516,0.007072322,0.007464106,0.00857109,0.009733101,0.014273412,0.01652024,0.010136271,0.012487273,0.018908833,0.031993485,0.028911568,0.027273282,0.035425434,0.02804107,0.026521777,0.040600328,0.032192135,0.036049623,0.038531974,0.016321881,NA
GAB,9.15609153,9.267842322,10.74144869,11.20046028,40.32044652,31.50822121,22.68965201,28.38586591,29.89005451,52.94764415,32.95785507,15.7431643,8.70135447,16.68272421,22.86289675,26.03535385,9.997112446,19.85294417,14.10012318,26.86513529,32.36534629,20.81885238,23.62894484,29.60476785,27.09202657,29.82538446,33.51648457,30.76269061,15.91169195,26.17709394,45.02222482,27.75684191,25.63085949,22.06485404,28.13179762,39.57681845,40.64484571,38.59501331,45.48212156,27.27249765,33.42426082,37.68573244,37.93129898,32.43019441,26.77363516,12.47895127,11.56575205,18.83700311,23.15290825,20.85647216
GBR,0.075308741,0.087655261,0.075418702,0.087936348,0.220748343,0.624391519,0.867183907,1.209173504,1.098449416,2.31091131,2.410377005,2.379573995,1.721381638,2.40695949,2.652223434,2.692175349,1.000504971,1.10004898,0.650499352,0.811194489,1.003549837,0.506402202,0.480298905,0.54832596,0.559625149,0.558047366,0.759081137,0.556094184,0.159753095,0.4435344,0.9975304,0.96541605,0.840198401,0.790308089,0.746452769,0.853913545,0.957143893,0.895680966,1.306877472,0.876236049,0.984287029,1.150654897,0.946143229,0.763035963,0.589847905,0.331668096,0.281569187,0.425017066,0.669601495,0.590432563
GEO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508697907,0.280448923,0.521519379,0.218531375,0.174466981,0.332419027,0.456082784,0.349518114,0.198624548,0.501881405,0.81211685,0.583862278,0.559969241,0.776065197,0.798215599,0.655462818,0.974836429,0.922982349,0.76447864,0.77671855,1.362163845,1.911478119,1.085822012,0.798404617,0.512591311,0.55624032,0.595585186,0.492220986,0.474382778,0.117472442
GHA,2.863082219,2.335502286,3.477307714,4.959308154,4.82726183,5.517001832,5.754136537,7.40909377,6.376767397,6.588579841,8.702423701,6.948541779,8.51883737,6.991412819,5.70675178,4.290597949,4.848641404,5.715020209,5.883424923,5.65911325,6.847377956,6.386812976,7.578577559,9.58890509,13.65049164,12.82341241,13.79676186,12.4853117,12.01489331,7.825132629,13.69558679,12.65297263,13.31789204,15.54108651,12.43784341,11.68351901,7.608871067,8.842570593,9.200943706,10.82370295,10.13288705,16.28886432,16.05074604,11.12770172,12.92896787,10.89419915,8.888249231,10.98748959,10.19737868,7.786530408
GIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.36025176,22.02233668,20.55897582,23.96604225,22.11495951,21.49735675,16.88768322,13.55189772,12.9990597,15.15818882,15.27912273,11.73007563,11.68369865,10.76589955,12.38468815,12.08234436,12.11145178,14.89639201,14.15987052,20.97428709,17.785692,16.29330515,15.22396548,15.58553331,15.29208035,18.19915311,16.61728799,14.15081494,14.93195431,14.1138586,18.10722009,19.0135928,15.73475331,4.111267362
GMB,2.303620717,1.887242975,2.055229596,2.752655796,2.380019064,2.766550826,2.558690189,3.838424031,3.274359732,2.498994915,2.73985934,2.667421529,3.99471902,2.800439997,3.107308575,1.854444139,3.80952758,3.458554032,3.352393681,3.511578022,4.354325011,2.109881637,2.312108146,2.153883157,2.372210614,3.036979907,2.697587623,2.609135735,2.546887258,2.001343543,2.2558455,2.489562406,3.547576283,6.122860657,2.54979498,2.613911014,2.729611757,3.040932377,3.184892886,3.297498467,3.030324075,4.466917622,5.776649294,5.723102003,5.240780429,5.558881778,6.56372737,6.669622116,2.554687642,2.316935109
GNB,6.391737428,6.043349047,6.467883657,10.38240014,11.12072372,13.55338662,12.74289522,22.06955096,22.1804517,23.60104867,32.43541924,20.13635625,25.91002989,18.1008006,19.41324817,14.39876191,24.03377595,17.72241767,20.86621793,16.56699169,18.08760891,17.3009835,19.78542499,15.97232646,19.0093555,26.06173991,24.17085897,22.87405395,31.59983765,19.26880179,11.88633302,11.02701519,12.57786619,17.82676717,14.1311491,13.27954471,13.36373112,16.72343629,15.98064891,17.19744802,14.93073249,13.24832759,17.09524264,16.77539518,18.6987839,19.87141771,18.70276862,16.07942514,9.478576026,8.61026418
GNQ,14.60660442,3.11442977,3.627578048,4.588831416,4.595048413,5.335925521,4.424986064,6.537532541,NA,NA,18.08772237,27.00206775,33.36080098,25.88902702,19.61493122,17.07344608,19.51585313,19.94991347,16.3286323,20.47438216,20.98903698,17.01314075,20.11957122,28.08573813,43.37812915,44.06112184,55.66186473,60.52134626,43.5586348,62.03992089,NA,NA,NA,NA,NA,NA,56.08154742,49.68396583,47.82716915,29.9268538,37.97265094,41.51956875,39.71861296,34.90695319,28.99214533,17.98058014,16.12118474,23.47863006,30.02263514,30.91015331
GRC,0.210334451,0.215820076,0.17322709,0.196722447,0.322978598,0.336492712,0.387246717,0.374671285,0.234297514,0.213486576,0.271179611,0.515234102,0.566655373,0.509911662,0.478156211,0.532190115,0.239629314,0.208495389,0.360876739,0.341572593,0.242412175,0.239998206,0.159306111,0.08849187,0.069549362,0.067588597,0.063066764,0.043152378,0.025422121,0.028488965,0.070180228,0.098812911,0.046406389,0.037553872,0.161634061,0.133229005,0.189981691,0.322968525,0.34863922,0.121496498,0.272595095,0.357096766,0.232895931,0.159771614,0.118982009,0.068717082,0.088465474,0.103263241,0.126715463,0.105905612
GRD,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,0,0,0,9.572422633,46.90687929,10.06264556,7.32083922,3.105598572,2.505932498,6.016521817,3.488583929,1.786210177,2.233238912,0.946189403,4.541121358,2.686974319,0,0.162473685,22.38538744,24.52447955,7.249071588,0.638998303,1.16790498,0.623495419,0.606452795,0.479617507,0.31834088,0.861887025,0,0,0,0,0,0,0.224900454,0.335434256,0.809512759,0.672343417,0.844947976,0,0,0.114611409,0.353875743,0.019093587,0,0,0,0,0,NA
GTM,1.177773888,1.025076172,1.096210873,1.466348572,1.34731986,1.622336974,1.085307519,1.495729754,1.52901304,1.950760593,2.182122085,1.580169433,2.738790252,1.316429534,0.817918598,0.495331675,0.601630972,0.688732905,0.550299209,0.642708801,1.867087045,1.699654054,1.519963979,1.370907679,1.390716417,1.610636794,1.331954558,1.485886036,1.165382499,1.400096888,1.647688004,1.480579319,1.271610327,1.484210341,1.468731306,1.505034149,2.139356294,1.95176319,1.977945748,1.609577718,2.606451304,2.796902292,2.136036374,2.083646803,2.970493863,1.788112322,2.024411252,1.516857142,1.206908311,1.222665196
GUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
GUY,20.70802266,18.49554739,17.29873183,19.60709467,22.36547098,20.63385724,20.89239548,27.70208352,25.64702963,26.40708246,24.5578373,23.06176128,34.16387087,17.98469232,24.26085174,20.68032968,19.97411337,28.23976912,18.5224501,20.71234973,23.13653029,29.85704777,25.51308407,31.66385787,32.92973142,33.59016799,29.78711211,25.98605532,17.72299896,17.78305104,15.5078379,12.91353051,12.78512746,16.94822751,21.19928079,20.82610291,9.706352267,10.80752401,10.36355224,10.71584199,14.59220279,16.32057843,16.52635441,13.66871257,10.79657012,8.564432501,16.09007902,13.17215161,6.550404021,4.005377814
HIC,0.774866011,0.753452149,0.763527113,1.019165914,2.9305518,2.701785971,2.871159539,2.812476414,2.301159218,4.023822903,4.612119439,3.774726823,2.347257839,2.451421827,2.333740366,2.053308627,0.94331383,1.087944316,0.92490857,1.128911353,1.312112415,0.874668567,0.870353119,0.851288786,0.73706011,0.745702451,0.932597955,0.83099487,0.520910105,0.688973359,1.242309441,1.088178789,0.894214795,1.02985414,1.354132079,1.713635976,1.844517058,1.784902675,2.545780501,1.364400104,1.814234044,2.444995671,2.219874074,2.088360928,1.812195602,0.96619333,0.849366197,1.10605426,1.472873744,1.297764189
HKG,0.009505599,0.007136852,0.005283916,0.006722601,0.006478247,0.008601505,0.006903493,0.007404755,0.004900664,0.005514758,0.004889388,0.002899685,0.002750541,0.002813767,0.001595349,0.001525723,0.002074686,0.001639951,0.001373792,0.00119952,0.001079157,0.001050365,0.001262842,0.00084238,0.000870258,0.001365526,0.001477086,0.001164303,0.000972113,0.000529483,0.000500999,0.000583449,0.000657693,0.000974238,0.001020218,0.000588104,0.000665685,0.000902725,0.001459213,0.001390459,0.001438995,0.001684833,0.001329432,0.001143912,0.001567322,0.001125736,0.00121753,0.001336931,0.000660134,0.000558548
HND,4.443285367,4.187713202,5.058156757,8.010664759,8.302972159,7.061206445,4.936811693,5.908971836,3.259773842,3.531372097,3.803491988,2.991844491,5.626690447,2.836919758,2.277128754,1.59036121,0.690460487,0.684199803,2.740958471,2.459086072,3.212887446,2.707041201,2.193422578,1.833759193,2.271464975,2.451798615,1.966147351,2.342247077,1.855549987,1.68880416,1.387868122,1.438284183,1.370539176,1.21682443,1.170652295,1.177890848,1.935992617,1.658696788,1.203502428,1.162857106,2.362610618,1.701135547,1.624423273,1.631684101,2.260907563,1.568462312,2.01538064,1.745182966,1.10446985,0.938519128
HPC,7.372480195,5.355943821,5.348418513,8.34761914,8.929888749,6.123550072,6.013592221,6.982497127,6.168806227,7.565829991,8.070063048,6.749139442,8.057121674,6.901114963,6.935791611,6.02615583,5.699107483,5.848620046,6.779325691,8.150840132,9.324066436,7.32066031,8.246073222,7.377901418,9.26946427,11.2504283,11.19001715,10.01522527,9.0037138,6.761787332,7.916534613,7.358545517,7.825429717,9.903154434,10.04989871,11.52932517,12.42470136,13.08911714,14.00624509,10.46015012,11.66428307,14.36769691,12.22734789,10.74069211,10.09373597,8.048232624,8.46627208,9.373018015,7.867826696,5.722509184
HRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.762207116,0.862290416,0.748319532,0.347792613,0.595584331,1.103244571,1.083436154,0.943319265,0.775178653,0.721969529,0.769908909,1.042101206,0.996151992,1.125183886,0.989318273,1.049843137,1.383427707,1.305016078,1.156985503,0.903655768,0.694377569,0.534789281,0.718068954,0.792338307,0.688530832
